ORF	WT	Opt	WTRNA
NCU06631	35.3	32.6	13
NCU06632	176.5	112.2	30.8
NCU06636	13.9	16.5	4.1
NCU06637	16.6	22.1	12.3
NCU06638	23.4	20.1	4.9
NCU06640	0	0	0
NCU06641	0	0	0
NCU06643	76.1	137.9	182.2
NCU06644	48.5	38.3	12.7
NCU06645	4.4	7.2	1.1
NCU06646	56.6	44.4	127.6
NCU06647	26.6	27.9	34.5
NCU06648	25.4	29.9	3.2
NCU06649	59.9	48.6	13.6
NCU06650	1	2.5	4.3
NCU06651	182.1	297.5	33.3
NCU06652	448.8	297.2	643.7
NCU06653	55	84.8	647.8
NCU06654	12.6	23.3	15.9
NCU06655	13.4	9.4	3.8
NCU06656	38.8	32.9	4.9
NCU06657	0	0	0
NCU06658	18.4	14.2	5.7
NCU06659	44.1	56.2	32.8
NCU06660	690.6	542.3	496.5
NCU06661	1257.8	1269.4	3795.5
NCU06662	8.9	12.5	23.4
NCU06663	23.9	24	7.8
NCU06664	55.9	82.3	38.9
NCU06666	659.1	619.2	98.4
NCU06667	0	0	0
NCU06668	15.1	15.6	2.3
NCU06669	0.1	0	0
NCU06672	38.6	40.7	11.8
NCU06673	13.7	13.5	33.5
NCU06674	43.6	38	9.4
NCU06675	1.7	10.2	0.9
NCU06676	40.5	29.1	8.1
NCU06677	52.6	50.5	111.8
NCU06678	123	88.9	13.7
NCU06679	136.2	86.1	14.5
NCU06680	0.1	0.5	0.6
NCU06681	6.9	5.3	4
NCU06682	123.6	56.2	54.8
NCU06683	0	0.3	0.6
NCU06684	246.9	130.4	28.4
NCU06685	10.7	6.8	2.2
NCU06686	0	0	0.6
NCU06687	538.7	290.4	60.1
NCU06688	66.9	77.9	39.9
NCU06689	0	0	0.5
NCU06690	0	0	0
NCU06691	77.4	98.8	9.6
NCU06693	20.9	22.8	6.8
NCU06694	100.2	121.9	14.4
NCU06695	423.1	432.5	666.1
NCU06696	7.1	6.2	2
NCU06697	20.2	59	21.5
NCU06698	512.9	284.2	77.2
NCU06699	114.3	124.9	33.8
NCU06700	13.7	20.3	23.8
NCU06701	10.6	6.5	1.5
NCU06702	578.5	330.5	213.5
NCU06703	25.2	14.4	6.8
NCU06704	96.4	133.5	27.9
NCU06706	19.4	29.6	15.5
NCU06707	5.2	5.5	4.3
NCU06708	34.1	40.6	27.7
NCU06709	4.7	6	21.7
NCU06710	45.2	39.3	10.7
NCU06711	191.6	424.9	39.4
NCU06712	184	284.8	446.8
NCU06713	109.7	74.3	25.8
NCU06714	4.6	7.5	6
NCU06715	15.7	14.1	4.7
NCU06716	23.5	31.7	36.9
NCU06717	175.9	174.9	194.1
NCU06718	26.5	26.9	22.2
NCU06719	71.1	154.4	11.9
NCU06720	21.6	121.5	4.2
NCU06721	7.1	8.4	6.9
NCU06722	120.1	98.1	189.4
NCU06724	1942.7	1600.4	1571.2
NCU06725	0.3	0.7	0
NCU06726	58.6	48.6	33.4
NCU06727	441.8	399.8	113.6
NCU06729	54.8	50.6	21.4
NCU06730	0	0	3.2
NCU06731	1.3	0.5	0
NCU06732	72.9	100.4	75.5
NCU06733	13.4	11.8	2.9
NCU06734	8.1	8.7	2.2
NCU06735	5.3	4.6	1.6
NCU06737	59.7	64.4	54.7
NCU06738	128.6	126.8	30.4
NCU06739	31.4	33.2	22.3
NCU06740	428.9	410.9	300.2
NCU06741	1025	570.9	863.6
NCU06742	38.3	62	54.4
NCU06743	1395	1017.4	649.3
NCU06744	5.6	7.6	28.7
NCU06745	6.2	7.1	8.4
NCU06746	78.5	66.5	26.7
NCU06747	1.6	1	1
NCU06748	87.3	120.2	21
NCU06749	74.9	81.4	83.5
NCU06750	37.7	82	93.1
NCU06751	47	43.8	21.8
NCU06752	1.1	1.1	4.9
NCU06754	12.2	12.6	2.6
NCU06756	16	14.9	6.8
NCU06757	2.7	2.6	1.5
NCU06758	3.1	6.9	1.2
NCU06759	2.2	2.2	1.7
NCU06760	74.9	58.5	10.7
NCU06761	95.5	112.5	238.8
NCU06762	33.6	40.4	33.1
NCU06763	16.3	16.7	18.7
NCU06764	248.9	296.8	464.7
NCU06765	2.7	4.2	4.8
NCU06766	2.8	2.2	0.8
NCU06767	30.6	36.4	13.6
NCU06768	38.9	56	96
NCU06769	27.4	18	41.8
NCU06771	64.1	42.9	12.3
NCU06772	1.4	3.4	21.3
NCU06773	5.7	10	24.9
NCU06774	9.2	11.8	7.6
NCU06776	93.9	70.1	15.3
NCU06777	42.8	73.7	15.4
NCU06778	19.6	10.9	37.8
NCU06779	41.6	50.2	14.6
NCU06780	21.5	26	8.5
NCU06781	154.3	180.1	158.1
NCU06782	3.1	5	2.1
NCU06783	1202.9	1170.5	442.2
NCU06784	0	0	0
NCU06785	1546.6	1081.1	239.8
NCU06786	38.8	80.2	67.2
NCU06787	29.7	25	3.9
NCU06788	66.5	47.1	1.5
NCU06789	6	7.4	35.8
NCU06790	186.4	97.8	27.2
NCU06791	10.7	12	8.9
NCU06792	0.1	0.9	0
NCU06793	0.1	0.2	0
NCU06794	0	0	0
NCU06795	0	0	0
NCU06797	0	0	0
NCU06799	21.9	26.7	4.3
NCU06801	7.6	17.9	8.9
NCU06803	32.7	14.4	2.5
NCU06804	0.5	0.4	1.7
NCU06806	0.5	0.2	0
NCU06807	0	0	0
NCU06808	0	0	0
NCU06809	3.2	2.8	4.2
NCU06810	0	0	2.6
NCU06811	0.9	1.7	0.9
NCU06812	4.7	5.3	2.3
NCU06815	22.7	33.9	4.3
NCU06817	3	2.1	3.7
NCU06821	41.6	75.7	6.8
NCU06822	0.1	0.2	0
NCU06823	0	1.1	5
NCU06824	1.2	0.5	1.8
NCU06826	1.5	1.3	1.6
NCU06832	39	41.6	5.6
NCU06833	0.3	0.2	0.3
NCU06834	53.7	41.5	22.5
NCU06836	952.7	366.6	94.6
NCU06837	8.5	14.1	42
NCU06838	48.7	37.3	6.5
NCU06839	46.1	26.9	21.7
NCU06840	0	0	0
NCU06841	0.1	0	2.5
NCU06842	101.7	76.3	13.1
NCU06843	2391.9	1442.4	734.3
NCU06844	86.3	179.3	232.4
NCU06845	18.7	29.5	12.2
NCU06846	13.7	20.5	4.7
NCU06847	29.1	26.8	5
NCU06849	0	0.6	0
NCU06850	60.4	35	8.4
NCU06851	12.7	12.6	4.2
NCU06852	0	0	0
NCU06853	10.8	13.7	2.2
NCU06854	111.4	102.2	39.5
NCU06855	24	30.6	20.5
NCU06856	43.2	65.8	15
NCU06857	1.3	1	0.4
NCU06859	19	24.2	22.4
NCU06860	3.5	3.9	7.9
NCU06861	14.4	3.1	8.5
NCU06862	14.5	15.4	7.5
NCU06863	799.3	828	108.8
NCU06864	1.5	4.5	0.8
NCU06866	13.9	13.7	2.2
NCU06867	0.1	0	0.7
NCU06868	50.9	59.4	16.3
NCU06869	35.5	30.5	5
NCU06870	102.2	117	10.6
NCU06871	490.6	224.2	97.9
NCU06872	0	0	0
NCU06874	3.1	5.4	2.6
NCU06875	130.6	191.4	84.2
NCU06876	113.1	125.4	763.9
NCU06877	56.4	82.1	97.5
NCU06878	5.4	13.9	657.4
NCU06879	9.3	11.5	0.8
NCU06880	429.2	345.1	934.5
NCU06881	80.2	68.4	57.7
NCU06882	64.4	70.9	7.4
NCU06883	14	10.3	4.8
NCU06884	1	0.6	0.8
NCU06885	1.1	0	0
NCU06886	0	0	0
NCU06887	0	0	0
NCU06888	0	0	0
NCU06889	0	0.3	0.2
NCU06890	20.9	25.1	58.3
NCU06892	1375.5	1105.8	3048.1
NCU06893	17.4	27	11.7
NCU06894	10	9.1	5
NCU06895	1.4	1.3	0.9
NCU06896	0.2	0.4	0
NCU06897	0	0	0
NCU06898	0	0	0
NCU06899	0	0	0
NCU06901	0	0	0
NCU06902	0	0	0
NCU06903	0	0	0
NCU06904	0	0	0
NCU06905	0	0.2	0
NCU06906	0.7	0.6	0.7
NCU06907	26.2	33.4	4.9
NCU06908	11.1	19.2	3
NCU06910	299.7	190.2	43.6
NCU06911	30.4	119	59.2
NCU06912	420.7	787.2	267.4
NCU06913	0	0.1	0
NCU06914	121.2	107.5	231.9
NCU06915	98.9	221.9	128.6
NCU06916	0.2	0	0
NCU06917	0	0	0
NCU06918	11.4	15.4	3.8
NCU06919	0.9	6.4	6
NCU06920	0.2	1.5	0
NCU06921	32.3	32.8	6.7
NCU06922	348.2	163.6	55.5
NCU06923	244.6	195.7	198.7
NCU06924	57.5	85.8	93.2
NCU06926	85.1	63.4	17.3
NCU06927	7.4	4.6	3.5
NCU06928	13.2	15.7	7.9
NCU06929	62	70.4	8.8
NCU06930	0.1	0.3	0.8
NCU06931	0.2	0.3	0.3
NCU06932	4.7	5.2	0.8
NCU06933	1.9	1	3.3
NCU06934	29.7	55.3	33.6
NCU06935	1.6	1.5	0.5
NCU06936	1.8	1	4.1
NCU06937	0	0	0
NCU06938	0	0	0
NCU06939	20	16.3	3.1
NCU06940	335.2	633.1	459.9
NCU06941	78.2	103.8	298.1
NCU06942	61.3	76.4	19
NCU06943	164.2	208.3	93
NCU06944	2.1	1.6	1.2
NCU06945	90.8	84.8	84.4
NCU06946	0.1	0.1	0.6
NCU06948	77.9	101.9	8.2
NCU06949	13.4	27.4	15.9
NCU06950	12.7	12.4	15.1
NCU06951	0	0.1	0.3
NCU06953	0	0	0
NCU06954	0.3	0	0
NCU06955	0	0	0
NCU06957	3.2	2.3	1.3
NCU06958	80.5	67	27.1
NCU06959	55.9	50.9	9.8
NCU06960	12.1	15.2	28.3
NCU06961	0.3	0.1	1
NCU06963	6.2	1.1	1.8
NCU06964	0.1	0	0.6
NCU06965	0.3	0	0
NCU06966	47.6	80.6	54.7
NCU06967	0.4	1.5	1.5
NCU06968	238.6	113.1	43.1
NCU06969	21.2	24.1	17.9
NCU06970	90	58.7	19.4
NCU06971	0.6	0.5	0.4
NCU06973	0	0.1	0
NCU06974	32.3	62	116.3
NCU06975	17	15.4	7.4
NCU06976	59.7	44.2	11.8
NCU06977	255.1	75.2	46
NCU06978	13.6	7.2	4.9
NCU06979	5.5	11.7	3.1
NCU06980	21	20.4	3.9
NCU06981	41.1	34.3	6.1
NCU06983	84.4	112.3	37.4
NCU06984	5.7	6.4	3
NCU06985	0.7	1	2.3
NCU06986	544.8	330.5	81.8
NCU06987	13.6	19.5	19.1
NCU06988	6	4.1	3.1
NCU06989	94.3	211.9	64.7
NCU06990	3	2.3	0.9
NCU06991	8	3.9	11.7
NCU06992	31.7	23.5	4.5
NCU06993	14.9	8.3	1.9
NCU06994	37.5	47	11.3
NCU06995	4.5	3.7	15.2
NCU06996	5.1	3.9	4.6
NCU06997	146.7	108.8	206.7
NCU06998	22.4	25	22.5
NCU06999	34.9	29.1	6.3
NCU07000	7.3	7.8	18.9
NCU07001	83.9	63.6	27.1
NCU07002	25.7	17	5
NCU07003	60.1	71.6	18.1
NCU07004	13.4	9	4
NCU07005	5.2	9.2	4.6
NCU07007	2	2.3	1.9
NCU07008	42.2	17.5	4.6
NCU07009	0.8	0.5	0
NCU07010	26.5	36.4	11.1
NCU07011	38	28.5	9.4
NCU07012	63.7	81.7	17.1
NCU07013	16.1	20.8	19.9
NCU07014	1264.6	1046.5	1802
NCU07015	12.9	13.5	37.6
NCU07016	8	25.3	8.2
NCU07017	250.3	237	125.9
NCU07018	13.6	16.5	3.3
NCU07019	48.2	51	28.8
NCU07020	76.7	65.7	23.1
NCU07021	20.3	20.9	43.8
NCU07022	1.8	0.6	0
NCU07023	26.5	34.4	10.5
NCU07024	511	153.4	62.4
NCU07027	1253.2	785	151.5
NCU07028	0	0	0
NCU07029	2.7	0.5	0.5
NCU07030	0.3	0.1	0.2
NCU07031	0	0	0
NCU07032	3.3	0.8	1.4
NCU07033	5.8	0	5
NCU07034	1.7	0	0.5
NCU07035	0.2	0.3	0.1
NCU07036	2.1	0.7	0
NCU07037	1.7	20.6	4.4
NCU07038	0	0	0
NCU07041	48.8	75.5	28.8
NCU07042	41.1	55.4	66.9
NCU07043	0.1	0	0
NCU07044	0.2	0.2	0.4
NCU07046	6.5	9.8	3.8
NCU07047	0	0.2	0
NCU07048	1.5	0	0
NCU07049	10.1	1.5	11.8
NCU07050	0	0	0
NCU07051	0	0	0
NCU07053	4.2	0.4	5.3
NCU07054	0	0.1	0
NCU07055	0	0.1	0
NCU07057	64	48	81.1
NCU07058	21.1	28.1	4.3
NCU07059	29.5	32.5	6.1
NCU07060	40.1	114.1	45.9
NCU07061	66.2	37.7	52.7
NCU07062	14.7	20.4	4.6
NCU07063	28.3	79.9	19.9
NCU07064	55.3	18.3	136.7
NCU07065	0.8	0.5	1.1
NCU07066	10.1	10.1	4.1
NCU07067	2.6	0.9	5.5
NCU07068	0.2	0.3	0.1
NCU07069	106.1	65	12
NCU07070	27.2	30.6	37
NCU07071	35.5	19.8	5
NCU07072	32.3	29	38
NCU07073	4.2	7	4.2
NCU07074	2	17.2	1.5
NCU07075	164.5	63.1	19.2
NCU07076	0	0	0.3
NCU07077	0	0.1	0.4
NCU07078	0.1	0.5	3.6
NCU07079	8.5	9.7	14.3
NCU07080	0.1	0.6	4.2
NCU07081	48.7	20.1	26.9
NCU07082	40.2	12.9	6.7
NCU07083	15.6	59.5	8.1
NCU07084	0	0	0
NCU07085	0	0	0
NCU07086	0.1	0.3	0
NCU07087	0	0	0
NCU07088	0	0	0
NCU07089	0.1	0	0
NCU07090	0	0	0
NCU07091	0	0	0
NCU07092	0	2.3	0
NCU07094	0.1	0.4	0
NCU07095	0	0.9	0
NCU07098	11.3	26	9.4
NCU07099	0.7	0	0.7
NCU07100	25.9	21.8	37.7
NCU07101	1	0.6	0.6
NCU07102	0.2	0	0
NCU07103	0	0	0
NCU07104	0	0	0.5
NCU07105	0	0	0
NCU07106	0	0.5	0
NCU07107	0.3	0.5	0.3
NCU07108	17.9	14.7	15.3
NCU07109	0	0	0
NCU07110	26	39.7	32.7
NCU07111	6.2	14.4	15.3
NCU07112	283.4	294.8	402.4
NCU07113	2	1	1.9
NCU07114	0	0.1	0.1
NCU07115	0.2	0.4	0.2
NCU07116	0	0.4	0.1
NCU07117	429.9	324.2	68.1
NCU07119	11.1	9.8	2.4
NCU07120	198.7	67.2	329.6
NCU07121	39.4	31.9	16.1
NCU07122	0.5	0	0
NCU07123	37.1	126	14.4
NCU07124	0.1	0.3	0.3
NCU07125	15.8	13	5.1
NCU07126	32.3	94.3	57.1
NCU07127	32.3	46.8	59.3
NCU07129	310.6	30.7	81
NCU07130	0.2	0.3	0
NCU07132	7	8.2	13.9
NCU07133	0.8	6.2	2.8
NCU07134	0	0	2.6
NCU07135	3.9	5.6	3
NCU07136	0	0	0
NCU07138	1	1.5	0.4
NCU07139	9.2	8.9	12.7
NCU07140	39.2	0.4	16248.5
NCU07141	37.4	46.2	72.8
NCU07142	46.5	4.2	16.8
NCU07143	5.2	3.4	17.4
NCU07144	0	0.2	0
NCU07145	0	0.4	0
NCU07146	0.2	0.1	0.1
NCU07147	0.4	0	0
NCU07148	0	0	0
NCU07149	0.2	0.1	0.4
NCU07150	0.2	0.2	0
NCU07151	0	0	0
NCU07152	0	0.3	0.6
NCU07153	330	425	318.8
NCU07154	0.1	0.9	0.4
NCU07155	64	98.7	30.2
NCU07156	86.6	106.2	116.8
NCU07157	5.6	5.8	3.6
NCU07158	22.1	12.9	4.5
NCU07159	1.1	142.3	0.9
NCU07161	0.6	8.3	16.6
NCU07162	0.1	0.4	0.5
NCU07163	0	0	0
NCU07164	0	0	0.7
NCU07165	195.1	130.4	163.9
NCU07166	42	54.3	12
NCU07167	137.7	113.9	164.6
NCU07168	0.2	0	0.7
NCU07169	26.2	18.2	14.7
NCU07170	13.1	17	33.4
NCU07171	243.8	361.3	547.1
NCU07172	10.4	10.1	1.3
NCU07173	71.3	139.2	18
NCU07174	19.5	29.2	3.9
NCU07175	22	39.7	12.2
NCU07176	0	0	6.6
NCU07177	0	0	0
NCU07178	82.9	94	24.3
NCU07180	0.1	0.1	0.3
NCU07181	3.4	3.8	3.9
NCU07182	1177.7	703.4	555.6
NCU07183	0	0	0
NCU07184	0.5	6.8	0
NCU07185	0.3	0	0
NCU07186	0	0	1.3
NCU07187	17.8	12.3	4.8
NCU07188	26.4	34.1	13.7
NCU07190	0	1.4	2.3
NCU07191	89.1	67.9	10.3
NCU07192	392	674	92.3
NCU07193	1.8	1	1.1
NCU07194	0.3	0.2	2.6
NCU07195	0	0	0
NCU07196	10	4.4	2.3
NCU07197	10.8	15.7	7.7
NCU07199	0	0	0
NCU07200	13.4	446.5	5.4
NCU07201	0	0.2	2.5
NCU07202	0	0	0.4
NCU07203	0.2	0	0
NCU07204	0.2	0.2	0.8
NCU07205	132.1	425.8	69.4
NCU07206	1.1	2.1	1.6
NCU07207	0.1	0.2	0.3
NCU07208	0	1.3	0
NCU07209	0	0.2	0
NCU07210	9.4	4	11.2
NCU07211	0	0	0
NCU07212	0	0	0
NCU07213	0	0	0
NCU07214	0.1	0	0
NCU07215	0	0	0
NCU07216	0	0	0
NCU07217	0	0.3	0
NCU07218	0	0	0
NCU07219	0	0	0
NCU07221	50.6	28.3	9.6
NCU07222	0.9	0.4	0.4
NCU07224	1.8	0.5	0.3
NCU07225	0	0.2	0
NCU07226	0	0	0
NCU07227	0	0	0
NCU07228	0.3	0.3	0
NCU07229	0	0	0
NCU07230	0.4	0.5	0.2
NCU07231	0	0	0.2
NCU07232	374.9	11	127.5
NCU07233	33	53.6	35.2
NCU07234	0.2	0	0
NCU07235	0	0.1	0.2
NCU07237	0.3	0.4	0.8
NCU07238	120.9	98.5	19.4
NCU07239	0	0	0.8
NCU07240	177.4	154	495.5
NCU07241	1	0.6	0.4
NCU07242	9.5	7.6	27.7
NCU07243	0	0	0
NCU07244	0	0.6	0
NCU07245	0	0	0.5
NCU07246	26	22.7	4.4
NCU07247	11.3	19.1	3
NCU07249	0.3	0.3	0
NCU07250	0	0	0
NCU07252	0	4.8	0
NCU07253	69.6	214.2	58
NCU07254	0	0	0
NCU07255	6.2	13.4	1.3
NCU07257	327.7	1152.4	38.8
NCU07258	33	25.9	4.3
NCU07259	42.9	44	56.9
NCU07260	4.7	4	3.9
NCU07261	29.7	42.6	31.3
NCU07262	23.8	30.7	4
NCU07263	30.1	24.7	22.2
NCU07264	29.9	56.1	79.2
NCU07265	3.4	11.4	7.9
NCU07266	38.2	46.9	134.3
NCU07267	353.2	80.9	145.6
NCU07268	0	0	0.3
NCU07269	0.5	0.1	0.3
NCU07270	0	0.2	0.9
NCU07271	15.3	11.6	11.2
NCU07272	1	0	0
NCU07273	247.7	61.2	339.8
NCU07274	0.1	0	0
NCU07275	1.1	2.1	1
NCU07276	2.6	4.9	1.4
NCU07277	1055.4	579.4	259.4
NCU07279	2.8	11.8	6.9
NCU07280	227.6	206.6	190.7
NCU07281	1140.8	1276.1	302.5
NCU07282	317.2	188.6	45.9
NCU07283	36.7	48.8	11.9
NCU07284	4.3	2.5	2
NCU07285	1.1	4.1	0.9
NCU07286	92	137	13.1
NCU07287	2473.8	887.4	377.2
NCU07288	2.8	5.7	37.5
NCU07289	16.8	19.2	1.4
NCU07290	45.7	36.5	5.7
NCU07293	97.7	36.2	22.4
NCU07294	1.6	13.2	2.2
NCU07295	31.4	39.3	12.8
NCU07296	208.2	172.4	25.7
NCU07297	7.9	8.6	4.6
NCU07298	26.6	21.3	58.6
NCU07299	33.7	40.8	15.6
NCU07300	3.6	3.2	1.4
NCU07301	27.8	17.4	3.1
NCU07302	2	1.7	0
NCU07305	17.4	10.8	7.8
NCU07306	0	0	0.7
NCU07307	586.3	433.7	77.6
NCU07308	601.2	436.7	50.6
NCU07309	3.6	10.2	4.6
NCU07310	37.5	8.3	45
NCU07311	58.6	6.8	11.9
NCU07312	0	0	0
NCU07313	12.2	9.1	5.3
NCU07314	7.3	5.9	3.4
NCU07316	0	0	0
NCU07317	0	0.2	0
NCU07318	423.9	1241.7	52.2
NCU07319	223	245.5	21.6
NCU07320	80.1	81	40.6
NCU07321	32.1	69	78.4
NCU07322	8.9	3.3	1.7
NCU07323	0	0	0
NCU07324	0	0.2	0
NCU07325	2.5	5.5	87.2
NCU07326	0.7	3.5	0.4
NCU07327	4.3	4.3	5.2
NCU07329	6.7	18.5	8
NCU07330	80.7	66.5	10.9
NCU07331	14.8	28.6	26
NCU07332	62.3	7.1	13.7
NCU07333	0.4	0.1	2.9
NCU07334	71.3	108.5	11.9
NCU07335	16	5.7	3
NCU07336	2.5	2.6	2.7
NCU07337	0.3	0	1.6
NCU07338	115.1	36.6	108.9
NCU07339	0	0	0
NCU07340	0.2	0	0.2
NCU07341	0	0.2	0
NCU07342	1.1	3.9	0.6
NCU07343	0.2	0.3	1.3
NCU07344	8.2	10.1	22.6
NCU07345	8.5	1.8	15.4
NCU07347	35.7	25.7	4.7
NCU07348	0.1	0	0
NCU07349	12.5	3.1	1.9
NCU07350	0	0	0
NCU07351	2.3	1	18.4
NCU07352	322	628.1	130.8
NCU07353	0	1.9	1.2
NCU07354	0	0.4	0
NCU07355	0.1	0.5	0.7
NCU07358	0.6	0.5	0
NCU07359	8.6	13.7	2.9
NCU07360	5.4	9.4	9.5
NCU07361	47.5	49	13.1
NCU07362	26.3	18.4	4.2
NCU07363	192.1	154.1	31
NCU07364	14	18.5	19.7
NCU07365	312.6	367.6	805.2
NCU07366	677.9	386	97
NCU07367	263.3	255.6	31.8
NCU07368	0.3	0.6	2.9
NCU07369	0	0.1	0
NCU07370	0.3	0.7	0
NCU07371	0	0.3	0
NCU07372	0	0.2	0
NCU07374	0.1	0	1.4
NCU07375	59.9	44.4	12.5
NCU07378	15	14.1	2.7
NCU07379	67.6	65.4	35
NCU07380	387.8	253.7	110.5
NCU07381	2.6	2.6	2.4
NCU07382	186.9	215.8	28.8
NCU07383	14.1	12.8	2.9
NCU07384	9.3	8.9	29.5
NCU07385	18.7	15.4	3.9
NCU07386	111	106.7	29.3
NCU07387	5.5	3.5	2.9
NCU07388	6	41.1	2.4
NCU07389	138	149	56.7
NCU07390	0	0	1.5
NCU07392	56.2	68.1	104.9
NCU07393	24.9	22.9	4.6
NCU07394	34.8	25.9	19.4
NCU07395	10.5	10.5	2.8
NCU07396	0	0	0
NCU07398	15.1	18.1	3.8
NCU07399	56.3	75.8	20.9
NCU07400	43	41.5	7.7
NCU07401	13.9	18.6	6.8
NCU07402	21.3	30	32.7
NCU07403	114.6	110.5	64.3
NCU07404	57.6	58.1	21.8
NCU07405	153.1	525.3	65.1
NCU07406	0	0.3	0.6
NCU07407	2.2	2.6	1.4
NCU07408	1939.2	1635.3	2667.9
NCU07409	32.8	25.7	41.3
NCU07410	0.6	2.4	0.2
NCU07411	2.7	0.9	1
NCU07412	17.4	16.6	6.4
NCU07413	5.2	2.5	25.5
NCU07414	380.6	347.7	48.5
NCU07415	49.5	33.3	8
NCU07416	8.1	9.2	4.3
NCU07417	25.5	42.7	21.8
NCU07418	32.6	29.1	8.6
NCU07419	15.8	11.6	6.6
NCU07420	2474.7	1635.9	433.8
NCU07421	72.1	98	71
NCU07422	36.6	69.9	136.9
NCU07423	16.7	21.8	11.4
NCU07424	4.3	6.7	3.5
NCU07425	16.2	20.4	5.9
NCU07427	0	0	0
NCU07428	12.8	17.7	7.4
NCU07429	0	0	0
NCU07430	125.8	128	32
NCU07432	3.2	12.3	1.6
NCU07433	0.1	0	0
NCU07434	5.3	63.2	13.3
NCU07435	75.8	83.9	8.5
NCU07436	4.8	4.7	1.4
NCU07437	486.1	498.2	147.5
NCU07438	32.7	36.6	13.1
NCU07439	613.3	895.7	925.4
NCU07440	10.4	8.7	4.2
NCU07441	31.8	9.8	49.4
NCU07442	35.9	43.9	36.4
NCU07443	49.7	40.3	6.3
NCU07445	5.1	6.5	5
NCU07446	285.8	263.6	28.3
NCU07447	8	5.9	7.2
NCU07448	0	0.1	0
NCU07449	0	1.4	0
NCU07450	1.3	1.2	1.7
NCU07451	246.7	248.3	53.1
NCU07452	21.2	32.9	34.5
NCU07453	48.4	100.2	69.3
NCU07454	82.1	3.4	14.7
NCU07455	0.2	0	0.4
NCU07456	65.7	152.9	221.6
NCU07457	15.2	19.3	7
NCU07458	246.8	211.9	74.6
NCU07459	213.8	199.5	27.8
NCU07460	28.9	25.8	7.8
NCU07461	1	0.8	0.6
NCU07462	0	0.9	0.6
NCU07463	0.1	0	0.3
NCU07464	0	0	0.3
NCU07465	723.7	165	484.2
NCU07466	86.8	84.1	17.5
NCU07467	202.4	247.6	900.3
NCU07468	108	155.7	25.4
NCU07471	155.6	177.2	33
NCU07472	30.5	23.9	36.1
NCU07473	29	35.9	12
NCU07474	18.7	4.4	7.4
NCU07475	0	0	0
NCU07476	2.3	4.6	1.8
NCU07477	0.1	0.1	0.8
NCU07478	19.8	19.3	4.4
NCU07479	0	0	0
NCU07480	0	0	0
NCU07481	33.1	35.4	7.7
NCU07482	13.6	36.4	13.4
NCU07483	17.3	25.1	7.4
NCU07484	2.5	0.1	0.5
NCU07485	16.9	6.8	24.1
NCU07486	0.4	0	0.4
NCU07487	0.1	0.1	0.3
NCU07489	40.7	30.8	5
NCU07491	116.5	116.9	15.2
NCU07492	10	15.8	12.6
NCU07493	66.8	127.5	161.4
NCU07494	45.1	153.9	57.4
NCU07495	51.9	70.7	11.1
NCU07496	2.4	1.8	1.8
NCU07497	10.2	17.3	6.4
NCU07498	8.1	12.4	6.8
NCU07499	0	0	0
NCU07500	0	0	0
NCU07501	0	0.1	0
NCU07502	4.4	1.8	3.5
NCU07503	396.3	865.4	384.4
NCU07504	24	34.1	26.1
NCU07505	21.6	23.5	5.8
NCU07506	132.2	95.8	206.6
NCU07507	16.6	11.9	56.5
NCU07508	0	0	0
NCU07509	31.4	38.5	63.1
NCU07510	0	0	0
NCU07511	0.2	0	0
NCU07513	6	4.3	2.2
NCU07514	63.9	46.4	15.6
NCU07516	25	16.7	5.8
NCU07517	0	2.8	0.4
NCU07518	0	0.2	0
NCU07519	2.3	2.9	3.6
NCU07520	0	0	0
NCU07521	13.9	21.3	3.5
NCU07523	28.2	87.7	3.2
NCU07525	0.1	0.2	0
NCU07526	0	0	0.8
NCU07527	0	53.2	1
NCU07528	37.6	35.9	34.8
NCU07529	8.9	42.8	75.9
NCU07530	12.9	17.3	12.7
NCU07531	0.1	0.1	0.3
NCU07532	0.4	0.4	0.5
NCU07533	0	0	2.2
NCU07534	6.8	5.8	1.4
NCU07535	11.3	12.1	3.4
NCU07536	0.2	2.1	2
NCU07537	0.1	0	0.9
NCU07538	0	0.2	1.6
NCU07539	55.8	192.4	9.7
NCU07540	0	0	0
NCU07541	9.3	9.8	8.1
NCU07542	326.4	291.5	60.7
NCU07543	10.5	9.3	2.4
NCU07544	24.2	34.2	4.5
NCU07545	17	31.8	13
NCU07546	43.3	31.2	7.1
NCU07547	63.2	85.8	17.1
NCU07548	74.1	71.6	12.1
NCU07549	52.8	41.2	124.6
NCU07550	4291.8	2355.8	2936.4
NCU07551	36.4	54.6	19.8
NCU07552	38.6	39	27.4
NCU07553	15.3	7.2	4.8
NCU07554	45.1	44	13.2
NCU07555	0.4	0	0
NCU07556	35.4	26.1	5
NCU07557	0	0	0
NCU07558	27.1	14.7	3.5
NCU07559	0.3	1.1	0
NCU07560	75.5	78.6	41.4
NCU07561	45.7	42.7	6.4
NCU07562	1503.4	714	3629.1
NCU07563	1.3	1.8	1.1
NCU07564	8.4	6	3.5
NCU07565	22.9	28.3	1.7
NCU07567	303.2	290.8	98.4
NCU07568	72.3	66.8	6.7
NCU07569	304.8	259	69.2
NCU07571	8.4	17.3	6.2
NCU07572	3.3	4.3	0.9
NCU07573	0	0	0
NCU07574	229.4	231.3	25.4
NCU07575	5.7	7.6	0.8
NCU07576	18.9	27.6	21.5
