# scores_kozak_JEC21.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype D JEC21
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: JEC21 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNF00300	0.794	0.813	0.886	NA	0.767	0.788	0.863	NA	0.02	NA	0.02	NA
CNF00310	0.941	0.888	0.767	0.92	0.869	0.811	0.746	0.857	-0.052	-0.021	-0.058	-0.012
CNF00320	0.86	0.886	0.989	0.827	0.78	0.855	0.936	0.771	0.026	-0.033	0.075	-0.009
CNF00330	0.759	0.812	0.895	0.977	0.69	0.758	0.844	0.941	0.053	0.218	0.068	0.251
CNF00340	0.86	0.825	0.784	NA	0.863	0.814	0.765	NA	-0.035	NA	-0.049	NA
CNF00350	1	0.865	0.707	NA	0.941	0.814	0.694	NA	-0.135	NA	-0.128	NA
CNF00360	0.854	0.827	0.816	NA	0.859	0.724	0.763	NA	-0.027	NA	-0.135	NA
CNF00370	0.897	0.885	0.756	NA	0.829	0.782	0.769	NA	-0.011	NA	-0.047	NA
CNF00380	0.94	0.895	0.828	0.79	0.891	0.773	0.781	0.778	-0.046	-0.15	-0.119	-0.113
CNF00385	0.655	0.862	0.989	0.828	0.546	0.855	0.945	0.781	0.208	0.174	0.309	0.235
CNF00390	0.94	0.92	0.922	NA	0.909	0.853	0.859	NA	-0.02	NA	-0.056	NA
CNF00400	0.895	0.872	0.784	NA	0.863	0.851	0.739	NA	-0.023	NA	-0.013	NA
CNF00410	0.922	0.862	0.845	0.854	0.845	0.828	0.8	0.807	-0.06	-0.068	-0.017	-0.038
CNF00420	0.851	0.873	0.752	NA	0.834	0.858	0.764	NA	0.022	NA	0.024	NA
CNF00430	0.839	0.854	0.658	0.845	0.84	0.845	0.663	0.812	0.015	0.006	0.005	-0.028
CNF00440	0.683	0.698	0.752	0.743	0.652	0.685	0.73	0.636	0.015	0.06	0.033	-0.016
CNF00450	0.897	0.821	0.767	NA	0.837	0.821	0.733	NA	-0.076	NA	-0.016	NA
CNF00460	0.87	0.872	0.81	0.888	0.857	0.81	0.788	0.809	0.001	0.017	-0.047	-0.048
CNF00470	0.865	0.839	0.758	NA	0.845	0.791	0.764	NA	-0.025	NA	-0.055	NA
CNF00480	1	0.706	0.892	NA	0.954	0.713	0.79	NA	-0.294	NA	-0.241	NA
CNF00490	1	0.761	0.847	0.683	0.962	0.737	0.811	0.664	-0.239	-0.317	-0.226	-0.298
CNF00500	0.966	0.846	0.888	NA	0.95	0.762	0.826	NA	-0.12	NA	-0.188	NA
CNF00510	0.906	0.841	0.733	NA	0.816	0.77	0.678	NA	-0.065	NA	-0.046	NA
CNF00520	0.75	0.735	0.707	0.899	0.777	0.754	0.704	0.823	-0.015	0.148	-0.024	0.045
CNF00540	0.839	0.945	0.92	0.799	0.763	0.851	0.898	0.742	0.106	-0.04	0.088	-0.021
CNF00550	0.906	0.837	0.733	NA	0.837	0.786	0.74	NA	-0.069	NA	-0.05	NA
CNF00560	0.922	0.888	0.763	NA	0.87	0.836	0.755	NA	-0.035	NA	-0.035	NA
CNF00570	0.922	0.825	0.77	NA	0.864	0.818	0.756	NA	-0.098	NA	-0.046	NA
CNF00580	0.941	0.796	0.733	NA	0.91	0.779	0.712	NA	-0.145	NA	-0.131	NA
CNF00585	0.805	0.977	0.845	0.929	0.734	0.931	0.694	0.8	0.172	0.124	0.197	0.066
CNF00590	0.839	0.761	0.847	0.92	0.809	0.713	0.795	0.908	-0.078	0.081	-0.096	0.099
CNF00600	0.964	0.872	0.81	0.906	0.869	0.81	0.788	0.842	-0.092	-0.058	-0.059	-0.027
CNF00610	0.92	0.732	0.68	0.873	0.922	0.687	0.654	0.849	-0.188	-0.047	-0.235	-0.073
CNF00620	0.86	0.922	0.888	NA	0.815	0.839	0.826	NA	0.062	NA	0.024	NA
CNF00630	0.964	0.952	0.904	NA	0.949	0.907	0.814	NA	-0.012	NA	-0.042	NA
CNF00640	0.782	0.81	0.886	0.94	0.723	0.768	0.811	0.859	0.028	0.158	0.045	0.136
CNF00650	0.915	0.888	0.828	NA	0.894	0.819	0.765	NA	-0.027	NA	-0.075	NA
CNF00655	0.842	0.837	0.803	0.975	0.794	0.798	0.714	0.867	-0.005	0.133	0.004	0.074
CNF00660	0.897	0.906	0.989	NA	0.896	0.823	0.896	NA	0.009	NA	-0.072	NA
CNF00670	1	0.699	0.794	NA	0.94	0.674	0.776	NA	-0.301	NA	-0.266	NA
CNF00680	0.862	0.83	0.929	NA	0.815	0.799	0.934	NA	-0.032	NA	-0.016	NA
CNF00690	0.81	0.862	0.952	0.758	0.757	0.82	0.905	0.762	0.052	-0.052	0.063	0.006
CNF00710	0.94	0.836	0.724	NA	0.918	0.85	0.715	NA	-0.105	NA	-0.068	NA
CNF00720	1	0.736	0.897	NA	0.954	0.735	0.912	NA	-0.264	NA	-0.219	NA
CNF00730	0.776	0.977	0.828	NA	0.785	0.975	0.815	NA	0.201	NA	0.19	NA
CNF00740	0.932	0.701	0.906	NA	0.908	0.67	0.808	NA	-0.23	NA	-0.238	NA
CNF00750	0.819	0.759	0.87	0.851	0.777	0.762	0.856	0.762	-0.061	0.032	-0.015	-0.015
CNF00760	0.847	0.837	0.738	NA	0.849	0.789	0.722	NA	-0.01	NA	-0.06	NA
CNF00770	0.942	0.767	0.74	NA	0.88	0.719	0.731	NA	-0.176	NA	-0.161	NA
CNF00780	0.886	0.825	0.925	NA	0.855	0.799	0.914	NA	-0.061	NA	-0.056	NA
CNF00790	0.914	0.785	0.723	NA	0.899	0.794	0.663	NA	-0.129	NA	-0.105	NA
CNF00800	0.911	0.92	0.683	NA	0.851	0.9	0.644	NA	0.009	NA	0.049	NA
CNF00810	0.94	0.743	0.925	NA	0.881	0.735	0.805	NA	-0.197	NA	-0.146	NA
CNF00820	0.966	0.925	0.701	0.841	0.91	0.888	0.725	0.838	-0.041	-0.125	-0.022	-0.072
CNF00825	0.941	0.784	0.989	NA	0.926	0.804	0.949	NA	-0.157	NA	-0.122	NA
CNF00830	0.917	0.68	0.839	NA	0.86	0.687	0.791	NA	-0.237	NA	-0.174	NA
CNF00850	0.94	0.941	0.86	0.76	0.919	0.894	0.809	0.727	0.001	-0.18	-0.025	-0.192
CNF00860	0.977	0.787	0.787	NA	0.941	0.743	0.735	NA	-0.19	NA	-0.198	NA
CNF00870	0.911	0.899	0.845	NA	0.898	0.812	0.734	NA	-0.012	NA	-0.086	NA
CNF00880	0.904	0.758	0.762	0.86	0.865	0.751	0.741	0.809	-0.146	-0.044	-0.114	-0.056
CNF00890	0.917	0.673	0.761	NA	0.867	0.695	0.704	NA	-0.245	NA	-0.172	NA
CNF00900	0.929	0.94	0.727	NA	0.886	0.889	0.697	NA	0.011	NA	0.003	NA
CNF00905	0.888	0.975	0.837	NA	0.851	0.969	0.827	NA	0.086	NA	0.118	NA
CNF00910	0.964	0.872	0.975	NA	0.919	0.812	0.878	NA	-0.092	NA	-0.107	NA
CNF00920	0.942	0.837	0.803	0.812	0.874	0.806	0.77	0.769	-0.105	-0.13	-0.068	-0.106
CNF00930	0.911	0.86	0.787	NA	0.905	0.802	0.722	NA	-0.051	NA	-0.103	NA
CNF00940	0.966	0.842	0.761	NA	0.935	0.75	0.708	NA	-0.124	NA	-0.185	NA
CNF00950	0.92	0.767	0.94	0.76	0.911	0.679	0.851	0.674	-0.153	-0.16	-0.232	-0.237
CNF00960	0.872	0.837	0.828	0.743	0.867	0.814	0.808	0.7	-0.035	-0.129	-0.053	-0.167
CNF00970	0.945	0.802	0.929	NA	0.894	0.735	0.89	NA	-0.143	NA	-0.159	NA
CNF00980	0.906	0.989	0.785	0.952	0.913	0.949	0.712	0.924	0.083	0.046	0.036	0.011
CNF00990	0.793	0.904	0.785	0.85	0.787	0.858	0.738	0.836	0.111	0.058	0.07	0.049
CNF01000	0.989	0.701	0.819	NA	0.947	0.719	0.814	NA	-0.288	NA	-0.228	NA
CNF01020	0.899	0.727	0.802	NA	0.875	0.671	0.751	NA	-0.173	NA	-0.205	NA
CNF01030	0.966	0.844	0.812	0.838	0.969	0.833	0.722	0.821	-0.122	-0.128	-0.136	-0.148
CNF01040	0.785	0.727	0.842	0.785	0.747	0.704	0.774	0.784	-0.058	0	-0.042	0.037
CNF01050	0.922	0.779	0.701	0.795	0.919	0.753	0.683	0.779	-0.143	-0.127	-0.166	-0.14
CNF01060	0.94	0.836	0.745	NA	0.939	0.74	0.74	NA	-0.105	NA	-0.199	NA
CNF01070	0.793	0.915	0.886	0.787	0.802	0.852	0.845	0.731	0.122	-0.006	0.05	-0.07
CNF01080	0.81	0.906	0.845	0.715	0.76	0.857	0.835	0.701	0.096	-0.095	0.097	-0.059
CNF01090	0.841	0.825	0.756	0.727	0.835	0.806	0.772	0.731	-0.016	-0.115	-0.029	-0.104
CNF01100	0.835	0.892	0.865	NA	0.779	0.837	0.792	NA	0.057	NA	0.058	NA
CNF01110	0.819	0.844	0.767	0.698	0.788	0.804	0.722	0.723	0.025	-0.121	0.016	-0.065
CNF01120	0.768	0.794	0.888	0.787	0.771	0.769	0.874	0.69	0.025	0.019	-0.001	-0.081
CNF01130	0.92	0.683	0.888	NA	0.867	0.678	0.848	NA	-0.237	NA	-0.19	NA
CNF01140	0.904	0.865	0.897	NA	0.831	0.843	0.839	NA	-0.039	NA	0.012	NA
CNF01150	0.895	0.885	0.867	NA	0.896	0.818	0.835	NA	-0.009	NA	-0.078	NA
CNF01160	0.952	0.884	0.781	NA	0.889	0.783	0.734	NA	-0.067	NA	-0.105	NA
CNF01165	0.837	0.975	0.768	NA	0.829	0.922	0.771	NA	0.138	NA	0.092	NA
CNF01170	0.841	0.845	0.809	NA	0.817	0.822	0.786	NA	0.003	NA	0.005	NA
CNF01180	0.977	0.884	0.701	NA	0.941	0.819	0.668	NA	-0.093	NA	-0.122	NA
CNF01190	0.966	0.781	0.786	0.899	0.945	0.785	0.769	0.836	-0.185	-0.067	-0.16	-0.109
CNF01200	0.94	0.758	0.781	NA	0.831	0.738	0.769	NA	-0.182	NA	-0.093	NA
CNF01210	0.872	0.792	0.977	0.767	0.847	0.835	0.918	0.757	-0.08	-0.105	-0.012	-0.089
CNF01220	0.917	0.865	0.839	0.892	0.875	0.815	0.81	0.779	-0.053	-0.025	-0.061	-0.097
CNF01230	0.839	0.794	0.763	1	0.799	0.767	0.678	0.918	-0.045	0.161	-0.032	0.119
CNF01240	1	0.818	0.77	NA	0.967	0.711	0.741	NA	-0.182	NA	-0.255	NA
CNF01250	0.92	0.862	0.707	NA	0.862	0.847	0.625	NA	-0.058	NA	-0.015	NA
CNF01260	0.964	0.812	0.865	NA	0.885	0.834	0.819	NA	-0.152	NA	-0.051	NA
CNF01270	0.897	0.865	0.82	NA	0.883	0.821	0.703	NA	-0.032	NA	-0.062	NA
CNF01280	0.952	0.914	0.787	0.809	0.938	0.886	0.727	0.78	-0.038	-0.143	-0.052	-0.158
CNF01290	0.874	0.888	NA	NA	0.866	0.803	NA	NA	0.014	NA	-0.063	NA
CNF01300	0.87	0.92	0.701	0.73	0.829	0.835	0.629	0.751	0.05	-0.14	0.006	-0.077
CNF01310	0.892	0.854	0.915	0.812	0.888	0.853	0.886	0.836	-0.038	-0.08	-0.035	-0.052
CNF01320	0.966	0.886	0.816	NA	0.944	0.835	0.827	NA	-0.08	NA	-0.109	NA
CNF01330	0.966	0.683	0.781	NA	0.911	0.71	0.715	NA	-0.283	NA	-0.2	NA
CNF01340	1	0.784	NA	NA	0.941	0.709	NA	NA	-0.216	NA	-0.233	NA
CNF01350	0.886	0.865	0.836	NA	0.8	0.851	0.809	NA	-0.021	NA	0.051	NA
CNF01360	0.922	0.707	0.917	0.83	0.847	0.743	0.862	0.798	-0.215	-0.092	-0.104	-0.049
CNF01370	0.828	0.888	0.818	0.74	0.779	0.833	0.711	0.774	0.06	-0.088	0.055	-0.004
CNF01380	0.816	0.736	0.87	0.872	0.82	0.725	0.838	0.801	-0.08	0.056	-0.095	-0.019
CNF01390	0.952	0.73	0.701	0.838	0.892	0.765	0.653	0.798	-0.222	-0.114	-0.127	-0.095
CNF01400	0.915	0.802	0.845	0.872	0.872	0.762	0.791	0.878	-0.113	-0.042	-0.11	0.005
CNF01410	0.828	1	0.733	0.779	0.807	0.934	0.773	0.763	0.172	-0.049	0.127	-0.043
CNF01420	0.989	0.929	0.813	0.759	0.906	0.823	0.786	0.707	-0.06	-0.23	-0.083	-0.199
CNF01430	0.77	0.841	0.94	0.812	0.769	0.772	0.845	0.808	0.071	0.042	0.003	0.04
CNF01440	0.94	0.822	0.802	NA	0.926	0.799	0.788	NA	-0.119	NA	-0.127	NA
CNF01450	0.92	0.92	0.758	NA	0.827	0.859	0.76	NA	0	NA	0.032	NA
CNF01460	0.827	0.899	0.785	0.835	0.77	0.878	0.758	0.78	0.073	0.008	0.109	0.01
CNF01470	0.837	0.81	0.847	0.839	0.742	0.715	0.765	0.827	-0.027	0.002	-0.028	0.084
CNF01480	0.966	0.906	0.759	0.863	0.905	0.797	0.75	0.819	-0.06	-0.103	-0.108	-0.086
CNF01490	0.787	0.792	0.83	0.758	0.759	0.71	0.837	0.766	0.005	-0.029	-0.049	0.007
CNF01500	0.964	0.751	0.872	NA	0.928	0.697	0.826	NA	-0.213	NA	-0.231	NA
CNF01510	0.787	0.854	0.68	NA	0.729	0.765	0.645	NA	0.067	NA	0.036	NA
CNF01515	0.828	0.922	0.899	0.813	0.773	0.868	0.882	0.787	0.094	-0.016	0.095	0.014
CNF01520	0.964	0.787	0.811	NA	0.896	0.784	0.713	NA	-0.177	NA	-0.111	NA
CNF01530	0.787	0.977	0.922	NA	0.747	0.897	0.812	NA	0.19	NA	0.15	NA
CNF01540	0.917	0.835	0.835	0.683	0.83	0.794	0.794	0.684	-0.083	-0.234	-0.036	-0.146
CNF01550	0.94	0.906	0.725	NA	0.841	0.816	0.681	NA	-0.034	NA	-0.025	NA
CNF01560	0.784	0.759	0.828	NA	0.759	0.735	0.787	NA	-0.025	NA	-0.024	NA
CNF01570	0.941	0.738	0.966	NA	0.917	0.681	0.915	NA	-0.203	NA	-0.236	NA
CNF01580	0.802	0.929	0.802	0.836	0.724	0.898	0.758	0.825	0.127	0.035	0.174	0.101
CNF01590	0.915	0.758	0.723	NA	0.887	0.724	0.635	NA	-0.157	NA	-0.163	NA
CNF01600	0.818	0.861	0.839	NA	0.812	0.807	0.748	NA	0.043	NA	-0.004	NA
CNF01610	0.899	0.826	0.865	NA	0.826	0.784	0.852	NA	-0.073	NA	-0.042	NA
CNF01620	0.964	0.822	0.751	NA	0.888	0.761	0.696	NA	-0.142	NA	-0.127	NA
CNF01630	0.922	0.767	0.761	NA	0.844	0.756	0.707	NA	-0.156	NA	-0.087	NA
CNF01640	0.835	0.952	0.776	0.809	0.868	0.807	0.731	0.756	0.117	-0.026	-0.062	-0.113
CNF01650	0.989	0.751	0.873	NA	0.987	0.75	0.827	NA	-0.238	NA	-0.237	NA
CNF01660	0.897	0.808	0.911	0.92	0.871	0.764	0.855	0.872	-0.09	0.023	-0.107	0.001
CNF01670	0.886	0.83	0.803	NA	0.876	0.768	0.798	NA	-0.056	NA	-0.107	NA
CNF01680	0.836	0.906	0.823	NA	0.85	0.893	0.769	NA	0.071	NA	0.043	NA
CNF01690	0.989	0.761	0.839	NA	0.962	0.797	0.731	NA	-0.228	NA	-0.164	NA
CNF01700	0.863	0.839	0.701	NA	0.829	0.798	0.704	NA	-0.024	NA	-0.03	NA
CNF01710	0.952	0.865	0.813	NA	0.903	0.759	0.796	NA	-0.087	NA	-0.144	NA
CNF01720	0.964	0.735	0.802	0.794	0.971	0.712	0.78	0.741	-0.229	-0.17	-0.259	-0.23
CNF01730	0.966	0.897	0.787	NA	0.937	0.785	0.704	NA	-0.069	NA	-0.153	NA
CNF01740	0.863	0.895	0.899	NA	0.838	0.86	0.861	NA	0.032	NA	0.022	NA
CNF01750	0.966	0.745	0.862	NA	0.935	0.703	0.839	NA	-0.221	NA	-0.232	NA
CNF01760	0.816	0.872	0.828	NA	0.766	0.841	0.765	NA	0.056	NA	0.076	NA
CNF01770	0.779	0.917	0.839	0.751	0.757	0.866	0.863	0.794	0.138	-0.029	0.109	0.037
CNF01780	0.895	0.68	0.899	NA	0.892	0.702	0.874	NA	-0.215	NA	-0.19	NA
CNF01790	0.94	0.897	NA	NA	0.921	0.779	NA	NA	-0.043	NA	-0.142	NA
CNF01800	0.886	0.785	0.778	NA	0.836	0.721	0.752	NA	-0.101	NA	-0.115	NA
CNF01805	0.828	0.805	0.802	NA	0.838	0.791	0.813	NA	-0.023	NA	-0.047	NA
CNF01810	0.897	0.77	0.839	NA	0.876	0.778	0.786	NA	-0.127	NA	-0.097	NA
CNF01820	0.787	0.884	0.945	0.917	0.773	0.874	0.856	0.842	0.097	0.13	0.101	0.069
CNF01830	0.881	0.922	0.844	0.883	0.847	0.865	0.814	0.754	0.041	0.002	0.018	-0.092
CNF01840	0.839	0.776	0.812	NA	0.815	0.777	0.759	NA	-0.063	NA	-0.038	NA
CNF01850	0.863	0.809	0.863	NA	0.82	0.752	0.789	NA	-0.054	NA	-0.068	NA
CNF01860	0.92	0.839	0.854	NA	0.855	0.77	0.811	NA	-0.081	NA	-0.085	NA
CNF01870	0.915	0.761	0.839	0.73	0.822	0.778	0.827	0.717	-0.154	-0.185	-0.043	-0.104
CNF01890	1	0.929	0.776	0.68	0.923	0.856	0.716	0.668	-0.071	-0.32	-0.067	-0.255
CNF01900	0.915	0.837	NA	0.795	0.891	0.805	NA	0.746	-0.078	-0.12	-0.086	-0.145
CNF01910	0.941	0.763	0.841	NA	0.902	0.774	0.805	NA	-0.177	NA	-0.129	NA
CNF01915	0.925	0.724	0.823	0.83	0.879	0.743	0.797	0.728	-0.201	-0.095	-0.136	-0.151
CNF01920	0.761	0.77	0.945	0.895	0.764	0.726	0.924	0.84	0.009	0.134	-0.038	0.076
CNF01930	0.767	0.761	0.836	NA	0.758	0.735	0.842	NA	-0.006	NA	-0.024	NA
CNF01940	0.932	0.812	0.787	0.811	0.905	0.785	0.718	0.754	-0.119	-0.121	-0.121	-0.151
CNF01950	0.839	0.759	0.74	NA	0.808	0.68	0.687	NA	-0.08	NA	-0.128	NA
CNF01960	0.865	0.793	0.706	NA	0.816	0.767	0.701	NA	-0.072	NA	-0.049	NA
CNF01970	0.863	0.828	0.874	NA	0.859	0.78	0.868	NA	-0.035	NA	-0.079	NA
CNF01980	0.922	0.847	0.883	NA	0.895	0.795	0.844	NA	-0.076	NA	-0.1	NA
CNF02000	0.904	0.828	0.839	0.783	0.883	0.722	0.847	0.756	-0.075	-0.121	-0.161	-0.127
CNF02010	0.906	0.897	0.888	0.778	0.86	0.875	0.832	0.778	-0.009	-0.128	0.016	-0.081
CNF02020	0.941	0.865	0.865	0.785	0.936	0.846	0.843	0.758	-0.076	-0.156	-0.09	-0.178
CNF02030	0.964	0.785	0.839	0.839	0.911	0.718	0.8	0.858	-0.179	-0.124	-0.193	-0.054
CNF02040	0.975	0.895	0.885	0.787	0.929	0.899	0.832	0.767	-0.08	-0.187	-0.03	-0.161
CNF02050	0.917	0.975	0.781	0.79	0.88	0.925	0.758	0.776	0.058	-0.127	0.045	-0.103
CNF02060	0.756	0.767	0.819	0.886	0.658	0.743	0.749	0.885	0.011	0.13	0.084	0.227
CNF02070	0.873	0.819	0.784	0.862	0.826	0.78	0.79	0.854	-0.055	-0.011	-0.046	0.028
CNF02080	0.989	0.812	0.759	NA	0.91	0.696	0.727	NA	-0.177	NA	-0.214	NA
CNF02085	0.975	0.767	0.828	NA	0.906	0.73	0.811	NA	-0.208	NA	-0.176	NA
CNF02090	0.826	0.892	0.915	0.888	0.79	0.864	0.89	0.891	0.066	0.062	0.074	0.102
CNF02100	0.989	0.761	0.865	NA	0.933	0.767	0.786	NA	-0.228	NA	-0.165	NA
CNF02110	0.92	0.761	0.865	0.818	0.902	0.767	0.824	0.747	-0.159	-0.102	-0.134	-0.155
CNF02120	0.872	0.914	0.778	0.795	0.825	0.882	0.798	0.779	0.042	-0.076	0.057	-0.046
CNF02130	0.888	0.827	0.733	NA	0.882	0.774	0.737	NA	-0.061	NA	-0.108	NA
CNF02140	0.966	0.94	0.925	0.727	0.938	0.839	0.889	0.726	-0.026	-0.24	-0.099	-0.212
CNF02145	0.822	0.863	0.899	NA	0.78	0.836	0.858	NA	0.041	NA	0.057	NA
CNF02150	0.932	0.897	NA	NA	0.905	0.825	NA	NA	-0.035	NA	-0.08	NA
CNF02160	0.92	0.781	0.897	NA	0.895	0.753	0.802	NA	-0.139	NA	-0.143	NA
CNF02180	0.941	0.74	0.925	NA	0.899	0.721	0.875	NA	-0.201	NA	-0.179	NA
CNF02190	0.872	0.781	0.819	0.759	0.822	0.788	0.807	0.733	-0.09	-0.113	-0.034	-0.089
CNF02210	0.906	0.698	0.823	0.977	0.879	0.676	0.738	0.919	-0.208	0.071	-0.203	0.04
CNF02220	0.884	0.839	0.803	0.854	0.845	0.812	0.755	0.86	-0.045	-0.031	-0.033	0.016
CNF02230	0.977	0.897	0.837	NA	0.887	0.864	0.842	NA	-0.08	NA	-0.023	NA
CNF02240	0.847	0.873	0.865	0.813	0.848	0.834	0.769	0.815	0.026	-0.035	-0.014	-0.033
CNF02245	0.842	0.787	0.735	0.776	0.808	0.779	0.742	0.786	-0.055	-0.066	-0.028	-0.021
CNF02250	0.964	0.836	0.757	0.761	0.902	0.781	0.677	0.724	-0.128	-0.203	-0.121	-0.178
CNF02260	0.811	0.85	0.966	NA	0.796	0.839	0.901	NA	0.04	NA	0.042	NA
CNF02270	0.841	0.813	0.839	NA	0.826	0.787	0.744	NA	-0.028	NA	-0.039	NA
CNF02280	0.977	0.847	0.794	NA	0.948	0.776	0.718	NA	-0.13	NA	-0.172	NA
CNF02290	0.952	0.812	0.917	NA	0.907	0.75	0.877	NA	-0.14	NA	-0.158	NA
CNF02300	0.911	0.932	0.839	NA	0.872	0.871	0.77	NA	0.02	NA	-0.001	NA
CNF02310	1	0.761	0.758	0.799	0.911	0.783	0.77	0.808	-0.239	-0.201	-0.128	-0.103
CNF02315	0.989	0.779	0.86	0.732	0.954	0.755	0.836	0.724	-0.21	-0.257	-0.199	-0.229
CNF02320	0.966	0.784	0.888	0.74	0.949	0.828	0.819	0.718	-0.182	-0.226	-0.121	-0.231
CNF02330	0.761	0.867	0.911	NA	0.798	0.786	0.835	NA	0.106	NA	-0.013	NA
CNF02340	0.911	0.892	0.792	0.79	0.879	0.866	0.703	0.728	-0.019	-0.121	-0.013	-0.151
CNF02350	0.813	0.884	0.743	0.738	0.798	0.876	0.714	0.746	0.072	-0.075	0.078	-0.052
CNF02360	0.941	0.796	0.816	0.787	0.928	0.792	0.818	0.801	-0.145	-0.154	-0.137	-0.128
CNF02370	0.888	0.888	0.895	NA	0.853	0.82	0.803	NA	-0	NA	-0.033	NA
CNF02380	0.759	0.812	0.759	0.813	0.757	0.803	0.752	0.75	0.053	0.053	0.046	-0.008
CNF02385	0.759	0.836	0.784	NA	0.715	0.805	0.735	NA	0.076	NA	0.09	NA
CNF02390	0.897	0.734	0.707	0.743	0.901	0.735	0.747	0.697	-0.163	-0.154	-0.166	-0.204
CNF02393	0.917	0.701	0.828	0.765	0.856	0.71	0.767	0.777	-0.216	-0.152	-0.147	-0.079
CNF02395	0.803	0.799	0.759	0.803	0.811	0.759	0.77	0.808	-0.003	0	-0.052	-0.004
CNF02400	0.964	0.802	0.837	NA	0.869	0.78	0.805	NA	-0.162	NA	-0.089	NA
CNF02410	0.865	0.727	0.899	0.886	0.82	0.755	0.845	0.835	-0.138	0.021	-0.066	0.015
CNF02415	0.904	0.865	0.655	NA	0.899	0.825	0.599	NA	-0.039	NA	-0.074	NA
CNF02420	0.888	0.835	0.823	NA	0.859	0.791	0.788	NA	-0.054	NA	-0.068	NA
CNF02430	0.964	0.811	0.883	0.785	0.895	0.787	0.816	0.814	-0.153	-0.179	-0.108	-0.082
CNF02440	0.94	0.859	0.917	0.733	0.928	0.861	0.894	0.71	-0.081	-0.208	-0.066	-0.218
CNF02445	0.76	0.781	0.904	0.79	0.791	0.78	0.862	0.696	0.021	0.03	-0.011	-0.095
CNF02450	0.92	0.87	0.897	0.733	0.915	0.87	0.813	0.76	-0.05	-0.187	-0.045	-0.155
CNF02470	0.917	0.897	0.707	NA	0.846	0.885	0.693	NA	-0.02	NA	0.039	NA
CNF02480	0.977	0.886	0.897	NA	0.961	0.788	0.876	NA	-0.091	NA	-0.172	NA
CNF02490	0.922	0.779	0.813	NA	0.901	0.786	0.75	NA	-0.143	NA	-0.115	NA
CNF02510	0.895	0.917	0.683	0.79	0.851	0.887	0.679	0.769	0.023	-0.105	0.036	-0.082
CNF02520	0.673	0.925	0.854	NA	0.665	0.925	0.838	NA	0.252	NA	0.26	NA
CNF02530	0.917	0.71	0.906	NA	0.867	0.625	0.877	NA	-0.207	NA	-0.242	NA
CNF02540	0.756	1	0.906	NA	0.751	0.913	0.809	NA	0.244	NA	0.162	NA
CNF02550	0.863	0.952	0.851	NA	0.799	0.822	0.835	NA	0.089	NA	0.023	NA
CNF02560	0.837	0.888	0.735	0.794	0.785	0.859	0.674	0.743	0.051	-0.043	0.074	-0.041
CNF02570	0.776	0.767	0.812	0.745	0.772	0.718	0.724	0.727	-0.01	-0.031	-0.054	-0.045
CNF02580	0.86	0.847	0.68	0.815	0.823	0.768	0.636	0.761	-0.013	-0.045	-0.055	-0.062
CNF02590	0.964	0.816	0.825	NA	0.936	0.817	0.841	NA	-0.148	NA	-0.119	NA
CNF02600	0.865	0.964	0.802	0.79	0.832	0.927	0.785	0.738	0.099	-0.074	0.095	-0.093
CNF02610	0.86	0.85	0.802	0.793	0.847	0.824	0.755	0.793	-0.01	-0.068	-0.023	-0.053
CNF02620	0.897	0.79	0.767	0.929	0.791	0.756	0.73	0.931	-0.107	0.032	-0.035	0.14
CNF02630	0.964	0.859	0.964	NA	0.957	0.825	0.833	NA	-0.105	NA	-0.132	NA
CNF02640	0.989	0.859	0.752	NA	0.933	0.85	0.68	NA	-0.13	NA	-0.083	NA
CNF02650	0.854	0.733	0.897	NA	0.842	0.75	0.87	NA	-0.12	NA	-0.092	NA
CNF02660	0.952	0.86	0.676	NA	0.923	0.794	0.575	NA	-0.092	NA	-0.129	NA
CNF02670	0.79	0.817	0.863	NA	0.786	0.789	0.743	NA	0.027	NA	0.003	NA
CNF02680	0.945	0.745	0.73	0.787	0.932	0.757	0.668	0.738	-0.2	-0.158	-0.175	-0.194
CNF02690	0.839	0.819	0.911	NA	0.863	0.719	0.844	NA	-0.02	NA	-0.144	NA
CNF02700	0.945	0.865	0.845	NA	0.93	0.849	0.767	NA	-0.08	NA	-0.082	NA
CNF02710	0.805	0.718	0.778	NA	0.789	0.709	0.786	NA	-0.087	NA	-0.079	NA
CNF02715	0.881	0.888	0.865	0.975	0.855	0.827	0.832	0.941	0.007	0.094	-0.028	0.086
CNF02720	0.899	0.759	0.872	NA	0.85	0.742	0.799	NA	-0.139	NA	-0.108	NA
CNF02730	0.964	0.785	0.925	0.74	0.924	0.704	0.898	0.69	-0.179	-0.224	-0.219	-0.233
CNF02735	0.888	0.892	0.897	NA	0.854	0.851	0.826	NA	0.004	NA	-0.003	NA
