# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_04005	0.772	0.871	0.743	NA	0.744	0.86	0.734	NA	0.099	NA	0.116	NA
CNAG_04006	0.975	0.828	0.968	0.856	0.939	0.782	0.925	0.805	-0.148	-0.12	-0.156	-0.134
CNAG_04007	1	0.688	0.696	NA	0.954	0.608	0.68	NA	-0.312	NA	-0.347	NA
CNAG_04008	0.895	0.92	0.975	0.906	0.915	0.849	0.906	0.779	0.025	0.012	-0.066	-0.137
CNAG_04009	0.822	0.975	0.841	NA	0.807	0.898	0.718	NA	0.153	NA	0.092	NA
CNAG_04010	0.801	0.841	0.818	0.812	0.788	0.762	0.718	0.742	0.039	0.01	-0.027	-0.046
CNAG_04011	0.978	0.89	0.854	NA	0.943	0.861	0.816	NA	-0.088	NA	-0.082	NA
CNAG_04012	0.911	0.809	0.871	0.818	0.874	0.813	0.789	0.736	-0.102	-0.092	-0.062	-0.138
CNAG_04013	0.895	0.807	0.907	0.766	0.83	0.786	0.86	0.772	-0.088	-0.129	-0.045	-0.058
CNAG_04014	0.92	0.814	0.678	NA	0.917	0.773	0.703	NA	-0.106	NA	-0.144	NA
CNAG_04015	0.871	0.789	0.831	0.747	0.828	0.711	0.794	0.743	-0.081	-0.123	-0.116	-0.084
CNAG_04016	0.874	0.845	0.814	0.697	0.821	0.835	0.825	0.68	-0.029	-0.177	0.014	-0.141
CNAG_04017	0.8	0.975	0.762	0.78	0.75	0.935	0.762	0.75	0.175	-0.02	0.184	-0.001
CNAG_04018	0.827	0.696	0.809	0.763	0.759	0.658	0.792	0.744	-0.13	-0.064	-0.1	-0.014
CNAG_04021	0.978	0.741	0.867	0.864	0.918	0.668	0.805	0.852	-0.237	-0.113	-0.25	-0.066
CNAG_04022	0.895	0.835	0.968	NA	0.868	0.8	0.909	NA	-0.059	NA	-0.068	NA
CNAG_04023	0.823	0.841	0.841	NA	0.792	0.745	0.834	NA	0.018	NA	-0.047	NA
CNAG_04024	0.776	0.84	0.723	0.819	0.725	0.812	0.647	0.788	0.063	0.042	0.087	0.063
CNAG_04025	0.938	0.868	0.841	0.724	0.897	0.859	0.814	0.684	-0.07	-0.215	-0.038	-0.213
CNAG_04026	0.861	0.762	0.785	0.891	0.801	0.746	0.759	0.884	-0.099	0.031	-0.055	0.083
CNAG_04027	0.857	0.788	0.966	0.814	0.81	0.779	0.887	0.772	-0.068	-0.042	-0.031	-0.037
CNAG_04028	0.836	0.747	0.747	NA	0.851	0.747	0.671	NA	-0.089	NA	-0.103	NA
CNAG_04029	0.831	0.799	0.99	0.733	0.829	0.773	0.913	0.748	-0.032	-0.098	-0.055	-0.08
CNAG_04030	0.847	0.73	0.812	NA	0.841	0.712	0.754	NA	-0.117	NA	-0.129	NA
CNAG_04031	0.929	0.662	0.73	NA	0.825	0.646	0.74	NA	-0.267	NA	-0.179	NA
CNAG_04032	0.883	0.841	0.688	NA	0.884	0.822	0.647	NA	-0.042	NA	-0.062	NA
CNAG_04033	0.92	0.73	0.897	NA	0.821	0.722	0.879	NA	-0.19	NA	-0.099	NA
CNAG_04034	0.854	0.799	0.799	0.75	0.789	0.759	0.753	0.689	-0.055	-0.104	-0.03	-0.1
CNAG_04035	0.916	0.783	0.659	NA	0.88	0.781	0.597	NA	-0.133	NA	-0.099	NA
CNAG_04036	0.846	0.92	0.953	0.975	0.827	0.89	0.894	0.931	0.074	0.129	0.063	0.104
CNAG_04037	0.99	0.883	0.891	NA	0.972	0.865	0.833	NA	-0.107	NA	-0.107	NA
CNAG_04038	1	0.728	0.701	0.753	0.931	0.721	0.726	0.735	-0.272	-0.247	-0.21	-0.196
CNAG_04039	0.916	0.799	0.831	NA	0.932	0.832	0.811	NA	-0.117	NA	-0.1	NA
CNAG_04040	0.816	0.785	0.851	NA	0.805	0.752	0.811	NA	-0.032	NA	-0.052	NA
CNAG_04041	0.828	0.874	0.785	NA	0.826	0.776	0.736	NA	0.046	NA	-0.049	NA
CNAG_04042	0.92	0.805	0.704	NA	0.898	0.79	0.676	NA	-0.116	NA	-0.109	NA
CNAG_04043	0.953	0.831	0.88	0.814	0.906	0.725	0.81	0.782	-0.122	-0.139	-0.181	-0.124
CNAG_04044	0.912	0.978	0.874	NA	0.876	0.941	0.823	NA	0.066	NA	0.064	NA
CNAG_04045	0.99	0.812	0.759	NA	0.963	0.814	0.694	NA	-0.179	NA	-0.149	NA
CNAG_04046	1	0.966	0.783	NA	0.931	0.882	0.761	NA	-0.034	NA	-0.049	NA
CNAG_04047	0.803	0.795	0.916	NA	0.707	0.708	0.808	NA	-0.008	NA	0.001	NA
CNAG_04048	0.953	0.774	0.916	NA	0.88	0.793	0.815	NA	-0.179	NA	-0.087	NA
CNAG_04049	0.783	0.759	0.905	NA	0.767	0.694	0.894	NA	-0.023	NA	-0.073	NA
CNAG_04050	1	0.868	0.867	NA	0.951	0.834	0.824	NA	-0.132	NA	-0.117	NA
CNAG_04051	0.856	0.861	0.75	NA	0.859	0.846	0.74	NA	0.005	NA	-0.013	NA
CNAG_04052	0.968	0.822	0.873	NA	0.945	0.793	0.789	NA	-0.146	NA	-0.153	NA
CNAG_04053	0.906	0.916	0.747	NA	0.867	0.85	0.714	NA	0.01	NA	-0.017	NA
CNAG_04054	0.75	0.978	0.874	NA	0.716	0.881	0.822	NA	0.228	NA	0.165	NA
CNAG_04055	0.891	0.812	0.854	NA	0.852	0.748	0.758	NA	-0.079	NA	-0.104	NA
CNAG_04056	0.919	0.75	0.789	0.896	0.867	0.781	0.744	0.853	-0.17	-0.024	-0.086	-0.014
CNAG_04062	0.966	0.825	0.975	NA	0.913	0.814	0.859	NA	-0.141	NA	-0.099	NA
CNAG_04063	0.828	0.811	0.753	NA	0.82	0.758	0.752	NA	-0.017	NA	-0.063	NA
CNAG_04064	0.898	0.878	0.911	NA	0.886	0.795	0.825	NA	-0.02	NA	-0.091	NA
CNAG_04065	0.849	0.861	0.659	NA	0.805	0.774	0.578	NA	0.012	NA	-0.031	NA
CNAG_04066	0.759	0.841	0.747	NA	0.742	0.824	0.744	NA	0.082	NA	0.082	NA
CNAG_04067	0.945	0.776	0.785	0.786	0.898	0.759	0.734	0.791	-0.169	-0.159	-0.14	-0.108
CNAG_04068	0.907	NA	NA	NA	0.908	NA	NA	NA	NA	NA	NA	NA
CNAG_04069	0.978	0.662	0.785	0.968	0.885	0.624	0.704	0.905	-0.316	-0.01	-0.261	0.021
CNAG_04070	0.817	0.854	0.822	0.788	0.806	0.786	0.804	0.783	0.037	-0.029	-0.02	-0.023
CNAG_04071	0.966	0.835	0.814	NA	0.898	0.783	0.747	NA	-0.13	NA	-0.115	NA
CNAG_04072	0.99	0.747	0.816	NA	0.942	0.76	0.805	NA	-0.243	NA	-0.183	NA
CNAG_04073	0.8	0.99	0.8	NA	0.764	0.932	0.745	NA	0.19	NA	0.167	NA
CNAG_04074	0.944	0.724	0.871	0.846	0.869	0.765	0.841	0.835	-0.22	-0.098	-0.104	-0.033
CNAG_04076	0.747	0.785	0.659	0.828	0.735	0.775	0.7	0.825	0.038	0.081	0.04	0.09
CNAG_04077	0.929	0.808	0.747	0.868	0.88	0.727	0.754	0.837	-0.121	-0.061	-0.153	-0.043
CNAG_04078	0.874	0.785	0.944	NA	0.833	0.761	0.888	NA	-0.089	NA	-0.072	NA
CNAG_04079	0.938	0.871	0.753	NA	0.918	0.841	0.728	NA	-0.068	NA	-0.076	NA
CNAG_04080	0.929	0.905	0.966	NA	0.882	0.891	0.919	NA	-0.024	NA	0.009	NA
CNAG_04081	0.953	0.873	0.849	NA	0.938	0.879	0.852	NA	-0.081	NA	-0.058	NA
CNAG_04082	0.8	0.92	0.746	NA	0.735	0.876	0.733	NA	0.12	NA	0.141	NA
CNAG_04083	0.929	0.838	0.846	NA	0.851	0.812	0.79	NA	-0.091	NA	-0.038	NA
CNAG_04085	0.828	0.966	0.809	0.701	0.855	0.926	0.786	0.678	0.138	-0.126	0.071	-0.177
CNAG_04086	0.767	0.697	0.816	0.704	0.673	0.639	0.717	0.663	-0.07	-0.063	-0.035	-0.01
CNAG_04087	0.835	0.757	0.774	NA	0.792	0.712	0.717	NA	-0.079	NA	-0.08	NA
CNAG_04088	0.907	0.699	0.858	NA	0.891	0.724	0.818	NA	-0.207	NA	-0.167	NA
CNAG_04089	0.966	0.809	0.704	NA	0.956	0.729	0.703	NA	-0.157	NA	-0.227	NA
CNAG_04090	0.968	0.838	0.747	NA	0.863	0.831	0.732	NA	-0.13	NA	-0.032	NA
CNAG_04091	0.929	0.867	0.725	NA	0.839	0.787	0.716	NA	-0.062	NA	-0.052	NA
CNAG_04092	0.898	0.929	0.783	0.841	0.861	0.888	0.766	0.759	0.031	-0.057	0.027	-0.102
CNAG_04093	0.847	0.721	0.783	NA	0.792	0.65	0.733	NA	-0.126	NA	-0.142	NA
CNAG_04094	0.814	0.906	0.767	0.675	0.843	0.806	0.743	0.668	0.092	-0.139	-0.037	-0.175
CNAG_04095	0.831	0.902	0.747	0.828	0.816	0.829	0.663	0.803	0.071	-0.004	0.013	-0.013
CNAG_04096	0.902	0.787	0.767	0.929	0.892	0.794	0.714	0.902	-0.115	0.027	-0.098	0.01
CNAG_04097	0.966	0.812	0.809	0.801	0.941	0.768	0.781	0.797	-0.154	-0.164	-0.173	-0.143
CNAG_04098	0.857	0.896	0.72	0.828	0.824	0.8	0.644	0.761	0.039	-0.029	-0.025	-0.063
CNAG_04099	1	0.849	0.92	NA	0.935	0.801	0.866	NA	-0.151	NA	-0.135	NA
CNAG_04100	0.867	0.783	0.809	NA	0.793	0.742	0.741	NA	-0.084	NA	-0.051	NA
CNAG_04101	0.817	0.803	0.893	0.801	0.791	0.721	0.812	0.74	-0.014	-0.016	-0.07	-0.051
CNAG_04102	0.919	0.978	0.805	0.883	0.89	0.837	0.755	0.828	0.058	-0.037	-0.052	-0.062
CNAG_04103	0.827	0.776	0.717	0.873	0.839	0.767	0.667	0.83	-0.05	0.047	-0.073	-0.009
CNAG_04104	0.835	0.856	0.865	NA	0.818	0.796	0.821	NA	0.02	NA	-0.023	NA
CNAG_04105	0.873	0.835	NA	0.882	0.89	0.75	NA	0.82	-0.038	0.008	-0.14	-0.07
CNAG_04106	0.935	0.73	0.665	0.75	0.914	0.672	0.581	0.74	-0.205	-0.185	-0.242	-0.174
CNAG_04107	0.818	0.871	0.686	NA	0.812	0.829	0.625	NA	0.052	NA	0.017	NA
CNAG_04108	0.895	0.831	0.821	NA	0.868	0.778	0.783	NA	-0.064	NA	-0.09	NA
CNAG_04109	0.823	0.828	0.845	NA	0.826	0.854	0.808	NA	0.005	NA	0.028	NA
CNAG_04110	0.8	0.975	0.868	NA	0.785	0.89	0.804	NA	0.175	NA	0.105	NA
CNAG_04111	0.978	0.721	0.762	NA	0.957	0.689	0.681	NA	-0.257	NA	-0.268	NA
CNAG_04112	0.907	0.783	0.715	NA	0.861	0.737	0.658	NA	-0.124	NA	-0.124	NA
CNAG_04113	0.978	0.783	0.807	0.935	0.942	0.775	0.772	0.92	-0.195	-0.042	-0.167	-0.022
CNAG_04114	0.978	0.721	0.75	NA	0.96	0.701	0.702	NA	-0.257	NA	-0.259	NA
CNAG_04115	0.835	0.776	0.92	0.792	0.856	0.77	0.85	0.773	-0.059	-0.043	-0.086	-0.083
CNAG_04116	0.968	0.743	0.882	NA	0.918	0.793	0.892	NA	-0.225	NA	-0.125	NA
CNAG_04117	0.85	0.895	0.882	NA	0.795	0.841	0.801	NA	0.045	NA	0.046	NA
CNAG_04118	0.895	0.891	0.75	NA	0.888	0.833	0.699	NA	-0.003	NA	-0.055	NA
CNAG_04119	0.953	0.814	0.835	NA	0.901	0.774	0.833	NA	-0.139	NA	-0.127	NA
CNAG_04120	0.897	0.767	0.819	NA	0.899	0.776	0.741	NA	-0.13	NA	-0.123	NA
CNAG_04121	0.966	0.757	0.659	NA	0.872	0.741	0.627	NA	-0.209	NA	-0.131	NA
CNAG_04122	0.874	0.895	0.759	NA	0.877	0.899	0.757	NA	0.021	NA	0.022	NA
CNAG_04124	0.746	0.73	0.783	0.783	0.751	0.721	0.74	0.762	-0.016	0.037	-0.029	0.011
CNAG_04126	0.819	0.776	0.767	0.856	0.76	0.798	0.778	0.842	-0.042	0.037	0.038	0.082
CNAG_04127	0.944	0.883	0.922	NA	0.877	0.802	0.888	NA	-0.061	NA	-0.075	NA
CNAG_04128	0.857	0.662	0.73	0.697	0.85	0.644	0.685	0.634	-0.195	-0.16	-0.206	-0.216
CNAG_04129	0.904	0.812	0.8	0.953	0.861	0.821	0.815	0.887	-0.092	0.049	-0.04	0.027
CNAG_04130	0.944	0.822	0.966	NA	0.917	0.764	0.928	NA	-0.121	NA	-0.153	NA
CNAG_04131	0.907	0.759	0.747	NA	0.82	0.751	0.729	NA	-0.147	NA	-0.069	NA
CNAG_04132	0.858	0.883	0.854	NA	0.828	0.824	0.824	NA	0.025	NA	-0.004	NA
CNAG_04133	0.861	0.85	0.896	0.785	0.854	0.783	0.904	0.772	-0.01	-0.076	-0.071	-0.082
CNAG_04136	1	0.849	0.883	0.978	0.963	0.801	0.821	0.947	-0.151	-0.022	-0.162	-0.016
CNAG_04137	0.874	0.905	0.882	0.762	0.855	0.824	0.803	0.744	0.032	-0.111	-0.03	-0.11
CNAG_04140	0.704	0.803	0.697	NA	0.672	0.747	0.597	NA	0.099	NA	0.075	NA
CNAG_04141	0.823	0.841	0.847	NA	0.801	0.754	0.764	NA	0.018	NA	-0.046	NA
CNAG_04142	0.919	0.938	0.835	NA	0.843	0.877	0.787	NA	0.019	NA	0.034	NA
CNAG_04146	0.895	0.678	0.785	0.85	0.883	0.648	0.767	0.82	-0.217	-0.045	-0.236	-0.063
CNAG_04147	0.636	0.99	0.99	NA	0.611	0.929	0.964	NA	0.355	NA	0.318	NA
CNAG_04148	0.975	0.757	0.691	0.786	0.88	0.739	0.641	0.761	-0.219	-0.19	-0.141	-0.118
CNAG_04149	0.938	0.826	0.898	0.907	0.849	0.811	0.882	0.843	-0.113	-0.032	-0.038	-0.006
CNAG_04150	0.854	0.803	0.688	0.803	0.864	0.741	0.644	0.769	-0.051	-0.051	-0.122	-0.095
CNAG_04151	0.803	0.787	0.757	0.678	0.76	0.731	0.722	0.683	-0.016	-0.125	-0.03	-0.078
CNAG_04152	0.99	0.904	0.895	0.759	0.933	0.883	0.826	0.752	-0.086	-0.231	-0.049	-0.18
CNAG_04153	0.871	0.871	0.784	0.767	0.795	0.816	0.791	0.755	0	-0.103	0.022	-0.04
CNAG_04154	0.772	0.774	0.704	0.688	0.736	0.789	0.595	0.658	0.001	-0.084	0.053	-0.078
CNAG_04155	0.938	0.79	0.776	NA	0.894	0.758	0.766	NA	-0.149	NA	-0.136	NA
CNAG_04156	0.878	0.805	0.77	NA	0.86	0.741	0.749	NA	-0.073	NA	-0.119	NA
CNAG_04157	0.823	0.757	0.856	0.783	0.816	0.693	0.796	0.749	-0.066	-0.04	-0.122	-0.067
CNAG_04158	0.801	0.844	0.904	NA	0.707	0.805	0.861	NA	0.042	NA	0.098	NA
CNAG_04159	0.883	0.733	0.818	NA	0.866	0.667	0.758	NA	-0.15	NA	-0.199	NA
CNAG_04160	0.821	0.845	0.779	0.795	0.787	0.773	0.716	0.802	0.024	-0.026	-0.014	0.016
CNAG_04161	0.92	0.844	0.675	NA	0.882	0.827	0.73	NA	-0.076	NA	-0.055	NA
CNAG_04162	0.99	0.893	0.779	0.792	0.985	0.894	0.733	0.785	-0.098	-0.198	-0.091	-0.199
CNAG_04163	0.92	0.812	0.905	NA	0.919	0.71	0.844	NA	-0.108	NA	-0.208	NA
CNAG_04164	0.809	0.953	0.725	0.79	0.817	0.902	0.757	0.746	0.144	-0.02	0.085	-0.071
CNAG_04165	0.767	0.861	0.757	NA	0.759	0.827	0.694	NA	0.093	NA	0.068	NA
CNAG_04166	0.916	0.867	0.662	NA	0.899	0.777	0.593	NA	-0.049	NA	-0.122	NA
CNAG_04167	0.819	0.665	0.77	NA	0.777	0.685	0.722	NA	-0.154	NA	-0.093	NA
CNAG_04168	0.938	0.747	0.904	NA	0.915	0.748	0.85	NA	-0.191	NA	-0.167	NA
CNAG_04169	0.84	0.757	0.834	0.945	0.808	0.776	0.813	0.883	-0.083	0.105	-0.033	0.075
CNAG_04170	0.897	0.721	0.75	0.739	0.849	0.708	0.749	0.731	-0.176	-0.158	-0.141	-0.118
CNAG_04171	0.895	0.968	0.797	NA	0.869	0.884	0.726	NA	0.073	NA	0.015	NA
CNAG_04172	0.881	0.733	0.916	NA	0.851	0.689	0.849	NA	-0.147	NA	-0.162	NA
CNAG_04173	0.99	0.759	0.938	NA	0.975	0.695	0.886	NA	-0.231	NA	-0.28	NA
CNAG_04174	0.978	0.741	0.675	NA	0.863	0.78	0.67	NA	-0.237	NA	-0.083	NA
CNAG_04175	0.905	0.818	0.845	0.788	0.861	0.776	0.799	0.767	-0.087	-0.117	-0.085	-0.094
CNAG_04176	0.831	0.795	0.861	0.825	0.805	0.765	0.833	0.788	-0.037	-0.007	-0.04	-0.017
CNAG_04177	0.912	0.688	0.721	NA	0.87	0.737	0.704	NA	-0.224	NA	-0.133	NA
CNAG_04178	0.906	0.819	0.938	NA	0.884	0.73	0.893	NA	-0.088	NA	-0.154	NA
CNAG_04179	0.696	0.99	0.907	0.721	0.691	0.947	0.84	0.688	0.294	0.025	0.257	-0.003
CNAG_04180	0.919	0.898	0.834	0.743	0.905	0.873	0.824	0.704	-0.022	-0.176	-0.032	-0.2
CNAG_04181	0.84	0.929	0.783	NA	0.831	0.84	0.714	NA	0.089	NA	0.01	NA
CNAG_04182	0.823	0.753	0.873	NA	0.82	0.771	0.877	NA	-0.07	NA	-0.049	NA
CNAG_04183	0.92	0.905	0.737	NA	0.89	0.752	0.71	NA	-0.015	NA	-0.137	NA
CNAG_04184	0.99	0.99	0.856	0.818	0.952	0.862	0.789	0.775	0	-0.172	-0.09	-0.177
CNAG_04185	0.968	0.845	0.779	0.89	0.918	0.752	0.712	0.798	-0.123	-0.079	-0.166	-0.119
CNAG_04186	0.895	0.856	0.701	0.675	0.854	0.862	0.669	0.674	-0.039	-0.22	0.007	-0.181
CNAG_04187	0.864	0.795	0.849	0.819	0.825	0.688	0.851	0.779	-0.07	-0.046	-0.137	-0.046
CNAG_04188	0.92	0.878	0.747	0.759	0.807	0.826	0.699	0.728	-0.042	-0.161	0.02	-0.079
CNAG_04189	0.966	0.88	0.92	NA	0.955	0.798	0.849	NA	-0.086	NA	-0.157	NA
CNAG_04190	0.763	0.919	0.906	0.789	0.774	0.861	0.858	0.757	0.156	0.026	0.087	-0.017
CNAG_04191	0.92	0.845	0.783	NA	0.897	0.839	0.735	NA	-0.075	NA	-0.058	NA
CNAG_04192	0.878	0.747	0.733	NA	0.857	0.754	0.746	NA	-0.131	NA	-0.103	NA
CNAG_04193	0.966	0.757	0.895	0.762	0.9	0.719	0.89	0.723	-0.209	-0.204	-0.182	-0.177
CNAG_04194	0.911	0.878	0.82	0.831	0.884	0.837	0.759	0.766	-0.033	-0.08	-0.047	-0.118
CNAG_04195	0.75	0.841	0.774	0.907	0.708	0.775	0.741	0.818	0.091	0.157	0.066	0.11
CNAG_04196	0.897	0.85	0.836	NA	0.841	0.771	0.814	NA	-0.047	NA	-0.071	NA
CNAG_04197	0.747	0.844	0.845	NA	0.717	0.795	0.79	NA	0.096	NA	0.079	NA
CNAG_04198	0.898	0.849	0.878	NA	0.859	0.746	0.84	NA	-0.049	NA	-0.113	NA
CNAG_04199	1	0.905	0.697	NA	0.947	0.801	0.709	NA	-0.095	NA	-0.146	NA
CNAG_04200	0.978	0.803	0.788	0.844	0.905	0.815	0.767	0.845	-0.175	-0.134	-0.089	-0.06
CNAG_04201	0.811	0.858	0.944	0.953	0.788	0.781	0.874	0.855	0.047	0.142	-0.007	0.067
CNAG_04202	0.935	0.688	0.856	NA	0.891	0.711	0.847	NA	-0.247	NA	-0.18	NA
CNAG_04203	0.968	0.783	0.789	0.812	0.879	0.778	0.756	0.819	-0.186	-0.156	-0.101	-0.06
CNAG_04204	0.968	0.819	0.783	NA	0.915	0.778	0.772	NA	-0.15	NA	-0.137	NA
CNAG_04205	0.873	0.819	0.783	0.841	0.828	0.795	0.756	0.825	-0.054	-0.032	-0.034	-0.003
CNAG_04206	0.856	0.809	0.856	0.836	0.807	0.787	0.743	0.792	-0.047	-0.02	-0.02	-0.015
CNAG_04207	0.92	0.878	0.844	NA	0.871	0.807	0.847	NA	-0.042	NA	-0.064	NA
CNAG_04208	0.938	0.794	0.801	NA	0.902	0.752	0.777	NA	-0.145	NA	-0.15	NA
CNAG_04209	0.99	0.891	0.763	NA	0.92	0.881	0.736	NA	-0.099	NA	-0.039	NA
CNAG_04210	0.857	0.757	0.854	NA	0.874	0.735	0.76	NA	-0.1	NA	-0.14	NA
CNAG_04211	0.871	0.897	0.812	NA	0.849	0.893	0.723	NA	0.026	NA	0.043	NA
CNAG_04212	1	0.871	0.807	NA	0.947	0.817	0.788	NA	-0.129	NA	-0.13	NA
CNAG_04213	0.945	0.873	0.826	0.696	0.877	0.796	0.796	0.703	-0.071	-0.248	-0.08	-0.173
CNAG_04215	0.978	0.858	0.75	NA	0.97	0.825	0.737	NA	-0.12	NA	-0.145	NA
CNAG_04216	0.786	0.721	0.785	0.841	0.749	0.694	0.692	0.831	-0.065	0.055	-0.054	0.082
CNAG_04217	0.912	0.907	0.805	0.919	0.884	0.88	0.759	0.835	-0.005	0.008	-0.004	-0.049
CNAG_04218	0.819	0.845	1	0.836	0.769	0.831	0.959	0.758	0.026	0.017	0.062	-0.011
CNAG_04219	0.77	0.978	0.929	0.85	0.748	0.949	0.884	0.797	0.207	0.08	0.201	0.049
CNAG_04220	0.966	0.822	0.845	NA	0.926	0.782	0.766	NA	-0.143	NA	-0.144	NA
CNAG_04221	0.968	0.922	0.881	NA	0.927	0.88	0.791	NA	-0.046	NA	-0.046	NA
CNAG_04222	0.883	0.753	0.841	NA	0.813	0.734	0.825	NA	-0.131	NA	-0.08	NA
CNAG_04223	0.766	0.88	0.895	0.789	0.707	0.845	0.842	0.761	0.114	0.024	0.138	0.054
CNAG_04224	0.907	0.907	0.809	NA	0.875	0.88	0.789	NA	0	NA	0.005	NA
CNAG_04225	0.92	0.905	0.728	0.845	0.856	0.791	0.773	0.778	-0.015	-0.075	-0.065	-0.078
CNAG_04226	0.803	0.704	0.695	1	0.763	0.634	0.631	0.954	-0.099	0.197	-0.129	0.191
CNAG_04227	0.944	0.836	0.978	NA	0.836	0.841	0.949	NA	-0.108	NA	0.005	NA
CNAG_04228	0.88	0.809	0.821	0.916	0.826	0.757	0.746	0.851	-0.071	0.036	-0.069	0.025
CNAG_04229	0.883	0.835	0.757	NA	0.837	0.816	0.702	NA	-0.047	NA	-0.021	NA
CNAG_04230	0.975	0.834	0.818	NA	0.916	0.771	0.73	NA	-0.141	NA	-0.145	NA
CNAG_04231	0.898	0.856	0.897	NA	0.889	0.861	0.856	NA	-0.042	NA	-0.028	NA
CNAG_04232	0.966	0.774	0.812	NA	0.937	0.727	0.825	NA	-0.192	NA	-0.21	NA
CNAG_04233	0.873	0.758	0.882	0.728	0.845	0.703	0.875	0.673	-0.114	-0.145	-0.143	-0.172
CNAG_04234	0.916	0.916	0.846	NA	0.912	0.865	0.861	NA	-0	NA	-0.046	NA
CNAG_04235	0.88	0.878	0.819	NA	0.823	0.846	0.841	NA	-0.002	NA	0.023	NA
CNAG_04236	0.902	0.812	0.688	NA	0.871	0.772	0.652	NA	-0.091	NA	-0.099	NA
CNAG_04237	0.975	0.812	0.787	0.724	0.945	0.732	0.75	0.648	-0.164	-0.252	-0.214	-0.297
CNAG_04238	0.929	0.882	0.883	NA	0.879	0.818	0.81	NA	-0.047	NA	-0.061	NA
CNAG_04239	0.838	0.73	0.845	NA	0.767	0.753	0.81	NA	-0.108	NA	-0.014	NA
CNAG_04240	0.907	0.72	0.922	0.783	0.835	0.765	0.828	0.757	-0.187	-0.123	-0.069	-0.078
CNAG_04241	0.792	0.794	0.757	0.856	0.742	0.723	0.705	0.8	0.002	0.064	-0.019	0.058
CNAG_04242	0.845	0.844	0.92	NA	0.811	0.838	0.875	NA	-0.001	NA	0.027	NA
CNAG_04243	0.779	0.845	0.85	0.896	0.738	0.828	0.773	0.8	0.066	0.117	0.091	0.062
CNAG_04244	0.89	0.812	0.763	NA	0.861	0.762	0.743	NA	-0.078	NA	-0.099	NA
CNAG_04245	0.99	0.743	0.871	0.772	0.963	0.707	0.818	0.742	-0.247	-0.218	-0.256	-0.221
CNAG_04246	0.854	0.721	0.808	0.785	0.848	0.672	0.743	0.765	-0.133	-0.069	-0.176	-0.084
CNAG_04247	0.733	0.738	0.873	0.767	0.675	0.723	0.812	0.746	0.005	0.034	0.048	0.071
CNAG_04248	0.8	0.882	0.882	0.794	0.789	0.876	0.841	0.773	0.082	-0.006	0.087	-0.016
CNAG_04252	0.847	0.688	0.874	0.808	0.851	0.712	0.865	0.786	-0.159	-0.04	-0.139	-0.065
CNAG_04253	0.953	0.75	0.733	NA	0.91	0.708	0.718	NA	-0.203	NA	-0.202	NA
CNAG_04254	0.845	0.845	0.854	0.809	0.838	0.789	0.822	0.753	-0	-0.036	-0.049	-0.085
CNAG_04255	0.966	0.846	0.701	NA	0.949	0.774	0.691	NA	-0.12	NA	-0.175	NA
CNAG_04256	0.891	0.92	0.818	0.878	0.864	0.869	0.785	0.868	0.029	-0.013	0.004	0.004
CNAG_04257	0.953	0.785	0.757	NA	0.953	0.754	0.768	NA	-0.168	NA	-0.2	NA
CNAG_04258	0.834	0.861	0.738	NA	0.789	0.8	0.675	NA	0.026	NA	0.011	NA
CNAG_04259	0.88	0.757	0.867	NA	0.875	0.678	0.827	NA	-0.123	NA	-0.197	NA
CNAG_04260	0.873	0.907	0.88	NA	0.852	0.886	0.892	NA	0.034	NA	0.034	NA
CNAG_04261	0.945	0.938	0.893	NA	0.897	0.856	0.832	NA	-0.006	NA	-0.041	NA
CNAG_04262	0.882	0.785	0.891	NA	0.788	0.738	0.881	NA	-0.097	NA	-0.049	NA
CNAG_04263	0.99	0.821	0.818	0.84	0.981	0.782	0.744	0.832	-0.169	-0.151	-0.199	-0.149
CNAG_04264	0.721	0.978	0.821	NA	0.734	0.899	0.743	NA	0.257	NA	0.165	NA
CNAG_04265	0.99	0.868	0.743	NA	0.956	0.814	0.759	NA	-0.122	NA	-0.142	NA
CNAG_04266	0.812	0.88	0.772	NA	0.811	0.872	0.725	NA	0.069	NA	0.061	NA
CNAG_04267	0.966	0.819	0.772	0.794	0.948	0.803	0.768	0.732	-0.147	-0.172	-0.146	-0.217
CNAG_04268	0.857	0.826	0.893	0.786	0.78	0.759	0.857	0.725	-0.031	-0.071	-0.021	-0.056
CNAG_04269	0.99	0.741	0.883	NA	0.953	0.712	0.803	NA	-0.249	NA	-0.241	NA
CNAG_04270	0.935	0.686	0.799	NA	0.851	0.685	0.678	NA	-0.25	NA	-0.166	NA
CNAG_04271	0.786	0.845	0.814	0.783	0.778	0.845	0.798	0.771	0.059	-0.003	0.068	-0.007
