# scores_kozak_unusual_mito_cc.txt
# Scores of ATG context against Kozak and unusual tRS seq, and mito predictions
# Conserved in H99 and JEC21
#
#
# H99: H99 systematic gene name
# JEC21: JEC21 systematic gene name of ortholog
# aATG.scorekw.xx: score of annotated ATG against wide Kozak sequence (NNNNNNNNNNATG), strain xx
# d1.scorekw.xx: score of 1st downstream ATG against wide Kozak sequence, strain xx
# u1.scorekw.xx: score of 1st upstream ATG in 5' UTR against wide Kozak sequence, strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# Prob_mito.xx: Probability of mitochondrial presequence from mitofates, strain xx
# Pred_mito.xx: Prediction from mitofates, strain xx
#
# Edward Wallace, Jan 2019
H99	JEC21	aATG.scorekw.H99	d1.scorekw.H99	u1.scorekw.H99	aATG.scorekw.JEC21	d1.scorekw.JEC21	u1.scorekw.JEC21	aATG.scoreUw.H99	aATG.scoreUw.JEC21	Prob_mito.H99	Pred_mito.H99	Prob_mito.JEC21	Pred_mito.JEC21
CNAG_00870	CND00095	0.88	0.823	0.797	0.834	0.816	0.775	0.527	0.527	0.003	No	0	No
CNAG_00363	CNA03400	0.817	0.689	0.724	0.787	0.737	0.773	0.75	0.67	0	No	0	No
CNAG_06036	CNM00480	0.782	0.778	0.756	0.804	0.842	NA	0.549	0.57	0	No	0	No
CNAG_02045	CNE04900	0.903	0.793	0.722	0.939	0.677	NA	0.713	0.67	0	No	0	No
CNAG_00899	CND00400	0.904	0.846	NA	0.897	0.744	NA	0.577	0.577	0	No	0	No
CNAG_05479	CNH01390	0.849	0.873	0.856	0.832	0.826	0.691	0.84	0.794	0.028	No	0.114	No
CNAG_04155	CNI02920	0.894	0.758	NA	0.931	0.749	NA	0.528	0.536	0.009	No	0.014	No
CNAG_05646	CNH02850	0.872	0.874	NA	0.865	0.909	0.695	0.632	0.638	0.008	No	0	No
CNAG_02956	CNC05650	0.881	0.702	0.926	0.917	0.782	0.761	0.615	0.635	0	No	0	No
CNAG_06443	CNN01680	0.907	0.743	NA	0.904	0.737	NA	0.508	0.508	0.003	No	0.004	No
CNAG_04445	CNI01120	0.949	0.75	0.821	0.95	0.755	NA	0.681	0.681	0.016	No	0.011	No
CNAG_00461	CNA04410	0.887	0.744	NA	0.878	0.759	NA	0.689	0.689	0	No	0	No
CNAG_04233	CNI03740	0.845	0.703	0.673	0.814	0.671	0.811	0.633	0.736	0	No	0	No
CNAG_03441	CNG01450	0.873	0.861	NA	0.869	0.811	NA	0.71	0.71	0.578	Yes	0.285	No
CNAG_02179	CNE03590	0.925	0.898	NA	0.939	0.894	0.905	0.566	0.613	0.195	No	0.363	No
CNAG_03305	CNG02720	0.863	0.822	NA	0.892	0.824	NA	0.595	0.687	0.092	No	0.124	No
CNAG_04087	CNB05673	0.792	0.712	NA	0.815	0.842	NA	0.586	0.77	NA	NA	0.003	No
CNAG_01637	CNC01500	0.931	0.756	0.777	0.87	0.754	0.794	0.646	0.561	0.013	No	0.015	No
CNAG_04832	CNJ02560	0.936	0.739	0.791	0.939	0.749	0.833	0.681	0.65	0.012	No	0	No
CNAG_06872	CNE05310	0.889	0.801	0.776	0.892	0.801	0.702	0.733	0.733	0.02	No	0.021	No
CNAG_03573	CNG00340	0.878	0.716	0.762	0.885	0.71	0.693	0.549	0.549	0.009	No	0	No
CNAG_05803	CNF01760	0.774	0.743	NA	0.766	0.841	NA	0.715	0.558	0	No	0	No
CNAG_00890	CND00290	0.901	0.754	0.84	0.935	0.759	0.845	0.634	0.561	0.007	No	0.01	No
CNAG_02157	CNE03800	0.847	0.684	0.809	0.834	0.699	0.789	0.582	0.512	0	No	0	No
CNAG_04148	CNI02840	0.88	0.739	0.761	0.881	0.742	NA	0.552	0.552	0	No	0	No
CNAG_01242	CND03600	0.792	0.854	NA	0.784	0.853	NA	0.743	0.743	0.008	No	0.008	No
CNAG_05966	CNF00167	NA	NA	NA	0.716	0.79	0.704	NA	0.673	NA	NA	0	No
CNAG_05100	CNL05210	0.947	0.796	NA	0.948	0.812	NA	0.625	0.625	0.009	No	0.012	No
CNAG_06644	CNF03720	0.839	0.786	NA	0.841	0.777	0.748	0.664	0.664	0.006	No	0.005	No
CNAG_07470	CNB01170	0.799	0.715	0.934	0.898	0.756	0.799	0.633	0.69	0.005	No	0	No
CNAG_02442	CNE01160	0.873	0.773	NA	0.917	0.819	NA	0.658	0.634	0.003	No	0	No
CNAG_04324	CNI02250	0.902	0.715	0.9	0.902	0.724	0.83	0.66	0.629	0	No	0	No
CNAG_06345	CNN00750	0.892	0.796	NA	0.826	0.657	NA	0.653	0.727	0.283	No	0.323	No
CNAG_00797	CNA07740	0.936	0.79	NA	0.93	0.698	NA	0.585	0.585	0	No	0	No
CNAG_01411	CND05220	0.662	0.754	0.708	0.817	0.834	0.847	0.766	0.629	0.863	Yes	0	No
CNAG_01039	CND01700	0.836	0.795	NA	0.761	0.817	NA	0.675	0.684	0.081	No	0.01	No
CNAG_02161	CNE03770	0.891	0.77	NA	0.887	0.773	NA	0.748	0.748	0.025	No	0.035	No
CNAG_00635	CNA06150	0.827	0.772	0.8	0.819	0.798	0.739	0.754	0.735	0	No	0	No
CNAG_04753	CNJ01840	0.845	0.81	0.772	0.842	0.817	0.676	0.629	0.739	0	No	0.008	No
CNAG_04580	CNJ00220	0.771	0.859	NA	0.747	0.897	0.761	0.715	0.617	0.999	Yes	0.91	Yes
CNAG_01194	CND03180	0.902	0.722	NA	0.907	0.735	0.675	0.597	0.696	0.023	No	0.007	No
CNAG_01214	CND03380	0.826	0.792	0.789	0.805	0.807	NA	0.742	0.73	0	No	0.036	No
CNAG_06060	CNM00690	0.908	0.666	0.911	0.905	0.65	0.825	0.798	0.752	0	No	0	No
CNAG_00436	CNA04190	0.705	0.765	NA	0.731	0.76	0.783	0.864	0.821	0	No	0	No
CNAG_06772	CNB00270	0.85	0.724	0.887	0.872	0.869	NA	0.619	0.706	0	No	0	No
CNAG_05085	CNL05340	0.905	0.809	0.819	0.927	0.815	NA	0.512	0.382	0.013	No	0.019	No
CNAG_05387	CNH00540	0.943	0.869	NA	0.933	0.693	NA	0.626	0.626	0.009	No	0.005	No
CNAG_00030	CNA00225	0.855	0.705	NA	0.874	0.728	NA	0.76	0.76	0.063	No	0.109	No
CNAG_05824	CNF01560	0.759	0.785	NA	0.759	0.735	NA	0.617	0.648	0	No	0	No
CNAG_03361	CNG02190	0.778	0.917	0.791	0.785	0.908	0.821	0.777	0.687	0.753	Yes	0.901	Yes
CNAG_05066	CNL05540	0.856	0.868	NA	NA	NA	NA	0.798	NA	0.005	No	NA	NA
CNAG_02313	CNE02330	0.881	0.737	NA	0.886	0.758	NA	0.759	0.629	0	No	0	No
CNAG_01391	CND05030	0.838	0.704	0.746	0.884	0.763	NA	0.73	0.755	0.003	No	0.003	No
CNAG_04577	CNJ00180	0.836	0.701	NA	0.837	0.675	NA	0.754	0.747	1	Yes	1	Yes
CNAG_05497	CNH01530	0.973	0.76	NA	0.977	0.75	NA	0.558	0.558	0.94	Yes	0.893	Yes
CNAG_03696	CNB01940	0.876	0.716	NA	0.797	0.809	NA	0.425	0.422	0	No	0	No
CNAG_04404	CNI01440	0.663	0.728	NA	0.65	0.722	0.852	0.755	0.768	0.003	No	0	No
CNAG_00067	CNA00580	0.895	0.733	NA	0.893	0.733	0.757	0.689	0.689	0.006	No	0.006	No
CNAG_01078	CND02060	0.992	0.754	0.823	0.95	0.781	0.937	0.577	0.617	0	No	0.003	No
CNAG_01886	CNK02260	0.876	0.761	0.675	0.815	0.71	NA	0.705	0.744	0	No	0	No
CNAG_06114	CNM01190	0.913	0.678	0.756	0.914	0.663	0.847	0.656	0.656	0	No	0	No
CNAG_07399	CNJ03177	0.91	0.731	0.779	0.76	0.737	0.791	0.527	0.788	0.005	No	0	No
CNAG_00669	CNA06470	0.834	0.686	NA	0.854	0.695	NA	0.512	0.573	0	No	0	No
CNAG_03370	CNG02120	0.738	0.941	NA	0.77	0.945	NA	0.664	0.612	0	No	0	No
CNAG_03584	CNG00230	0.919	0.699	NA	0.853	0.752	NA	0.61	0.641	0	No	0	No
CNAG_05131	CNL04900	0.812	0.71	0.907	0.875	0.808	NA	0.651	0.65	0.996	Yes	0.996	Yes
CNAG_02282	CNE02640	0.793	0.84	NA	0.801	0.851	NA	0.776	0.807	0	No	0	No
CNAG_04886	CNJ03130	0.884	0.716	0.76	0.833	0.753	0.669	0.616	0.616	0	No	0.007	No
CNAG_01350	CND04660	0.758	0.741	NA	0.816	0.745	NA	0.792	0.7	0	No	0	No
CNAG_00151	CNA00520	0.838	0.873	NA	0.864	0.788	NA	0.617	0.702	0	No	0	No
CNAG_07982	CND00490	0.883	0.815	NA	0.882	0.837	NA	0.696	0.696	0	No	0	No
CNAG_04939	CNL06770	0.763	0.911	NA	0.79	0.807	NA	0.629	0.629	0.003	No	0.005	No
CNAG_05186	CNL04410	0.794	0.781	0.748	0.801	0.808	NA	0.568	0.568	0.012	No	0.016	No
CNAG_06449	CNN01740	0.888	0.715	0.793	0.92	0.743	0.698	0.576	0.668	0	No	0	No
CNAG_00357	CNA03470	0.781	0.714	0.883	0.779	0.715	0.876	0.615	0.615	0.003	No	0.003	No
CNAG_02761	CNC03830	0.945	0.784	NA	0.96	0.817	NA	0.573	0.665	0	No	0	No
CNAG_05445	CNH01110	0.965	0.714	NA	0.92	0.729	NA	0.616	0.597	0.076	No	0.01	No
CNAG_04874	CNJ03020	0.788	0.68	0.818	0.757	0.677	0.728	0.777	0.796	0.003	No	0.008	No
CNAG_00019	CNA00120	0.898	0.784	NA	0.941	0.78	NA	0.702	0.76	0.006	No	0.006	No
CNAG_04586	CNJ00280	0.843	0.736	0.655	0.79	0.751	0.854	0.69	0.647	0	No	0	No
CNAG_04519	CNI00380	0.955	0.832	0.767	0.836	0.809	0.848	0.73	0.751	0	No	0	No
CNAG_00265	CNA02550	0.911	0.796	NA	0.905	0.792	NA	0.558	0.558	0	No	0	No
CNAG_04805	CNJ02320	0.944	0.696	0.861	0.923	0.701	0.776	0.637	0.545	0	No	0	No
CNAG_03213	CNG03600	0.824	0.753	0.748	0.787	0.786	0.757	0.634	0.726	0.179	No	0.032	No
CNAG_05728	CNF02445	0.796	0.788	0.866	0.791	0.78	0.696	0.743	0.607	0	No	0	No
CNAG_02452	CNE01070	0.764	0.831	0.794	0.747	0.848	0.785	0.752	0.66	0	No	0	No
CNAG_01148	CND02730	0.957	0.746	NA	0.971	0.741	NA	0.601	0.604	0.004	No	0.004	No
CNAG_05120	CNL05000	0.866	0.844	0.797	0.857	0.801	0.795	0.642	0.611	0	No	0	No
CNAG_03234	CNG03380	0.952	0.826	NA	0.893	0.82	0.859	0.715	0.715	0	No	0	No
CNAG_06454	CNN01780	0.887	0.595	NA	0.911	0.615	NA	0.668	0.625	0	No	0	No
CNAG_06717	CNB00860	0.856	0.767	NA	0.796	0.767	NA	0.705	0.812	0.206	No	0.259	No
CNAG_02405	CNE01500	0.857	0.765	0.772	0.817	0.759	0.665	0.775	0.781	0.125	No	0.099	No
CNAG_04290	CNI02590	0.856	0.801	NA	0.846	0.806	NA	0.577	0.767	0.056	No	0.056	No
CNAG_08016	CNM01220	0.82	0.923	NA	0.79	0.941	NA	0.696	0.715	0	No	0	No
CNAG_05070	CNL05500	0.935	0.786	NA	0.912	0.822	NA	0.647	0.521	0.004	No	0.005	No
CNAG_04798	CNJ02250	0.88	0.84	NA	0.888	0.724	NA	0.638	0.73	0	No	0	No
CNAG_00685	CNA06640	0.914	0.806	0.791	0.906	0.775	NA	0.495	0.495	0	No	0	No
CNAG_03156	CNG04110	0.835	0.63	NA	0.837	0.646	NA	0.512	0.512	0	No	0.004	No
CNAG_01007	CND01360	0.834	0.746	0.687	0.873	0.773	0.703	0.606	0.625	0	No	0	No
CNAG_00234	CNA02240	0.815	0.857	NA	0.811	0.843	NA	0.751	0.751	0	No	0	No
CNAG_05045	CNL05735	0.894	0.69	NA	0.921	0.7	NA	0.772	0.638	0.923	Yes	0.897	Yes
CNAG_05367	CNH00350	0.91	NA	0.828	0.917	0.815	NA	0.584	0.5	0	No	0	No
CNAG_02664	CNK01540	0.921	0.763	NA	0.928	0.752	0.743	0.521	0.521	0.998	Yes	0.981	Yes
CNAG_05125	CNL04950	0.922	0.784	NA	0.908	0.723	NA	0.555	0.647	0.021	No	0.012	No
CNAG_02562	CNK00550	0.835	0.703	NA	0.884	0.726	0.662	0.625	0.554	0.943	Yes	0.972	Yes
CNAG_00853	CNA08280	0.846	0.807	0.671	0.78	0.8	NA	0.639	0.684	0.012	No	0.005	No
CNAG_02472	CNE00880	0.69	0.865	0.867	0.904	0.709	0.746	0.68	0.623	0	No	0	No
CNAG_07717	CNG03680	0.821	0.697	NA	0.822	0.764	NA	0.903	0.903	0.009	No	0.009	No
CNAG_05261	CNH03690	0.884	0.81	NA	0.875	0.778	NA	0.674	0.701	0	No	0.01	No
CNAG_03140	CNG04240	0.819	0.881	0.848	0.889	0.877	NA	0.659	0.69	0.025	No	0.027	No
CNAG_04855	CNJ02770	0.79	0.823	0.897	0.783	0.822	0.924	0.755	0.786	0	No	0	No
CNAG_01498	CNC06820	0.876	0.976	NA	0.865	0.761	0.76	0.478	0.582	0	No	0.004	No
CNAG_05707	CNF02670	0.81	0.811	NA	0.786	0.789	NA	0.812	0.895	0	No	0	No
CNAG_06892	CNK00360	0.804	0.777	NA	0.808	0.839	NA	0.655	0.655	0.004	No	0.003	No
CNAG_03490	CNG01020	0.792	0.776	NA	0.821	0.81	NA	0.784	0.795	0	No	0	No
CNAG_02528	CNE00380	0.843	0.678	0.743	0.81	0.738	0.743	0.585	0.597	0	No	0	No
CNAG_03564	CNG00390	0.821	0.846	NA	0.827	0.915	0.764	0.723	0.692	0.006	No	0.012	No
CNAG_03649	CNB01500	0.91	0.675	0.674	0.915	0.757	NA	0.727	0.644	0.228	No	0.733	Yes
CNAG_07888	CNH02505	NA	NA	NA	0.656	0.791	0.855	NA	0.69	NA	NA	0.006	No
CNAG_03985	CNB04720	0.899	0.768	NA	0.902	0.762	NA	0.774	0.774	0.999	Yes	0.998	Yes
CNAG_01764	CNC02650	0.856	0.789	NA	0.802	0.799	NA	0.736	0.743	0.007	No	0.005	No
CNAG_01840	CNC03260	0.907	0.746	NA	0.917	0.75	NA	0.592	0.592	0	No	0	No
CNAG_00132	CNA01200	0.659	0.755	0.754	0.624	0.702	0.742	0.748	0.748	0	No	0	No
CNAG_06761	CNB00400	0.908	0.89	NA	0.908	0.858	0.848	0.665	0.665	0	No	0	No
CNAG_06422	CNN01470	0.96	0.732	0.759	0.98	0.772	0.662	0.466	0.656	0	No	0	No
CNAG_05684	CNF02900	0.865	0.597	0.743	0.861	0.872	0.816	0.435	0.435	0.004	No	0.01	No
CNAG_06821	CND06030	0.836	0.865	0.807	0.83	0.881	0.766	0.675	0.675	0.004	No	0.004	No
CNAG_02496	CNE00640	0.931	0.807	NA	0.967	0.745	NA	0.58	0.672	0	No	0	No
CNAG_00259	CNA02480	0.977	0.743	NA	0.935	0.707	NA	0.585	0.566	0	No	0	No
CNAG_02270	CNE02740	0.787	0.856	0.865	0.87	0.774	0.703	0.702	0.736	0.009	No	0.016	No
CNAG_03295	CNG02820	0.873	0.834	NA	0.878	0.867	NA	0.79	0.79	0	No	0	No
CNAG_04520	CNI00370	0.871	0.632	0.833	0.857	0.639	0.847	0.671	0.724	0	No	0	No
CNAG_05042	CNL05760	0.813	0.812	0.733	0.816	0.828	0.703	0.613	0.613	0.788	Yes	0.494	Yes
CNAG_03956	CNB04440	0.849	0.901	NA	0.848	0.901	NA	0.527	0.527	0.005	No	0.005	No
CNAG_00655	CNA06350	0.93	0.829	NA	0.928	0.643	NA	0.58	0.58	0	No	0	No
CNAG_01656	CNC01690	0.802	0.77	NA	0.784	0.866	NA	0.7	0.78	0.012	No	0.013	No
CNAG_00482	CNA04640	0.894	0.764	NA	0.889	0.779	NA	0.629	0.629	0.004	No	0.004	No
CNAG_03784	CNB02780	0.879	0.894	0.808	0.83	0.887	NA	0.797	0.785	0	No	0	No
CNAG_02541	CNE00250	0.787	0.736	NA	0.809	0.807	NA	0.697	0.598	0.009	No	0.009	No
CNAG_05776	CNF02020	0.83	0.831	0.665	0.936	0.846	0.758	0.61	0.736	0.126	No	0.143	No
CNAG_04678	CNJ01100	0.796	0.836	NA	0.749	0.843	NA	0.711	0.73	0.009	No	0.009	No
CNAG_05596	CNH02390	0.94	0.836	NA	0.94	0.834	NA	0.553	0.553	0	No	0	No
CNAG_03439	CNG01470	0.952	0.785	NA	0.951	0.785	NA	0.629	0.629	0	No	0	No
CNAG_03685	CNB01830	0.707	0.786	0.75	0.695	0.829	NA	0.636	0.648	0	No	0	No
CNAG_03320	CNG02580	0.868	0.649	NA	0.861	0.697	0.667	0.767	0.798	0.005	No	0.003	No
CNAG_05501	CNH01560	0.948	0.88	0.766	0.938	0.702	0.838	0.728	0.629	0	No	0	No
CNAG_04316	CNI02330	0.901	0.867	0.706	0.948	0.869	0.658	0.633	0.644	0	No	0	No
CNAG_01687	CNC01960	0.876	0.686	NA	0.889	0.704	0.75	0.546	0.638	0	No	0	No
CNAG_03128	CNG04350	0.809	0.774	NA	0.755	0.78	0.926	0.684	0.644	0.008	No	0	No
CNAG_03666	CNB01650	0.783	0.738	NA	0.763	0.752	NA	0.709	0.564	0	No	0	No
CNAG_03764	CNB02600	0.78	0.772	0.93	0.777	0.796	0.902	0.639	0.63	0.011	No	0.014	No
CNAG_05638	CNH02790	0.953	0.817	0.701	0.868	0.841	0.895	0.462	0.545	0	No	0	No
CNAG_00247	CNA02370	0.714	0.89	0.674	0.907	0.756	0.742	0.877	0.631	0.945	Yes	0.578	Yes
CNAG_03754	CNB02490	0.871	0.897	0.834	0.849	0.671	0.833	0.629	0.728	0.033	No	0.004	No
CNAG_02937	CNC05470	0.909	0.723	NA	0.862	0.716	NA	0.573	0.573	0	No	0	No
CNAG_03727	CNB02250	0.878	0.792	NA	0.874	0.804	NA	0.601	0.626	0.026	No	0.035	No
CNAG_04380	CNI01670	0.703	0.744	0.81	0.931	0.875	0.77	0.565	0.705	0	No	0	No
CNAG_05446	CNH01120	0.972	0.847	NA	0.923	0.813	NA	0.573	0.592	0.003	No	0.005	No
CNAG_01257	CND03740	0.861	0.747	NA	0.864	0.75	NA	0.633	0.633	0	No	0	No
CNAG_04821	CNJ02470	0.76	0.764	NA	0.753	0.776	NA	0.712	0.703	0	No	0	No
CNAG_03381	CNG02030	0.833	0.776	NA	0.836	0.776	NA	0.466	0.466	0	No	0	No
CNAG_03427	CNG01590	0.734	0.908	0.762	0.746	0.834	0.796	0.802	0.768	0.986	Yes	0.992	Yes
CNAG_06733	CNB00690	0.86	0.75	0.754	0.851	0.78	0.795	0.527	0.423	0	No	0	No
CNAG_05697	CNF02750	0.912	0.805	0.816	0.957	0.873	0.838	0.65	0.661	0.282	No	0.293	No
CNAG_00179	CNA01680	0.812	0.861	0.759	0.951	0.855	0.758	0.736	0.717	0	No	0	No
CNAG_02207	CNE03340	0.653	0.749	0.794	0.922	0.67	0.664	0.768	0.546	0.229	No	0	No
CNAG_01688	CNC01970	0.886	0.841	NA	0.874	0.844	NA	0.644	0.636	0.734	Yes	0.788	Yes
CNAG_05533	CNH01840	0.854	0.786	NA	0.899	0.782	NA	0.669	0.66	0	No	0	No
CNAG_06056	CNM00650	0.985	0.849	NA	0.985	0.806	NA	0.598	0.598	0.027	No	0.039	No
CNAG_00109	CNA01000	0.953	0.747	NA	0.958	0.75	NA	0.623	0.623	0.928	Yes	0.521	Yes
CNAG_04229	CNI03700	0.837	0.816	NA	0.855	0.843	NA	0.625	0.598	0	No	0	No
CNAG_07625	CNE00770	0.846	0.731	0.688	0.886	0.701	0.616	0.566	0.585	0.025	No	0.031	No
CNAG_06343	CNN00730	0.814	0.714	0.823	0.835	0.8	0.724	0.715	0.684	0.003	No	0	No
CNAG_03710	CNB02070	0.845	0.801	0.696	0.876	0.739	NA	0.598	0.629	0	No	0	No
CNAG_01418	CND05290	0.908	0.91	NA	0.978	0.913	0.771	0.664	0.656	0.008	No	0.005	No
CNAG_06208	CNM02070	0.886	0.665	0.672	0.897	0.718	0.859	0.504	0.504	0.006	No	0.007	No
CNAG_01676	CNC01870	0.834	0.794	0.691	0.816	0.794	0.852	0.789	0.881	0	No	0	No
CNAG_04309	CNI02400	0.867	0.8	0.759	0.831	0.903	NA	0.687	0.706	0	No	0	No
CNAG_04443	CNI01140	0.858	0.685	NA	0.894	0.768	0.885	0.703	0.611	0.999	Yes	0	No
CNAG_05895	CNF00780	0.879	0.808	NA	0.855	0.799	NA	0.729	0.721	0	No	0	No
CNAG_00933	CND00730	0.889	0.855	0.813	0.839	0.726	NA	0.656	0.742	0	No	0	No
CNAG_00743	CNA07220	0.961	0.736	NA	0.952	0.74	NA	0.579	0.508	0	No	0	No
CNAG_06658	CNF03630	0.771	0.754	NA	0.733	0.749	NA	0.847	0.854	0	No	0	No
CNAG_02762	CNC03840	0.954	0.68	NA	0.956	0.679	NA	0.442	0.442	0.992	Yes	0.968	Yes
CNAG_00897	CND00380	0.791	0.717	NA	0.803	0.741	0.717	0.537	0.537	0	No	0	No
CNAG_01315	CND04350	0.845	0.715	NA	0.828	0.727	NA	0.648	0.675	0	No	0	No
CNAG_01352	CND04680	0.731	0.824	0.741	0.739	0.805	0.798	0.784	0.845	0.052	No	0.004	No
CNAG_04982	CNI04210	NA	NA	NA	0.905	0.759	NA	NA	0.577	NA	NA	0	No
CNAG_05139	CNL04830	0.749	0.725	NA	0.726	0.734	0.722	0.69	0.756	0.103	No	0.015	No
CNAG_06707	CNH03015	0.66	0.816	0.825	0.897	0.71	NA	0.763	0.577	0.011	No	0	No
CNAG_00468	CNA04490	0.898	0.815	NA	0.868	0.823	NA	0.702	0.73	0	No	0.008	No
CNAG_01250	CND03670	0.837	0.854	0.754	0.843	0.843	NA	0.539	0.637	0.004	No	0	No
CNAG_05576	CNH02230	0.799	0.763	NA	0.79	0.77	NA	0.673	0.692	0	No	0	No
CNAG_00374	CNA03290	0.943	0.725	NA	0.945	0.618	0.702	0.722	0.722	0	No	0	No
CNAG_01537	CNC06460	0.832	0.731	NA	0.822	0.73	NA	0.61	0.697	0	No	0	No
CNAG_01605	CNC01180	0.795	0.875	0.705	0.787	0.741	0.726	0.482	0.566	0.109	No	0.162	No
CNAG_00430	CNA04145	0.941	0.76	NA	0.939	0.767	NA	0.586	0.586	0.72	Yes	0.348	No
CNAG_03612	CNB01150	0.872	0.776	NA	0.872	0.766	NA	0.493	0.493	0	No	0	No
CNAG_04006	CNB04895	0.939	0.782	0.805	0.92	0.773	0.827	0.625	0.578	0.006	No	0.003	No
CNAG_05733	CNF02410	0.803	0.808	NA	0.82	0.755	0.835	0.687	0.516	0	No	0	No
CNAG_06838	CND06190	0.846	0.887	0.71	0.757	0.852	0.638	0.608	0.688	0.832	Yes	0.92	Yes
CNAG_05557	CNH02060	0.808	0.828	0.692	0.845	0.822	0.804	0.771	0.755	0	No	0	No
CNAG_04389	CNI01585	0.812	0.804	0.828	0.852	0.824	0.786	0.69	0.709	0.073	No	0.152	No
CNAG_01863	CNK02030	0.894	0.82	NA	0.901	0.835	NA	0.712	0.712	0	No	0	No
CNAG_03075	CNC00140	0.759	0.724	NA	0.844	0.728	NA	0.653	0.62	0.082	No	0.031	No
CNAG_03543	CNG00540	0.941	0.853	0.745	0.916	0.785	0.7	0.586	0.567	0	No	0	No
CNAG_05159	CNL04645	0.778	0.837	0.802	0.745	0.923	NA	0.733	0.622	0	No	0.025	No
CNAG_06339	CNN00690	0.684	0.863	0.826	0.69	0.699	0.774	0.675	0.551	0	No	0	No
CNAG_07739	CNG00870	0.787	0.819	NA	0.814	0.747	NA	0.657	0.801	0.017	No	0.019	No
CNAG_05761	CNF02160	0.892	0.753	NA	0.895	0.753	NA	0.721	0.721	0	No	0	No
CNAG_04362	CNI01880	0.941	0.693	0.651	0.943	0.723	0.671	0.616	0.616	0	No	0	No
CNAG_04834	CNJ02590	0.827	0.768	0.876	0.736	0.807	0.733	0.648	0.777	0	No	0	No
CNAG_01358	CND04740	0.918	0.869	NA	0.946	0.8	0.773	0.68	0.653	0	No	0	No
CNAG_01755	CNC02570	0.866	0.843	NA	0.868	0.819	NA	0.599	0.599	0.004	No	0	No
CNAG_04350	CNI02000	0.86	0.708	NA	0.816	0.815	NA	0.764	0.752	0.01	No	0.01	No
CNAG_04109	CNI04390	0.826	0.854	NA	0.818	0.758	0.851	0.69	0.638	0.003	No	0.086	No
CNAG_07675	CNF01820	0.762	0.868	0.84	0.773	0.874	0.842	0.792	0.723	0.025	No	0.081	No
CNAG_05010	CNL06060	0.807	0.835	NA	0.857	0.74	0.839	0.623	0.497	0	No	0	No
CNAG_06291	CNN00270	0.925	0.866	0.727	0.926	0.869	0.736	0.474	0.474	0.021	No	0.013	No
CNAG_07482	CNB03690	0.8	0.858	NA	0.838	0.618	0.646	0.767	0.805	0	No	0	No
CNAG_01140	CND02650	0.925	0.738	NA	0.921	0.733	0.739	0.74	0.74	0	No	0	No
CNAG_06922	CNK00080	0.845	0.782	NA	0.845	0.796	NA	0.834	0.834	0.027	No	0	No
CNAG_03024	CNC00600	0.821	0.741	0.779	0.804	0.757	0.791	0.667	0.549	0	No	0	No
CNAG_04142	CNI02800	0.843	0.877	NA	0.9	0.818	0.726	0.509	0.509	0.128	No	0.028	No
CNAG_03698	CNB01960	0.867	0.764	NA	0.785	0.759	NA	0.759	0.688	0	No	0	No
CNAG_06332	CNN00610	0.862	0.744	NA	0.858	0.782	NA	0.714	0.714	0	No	0.01	No
CNAG_06392	CNN01180	0.902	0.854	NA	0.892	0.783	NA	0.517	0.604	0.056	No	0.032	No
CNAG_06860	CND06390	0.834	0.755	NA	0.848	0.759	NA	0.674	0.674	0	No	0	No
CNAG_02885	CNC04980	0.834	0.718	NA	0.809	0.732	NA	0.61	0.721	0.018	No	0.029	No
CNAG_01712	CNC02170	0.811	0.8	NA	0.819	0.974	NA	0.712	0.712	0.985	Yes	0.934	Yes
CNAG_00302	CNA02875	0.833	0.92	0.838	0.885	0.725	0.774	0.736	0.728	0	No	0	No
CNAG_06320	CNN00490	0.828	0.813	0.714	0.863	0.792	0.719	0.515	0.553	0	No	0	No
CNAG_05871	CNF01020	0.882	0.672	NA	0.875	0.671	NA	0.474	0.474	0	No	0	No
CNAG_05927	CNF00480	0.91	0.893	NA	0.954	0.713	NA	0.478	0.497	0.993	Yes	0.99	Yes
CNAG_06373	CNN01005	0.884	0.745	0.757	0.806	0.758	0.702	0.658	0.573	0.023	No	0.034	No
CNAG_05880	CNF00930	0.914	0.762	NA	0.905	0.802	NA	0.656	0.656	0	No	0	No
CNAG_07441	CND02000	0.714	0.728	NA	0.829	0.738	0.758	0.604	0.69	0.965	Yes	0.7	Yes
CNAG_00511	CNA04935	0.895	0.875	NA	0.772	0.796	0.887	0.729	0.764	0	No	0	No
CNAG_00121	CNA01100	0.959	0.802	NA	0.932	0.612	NA	0.473	0.461	0.049	No	0.019	No
CNAG_06213	CNM02120	0.853	0.725	0.836	0.86	0.874	0.78	0.694	0.694	0	No	0	No
CNAG_06165	CNM01660	0.703	0.839	0.793	0.728	0.826	0.683	0.585	0.604	0	No	0	No
CNAG_02089	CNE04460	0.854	0.854	NA	0.867	0.751	NA	0.789	0.789	0.033	No	0.02	No
CNAG_03618	CNB01200	0.787	0.936	NA	0.807	0.955	NA	0.723	0.815	0.508	Yes	0.554	Yes
