# scores_kozak_Nc.txt
# Scores of ATG context against Kozak sequence, N. crassa 
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Nc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
NCU04534	0.931	0.79	0.755	0.837	0.673	0.641	-0.14	-0.175	-0.165	-0.196
NCU04535	0.931	0.872	NA	0.943	0.81	NA	-0.058	NA	-0.133	NA
NCU04537	0.974	0.804	NA	0.87	0.723	NA	-0.171	NA	-0.147	NA
NCU04538	0.974	0.889	NA	0.883	0.873	NA	-0.085	NA	-0.01	NA
NCU04539	0.974	0.889	NA	0.861	0.848	NA	-0.085	NA	-0.013	NA
NCU04540	0.992	0.872	0.743	0.873	0.826	0.671	-0.119	-0.249	-0.046	-0.202
NCU04541	1	0.974	NA	0.979	0.876	NA	-0.026	NA	-0.103	NA
NCU04542	0.957	0.731	0.786	0.877	0.735	0.663	-0.226	-0.171	-0.141	-0.214
NCU04543	0.956	0.88	0.805	0.928	0.833	0.752	-0.075	-0.151	-0.095	-0.176
NCU04544	0.869	0.809	0.857	0.842	0.778	0.864	-0.06	-0.012	-0.065	0.021
NCU04545	0.866	0.892	NA	0.85	0.783	NA	0.026	NA	-0.067	NA
NCU04546	0.859	0.816	NA	0.828	0.694	NA	-0.043	NA	-0.134	NA
NCU04547	0.94	0.889	NA	0.842	NA	NA	-0.051	NA	NA	NA
NCU04548	0.842	0.903	0.866	0.798	0.863	0.757	0.061	0.024	0.065	-0.041
NCU04549	0.931	0.832	0.793	0.943	0.754	0.722	-0.099	-0.138	-0.189	-0.222
NCU04550	0.992	0.875	0.824	0.848	0.833	0.758	-0.117	-0.167	-0.015	-0.09
NCU04551	0.94	0.889	NA	0.886	0.768	NA	-0.051	NA	-0.119	NA
NCU04552	0.974	0.886	NA	0.962	0.815	NA	-0.089	NA	-0.147	NA
NCU04553	0.896	0.901	NA	0.813	0.875	NA	0.005	NA	0.061	NA
NCU04554	0.761	0.931	0.835	0.67	0.9	0.78	0.17	0.075	0.23	0.11
NCU04555	0.974	0.892	0.906	0.911	0.793	0.869	-0.082	-0.068	-0.118	-0.042
NCU04556	0.869	0.728	NA	0.736	0.734	NA	-0.141	NA	-0.002	NA
NCU04557	0.975	0.849	0.88	0.892	0.757	NA	-0.125	-0.094	-0.135	NA
NCU04558	0.903	0.743	0.765	0.818	0.748	0.724	-0.161	-0.138	-0.07	-0.094
NCU04559	0.975	0.729	NA	0.853	NA	NA	-0.245	NA	NA	NA
NCU04560	0.903	0.717	NA	0.867	0.663	NA	-0.186	NA	-0.204	NA
NCU04561	0.912	0.786	0.783	0.906	0.785	0.734	-0.126	-0.129	-0.121	-0.172
NCU04563	0.862	0.822	NA	0.829	0.735	NA	-0.04	NA	-0.094	NA
NCU04566	0.832	0.886	0.751	0.771	0.781	0.717	0.054	-0.081	0.01	-0.054
NCU04569	0.94	0.886	0.807	0.871	0.83	NA	-0.054	-0.133	-0.041	NA
NCU04570	0.992	0.886	0.724	0.913	0.865	0.696	-0.106	-0.268	-0.048	-0.218
NCU04571	0.974	0.911	0.799	0.914	0.852	NA	-0.063	-0.175	-0.062	NA
NCU04572	0.758	0.883	NA	0.751	0.817	NA	0.125	NA	0.067	NA
NCU04573	0.868	0.743	NA	0.822	0.737	NA	-0.125	NA	-0.085	NA
NCU04574	0.974	0.948	NA	0.911	0.824	NA	-0.026	NA	-0.087	NA
NCU04575	0.903	0.974	0.939	0.805	0.835	NA	0.071	0.036	0.031	NA
NCU04576	0.795	0.818	0.906	0.699	0.805	0.764	0.023	0.111	0.106	0.065
NCU04577	0.863	0.918	0.664	0.767	0.851	0.607	0.055	-0.199	0.084	-0.16
NCU04578	0.791	0.829	NA	0.677	0.786	NA	0.039	NA	0.108	NA
NCU04579	0.94	0.912	0.863	0.83	0.883	0.748	-0.028	-0.077	0.053	-0.082
NCU04580	0.901	0.765	0.795	0.865	0.742	0.698	-0.136	-0.106	-0.123	-0.166
NCU04581	0.743	0.903	0.731	0.737	0.851	0.641	0.161	-0.011	0.114	-0.096
NCU04583	0.956	0.903	0.691	0.866	0.884	0.654	-0.053	-0.265	0.018	-0.212
NCU04584	0.974	0.842	NA	0.856	0.805	NA	-0.133	NA	-0.051	NA
NCU04585	0.796	0.974	0.992	0.791	0.909	0.876	0.178	0.196	0.117	0.085
NCU04586	0.948	0.863	NA	0.905	0.787	NA	-0.084	NA	-0.118	NA
NCU04588	0.824	0.923	NA	0.758	0.879	NA	0.098	NA	0.121	NA
NCU04589	0.992	0.866	0.839	0.942	0.794	0.794	-0.125	-0.152	-0.148	-0.147
NCU04590	0.94	0.758	0.804	0.831	0.672	0.795	-0.182	-0.136	-0.159	-0.036
NCU04591	0.854	0.903	NA	0.812	0.825	NA	0.049	NA	0.012	NA
NCU04592	1	0.872	0.857	0.959	0.831	0.737	-0.128	-0.143	-0.128	-0.221
NCU04593	0.923	0.765	NA	0.788	0.692	NA	-0.158	NA	-0.096	NA
NCU04594	0.875	1	0.768	0.804	0.962	0.696	0.125	-0.107	0.157	-0.108
NCU04595	0.771	1	NA	0.701	0.866	NA	0.229	NA	0.165	NA
NCU04596	0.824	0.974	0.827	0.81	0.903	0.806	0.15	0.003	0.094	-0.003
NCU04597	1	0.822	0.805	0.917	0.702	0.716	-0.178	-0.195	-0.214	-0.201
NCU04598	0.868	0.94	0.849	0.794	0.889	0.749	0.072	-0.019	0.094	-0.046
NCU04600	0.94	0.728	0.807	0.88	0.716	0.769	-0.212	-0.133	-0.163	-0.111
NCU04601	0.94	0.827	0.791	0.901	0.713	0.741	-0.113	-0.149	-0.188	-0.16
NCU04602	0.931	0.81	0.836	0.891	0.773	0.813	-0.12	-0.094	-0.118	-0.078
NCU04603	0.992	0.717	0.836	0.948	0.655	0.781	-0.275	-0.156	-0.293	-0.167
NCU04604	0.859	0.892	0.889	0.787	0.835	0.846	0.033	0.03	0.048	0.059
NCU04605	1	0.771	0.855	0.969	0.682	NA	-0.229	-0.145	-0.287	NA
NCU04606	0.975	0.901	0.844	0.977	0.834	NA	-0.074	-0.131	-0.143	NA
NCU04607	0.975	0.766	NA	0.872	0.668	NA	-0.208	NA	-0.204	NA
NCU04608	0.859	0.825	NA	0.788	0.811	NA	-0.034	NA	0.023	NA
NCU04609	0.816	0.792	0.79	0.744	0.741	0.711	-0.024	-0.026	-0.003	-0.033
NCU04610	0.975	0.815	0.792	0.893	0.715	0.764	-0.16	-0.183	-0.178	-0.128
NCU04611	0.931	0.899	NA	0.916	0.794	NA	-0.032	NA	-0.122	NA
NCU04612	0.94	0.866	NA	0.924	0.756	NA	-0.074	NA	-0.168	NA
NCU04613	0.717	0.761	NA	0.669	0.745	NA	0.044	NA	0.076	NA
NCU04614	0.925	0.846	NA	0.85	0.828	NA	-0.078	NA	-0.022	NA
NCU04615	1	0.747	0.784	0.909	0.693	0.791	-0.253	-0.216	-0.216	-0.118
NCU04616	0.859	0.913	NA	0.836	0.837	NA	0.054	NA	0.001	NA
NCU04617	0.907	0.875	NA	0.832	0.758	NA	-0.032	NA	-0.074	NA
NCU04618	0.855	0.948	NA	0.85	0.81	NA	0.093	NA	-0.04	NA
NCU04619	0.925	0.771	NA	0.859	0.711	NA	-0.154	NA	-0.148	NA
NCU04620	0.975	0.678	NA	0.9	0.629	NA	-0.297	NA	-0.271	NA
NCU04621	1	0.898	0.743	0.848	0.823	0.656	-0.102	-0.257	-0.025	-0.192
NCU04622	0.957	0.788	NA	0.87	0.73	NA	-0.17	NA	-0.14	NA
NCU04623	0.983	0.899	NA	0.911	0.881	NA	-0.084	NA	-0.03	NA
NCU04624	0.882	0.892	NA	0.782	0.805	NA	0.011	NA	0.022	NA
NCU04625	0.871	0.831	NA	0.771	0.7	NA	-0.04	NA	-0.072	NA
NCU04626	0.975	0.975	NA	0.951	0.837	NA	0	NA	-0.114	NA
NCU04627	0.94	0.92	NA	0.866	0.846	NA	-0.02	NA	-0.02	NA
NCU04628	0.94	0.832	0.842	0.827	0.787	0.772	-0.108	-0.098	-0.04	-0.056
NCU04630	0.974	0.907	NA	0.917	0.855	NA	-0.067	NA	-0.062	NA
NCU04631	0.815	0.829	NA	0.807	0.699	NA	0.014	NA	-0.108	NA
NCU04632	0.918	0.939	NA	0.824	0.878	NA	0.021	NA	0.055	NA
NCU04633	0.974	0.799	0.822	0.918	0.755	0.675	-0.175	-0.152	-0.163	-0.243
NCU04634	0.975	0.975	0.754	0.917	0.957	0.674	0	-0.221	0.04	-0.243
NCU04635	0.992	0.846	0.827	0.938	0.79	NA	-0.145	-0.165	-0.148	NA
NCU04636	0.903	0.792	0.724	0.839	0.74	NA	-0.112	-0.18	-0.1	NA
NCU04637	0.842	0.957	0.739	0.728	0.902	NA	0.115	-0.103	0.174	NA
NCU04638	0.876	0.816	0.802	0.814	0.75	0.684	-0.06	-0.074	-0.064	-0.13
NCU04639	1	0.849	0.912	0.997	0.812	0.814	-0.151	-0.088	-0.184	-0.183
NCU04640	0.975	0.882	0.899	0.923	0.79	0.762	-0.093	-0.076	-0.133	-0.161
NCU04641	0.909	0.815	NA	0.809	0.731	NA	-0.095	NA	-0.078	NA
NCU04642	0.975	0.863	0.892	0.922	0.725	NA	-0.111	-0.082	-0.197	NA
NCU04643	0.975	0.807	0.771	0.817	0.727	0.74	-0.167	-0.204	-0.09	-0.077
NCU04644	0.94	0.838	0.807	0.881	0.743	0.684	-0.102	-0.133	-0.137	-0.197
NCU04645	0.925	0.818	0.788	0.916	0.789	0.761	-0.106	-0.137	-0.127	-0.154
NCU04646	0.94	0.939	NA	0.881	0.811	NA	-0.001	NA	-0.07	NA
NCU04647	0.903	0.751	0.853	0.861	0.665	0.747	-0.152	-0.05	-0.197	-0.114
NCU04648	0.846	0.854	0.796	0.816	0.798	0.717	0.007	-0.05	-0.019	-0.1
NCU04649	0.983	0.918	NA	0.913	0.826	NA	-0.065	NA	-0.087	NA
NCU04650	0.898	0.767	0.788	0.878	0.65	0.767	-0.131	-0.11	-0.228	-0.111
NCU04651	0.983	0.854	NA	0.918	0.716	NA	-0.129	NA	-0.202	NA
NCU04652	0.931	0.863	0.974	0.943	0.805	0.846	-0.067	0.044	-0.138	-0.098
NCU04653	0.824	0.773	0.832	0.761	0.678	0.761	-0.052	0.007	-0.082	0
NCU04654	0.93	0.807	0.79	0.883	0.69	0.708	-0.123	-0.14	-0.193	-0.175
NCU04655	1	0.728	NA	0.888	0.702	NA	-0.272	NA	-0.186	NA
NCU04656	0.761	0.786	0.867	0.666	0.735	0.794	0.026	0.107	0.069	0.128
NCU04657	0.846	0.755	NA	0.799	0.713	NA	-0.091	NA	-0.086	NA
NCU04658	0.869	0.824	NA	0.812	0.805	NA	-0.044	NA	-0.006	NA
NCU04661	0.948	0.931	NA	0.817	0.843	NA	-0.017	NA	0.025	NA
NCU04662	0.821	0.957	0.812	0.803	0.89	0.702	0.137	-0.009	0.087	-0.102
NCU04663	0.899	0.94	0.795	0.856	0.878	0.778	0.041	-0.104	0.022	-0.078
NCU04665	0.992	0.886	0.832	0.895	0.856	0.771	-0.105	-0.16	-0.038	-0.123
NCU04667	0.925	0.92	0.822	0.902	0.859	NA	-0.004	-0.102	-0.043	NA
NCU04669	0.92	0.875	0.702	0.92	0.824	NA	-0.045	-0.218	-0.096	NA
NCU04670	0.974	0.849	NA	0.908	0.725	NA	-0.125	NA	-0.182	NA
NCU04671	0.892	0.859	0.788	0.794	0.751	0.719	-0.033	-0.105	-0.043	-0.075
NCU04672	0.907	0.889	0.876	0.802	0.859	0.808	-0.018	-0.031	0.057	0.005
NCU04673	1	0.801	0.724	0.897	0.74	0.678	-0.199	-0.276	-0.158	-0.22
NCU04674	0.882	0.816	0.81	0.8	0.757	0.702	-0.066	-0.072	-0.043	-0.098
NCU04675	0.974	0.992	0.797	0.882	0.842	0.774	0.017	-0.178	-0.04	-0.108
NCU04676	0.822	0.974	NA	0.808	0.894	NA	0.152	NA	0.086	NA
NCU04689	0.868	0.732	NA	0.739	0.692	NA	-0.136	NA	-0.046	NA
NCU04690	0.851	0.875	0.833	0.812	0.776	0.757	0.023	-0.019	-0.036	-0.055
NCU04691	0.801	0.901	NA	0.73	0.814	NA	0.1	NA	0.084	NA
NCU04692	0.866	0.729	NA	0.79	0.729	NA	-0.137	NA	-0.061	NA
NCU04694	0.939	0.903	NA	0.846	0.844	NA	-0.036	NA	-0.002	NA
NCU04695	1	0.778	NA	0.928	0.791	NA	-0.222	NA	-0.137	NA
NCU04697	0.992	0.774	NA	0.923	0.733	NA	-0.218	NA	-0.19	NA
NCU04698	0.975	0.853	0.886	0.928	0.752	NA	-0.122	-0.089	-0.177	NA
NCU04699	0.992	0.829	NA	0.956	0.798	NA	-0.162	NA	-0.157	NA
NCU04700	0.948	1	NA	0.808	0.874	NA	0.052	NA	0.066	NA
NCU04701	0.948	0.734	NA	0.857	0.646	NA	-0.213	NA	-0.211	NA
NCU04702	0.948	0.75	NA	0.843	0.678	NA	-0.198	NA	-0.165	NA
NCU04703	0.903	0.778	NA	0.801	0.734	NA	-0.125	NA	-0.067	NA
NCU04704	0.948	0.898	NA	0.867	0.859	NA	-0.051	NA	-0.008	NA
NCU04705	0.836	0.766	NA	0.732	0.687	NA	-0.069	NA	-0.044	NA
NCU04706	0.929	0.812	NA	0.88	0.699	NA	-0.117	NA	-0.181	NA
NCU04707	0.94	0.909	NA	0.85	0.84	NA	-0.031	NA	-0.01	NA
NCU04708	0.974	0.835	NA	0.917	0.851	NA	-0.139	NA	-0.066	NA
NCU04709	0.903	0.828	NA	0.808	0.71	NA	-0.075	NA	-0.098	NA
NCU04710	0.907	0.818	NA	0.749	0.729	NA	-0.089	NA	-0.02	NA
NCU04713	0.93	0.751	NA	0.811	0.74	NA	-0.179	NA	-0.071	NA
NCU04718	0.94	0.816	NA	0.921	0.759	NA	-0.124	NA	-0.162	NA
NCU04719	0.948	0.983	NA	0.845	0.838	NA	0.035	NA	-0.006	NA
NCU04720	0.867	0.771	0.875	0.767	0.786	0.816	-0.097	0.007	0.02	0.049
NCU04721	0.784	0.8	0.769	0.703	0.745	0.72	0.015	-0.015	0.043	0.017
NCU04722	0.761	0.729	NA	0.749	NA	NA	-0.031	NA	NA	NA
NCU04723	0.842	0.852	0.898	0.767	0.761	0.774	0.009	0.055	-0.006	0.007
NCU04724	0.912	0.88	0.855	0.852	0.859	NA	-0.031	-0.057	0.007	NA
NCU04725	0.94	0.915	NA	0.912	0.905	NA	-0.025	NA	-0.008	NA
NCU04726	0.915	0.858	0.912	0.826	0.817	0.833	-0.057	-0.003	-0.009	0.006
NCU04727	0.992	0.832	0.851	0.974	0.802	0.71	-0.16	-0.14	-0.172	-0.264
NCU04728	0.911	0.899	0.754	0.823	0.801	0.661	-0.013	-0.158	-0.022	-0.162
NCU04729	0.84	0.898	0.898	0.784	0.83	0.831	0.057	0.057	0.046	0.047
NCU04730	0.824	0.797	NA	0.782	0.743	NA	-0.028	NA	-0.039	NA
NCU04731	1	0.872	0.732	0.891	0.797	0.678	-0.128	-0.268	-0.094	-0.214
NCU04732	0.94	0.859	0.859	0.835	0.753	0.778	-0.081	-0.081	-0.082	-0.057
NCU04733	0.898	0.939	0.827	0.838	0.83	0.756	0.041	-0.071	-0.008	-0.082
NCU04734	0.913	0.886	NA	0.869	0.81	NA	-0.027	NA	-0.059	NA
NCU04735	1	0.849	0.801	0.956	0.777	0.756	-0.151	-0.199	-0.179	-0.199
NCU04736	0.869	0.903	0.849	0.834	0.848	0.739	0.034	-0.02	0.014	-0.095
NCU04737	0.93	0.907	NA	0.828	0.785	NA	-0.023	NA	-0.043	NA
NCU04738	0.786	0.857	0.854	0.744	0.748	0.692	0.071	0.067	0.004	-0.052
NCU04740	0.859	0.836	NA	0.809	0.798	NA	-0.023	NA	-0.01	NA
NCU04741	0.929	0.751	0.918	0.845	0.73	0.857	-0.178	-0.011	-0.115	0.013
NCU04742	0.956	0.879	NA	0.893	0.833	NA	-0.077	NA	-0.06	NA
NCU04743	0.948	0.906	NA	0.853	0.875	NA	-0.041	NA	0.022	NA
NCU04744	0.975	0.94	0.702	0.88	0.872	0.683	-0.035	-0.272	-0.008	-0.197
NCU04746	0.867	0.899	NA	0.798	0.783	NA	0.032	NA	-0.014	NA
NCU04747	0.898	0.92	NA	0.877	0.797	NA	0.022	NA	-0.08	NA
NCU04748	0.761	1	NA	0.732	0.898	NA	0.239	NA	0.166	NA
NCU04749	0.912	0.74	NA	0.834	0.649	NA	-0.172	NA	-0.185	NA
NCU04750	0.931	0.81	0.714	0.849	0.713	0.656	-0.12	-0.216	-0.137	-0.193
NCU04751	0.92	0.858	NA	0.897	0.794	NA	-0.062	NA	-0.103	NA
NCU04752	0.889	0.706	NA	0.863	0.684	NA	-0.184	NA	-0.179	NA
NCU04753	0.956	0.694	NA	0.937	0.684	NA	-0.262	NA	-0.253	NA
NCU04754	0.956	0.821	NA	0.92	0.754	NA	-0.135	NA	-0.166	NA
NCU04755	0.892	0.892	NA	0.851	0.743	NA	0	NA	-0.108	NA
NCU04757	0.975	0.898	0.751	0.883	0.857	0.773	-0.077	-0.223	-0.026	-0.11
NCU04759	1	0.799	NA	0.997	0.735	NA	-0.201	NA	-0.262	NA
NCU04760	0.974	0.755	0.778	0.926	0.769	0.751	-0.219	-0.197	-0.157	-0.175
NCU04761	1	0.842	NA	0.979	0.799	NA	-0.158	NA	-0.179	NA
NCU04762	0.903	0.93	0.92	0.888	0.88	0.821	0.027	0.017	-0.009	-0.068
NCU04764	0.975	0.827	0.706	0.934	0.794	0.6	-0.148	-0.269	-0.139	-0.334
NCU04765	0.931	0.948	0.799	0.918	0.918	0.785	0.017	-0.131	-0	-0.133
NCU04766	0.827	0.829	0.758	0.713	0.715	0.71	0.002	-0.069	0.001	-0.003
NCU04767	0.802	0.939	0.827	0.701	0.837	0.693	0.137	0.026	0.136	-0.008
NCU04768	0.912	0.898	NA	0.848	0.808	NA	-0.014	NA	-0.04	NA
NCU04770	0.974	0.729	NA	0.865	0.683	NA	-0.245	NA	-0.183	NA
NCU04771	0.872	0.74	0.675	0.789	0.744	0.616	-0.132	-0.197	-0.045	-0.174
NCU04772	0.92	0.892	0.859	0.897	0.84	0.75	-0.028	-0.061	-0.058	-0.148
NCU04773	1	0.892	NA	0.967	0.77	NA	-0.108	NA	-0.196	NA
NCU04774	0.859	0.94	0.761	0.827	0.88	NA	0.081	-0.098	0.053	NA
NCU04775	0.835	0.975	0.925	0.816	0.919	NA	0.139	0.089	0.103	NA
NCU04776	0.757	0.948	0.765	0.74	0.794	0.724	0.19	0.007	0.053	-0.017
NCU04777	0.94	0.859	NA	0.88	0.871	NA	-0.081	NA	-0.008	NA
NCU04778	0.929	0.939	NA	0.893	0.869	NA	0.01	NA	-0.024	NA
NCU04779	0.731	0.75	0.983	0.717	0.672	0.906	0.018	0.251	-0.046	0.188
NCU04780	0.974	0.805	NA	0.945	0.818	NA	-0.169	NA	-0.128	NA
NCU04781	0.886	0.822	NA	0.909	0.811	NA	-0.064	NA	-0.098	NA
NCU04782	0.84	0.868	0.783	0.839	0.72	0.762	0.028	-0.057	-0.119	-0.077
NCU04783	0.94	0.886	0.828	0.838	0.784	0.777	-0.054	-0.112	-0.054	-0.061
NCU04784	0.992	0.854	NA	0.878	0.842	NA	-0.138	NA	-0.036	NA
NCU04785	0.706	0.939	NA	0.691	0.88	NA	0.233	NA	0.189	NA
NCU04786	0.892	0.899	0.732	0.838	0.785	0.687	0.006	-0.16	-0.053	-0.15
NCU04787	0.903	0.795	NA	0.874	0.699	NA	-0.108	NA	-0.175	NA
NCU04788	0.93	0.899	0.758	0.792	0.847	0.704	-0.032	-0.172	0.055	-0.087
NCU04789	0.896	0.784	0.842	0.758	0.727	0.752	-0.112	-0.054	-0.03	-0.006
NCU04790	0.992	0.882	NA	0.9	0.801	NA	-0.11	NA	-0.099	NA
NCU04791	0.975	0.863	0.664	0.931	0.826	0.694	-0.111	-0.31	-0.105	-0.237
NCU04794	0.974	0.882	NA	0.884	0.79	NA	-0.093	NA	-0.094	NA
NCU04795	0.824	0.829	NA	0.828	0.771	NA	0.005	NA	-0.057	NA
NCU04796	0.983	0.79	NA	0.95	0.755	NA	-0.193	NA	-0.195	NA
NCU04797	0.931	0.832	0.825	0.884	0.827	NA	-0.099	-0.105	-0.057	NA
NCU04798	0.931	0.804	0.791	0.845	0.831	0.691	-0.127	-0.14	-0.015	-0.155
NCU04799	0.956	0.799	NA	0.937	0.742	NA	-0.157	NA	-0.195	NA
NCU04800	0.859	0.928	NA	0.813	0.886	NA	0.069	NA	0.073	NA
NCU04801	0.939	0.859	0.829	0.907	0.818	0.778	-0.08	-0.11	-0.089	-0.129
NCU04802	0.956	0.859	NA	0.837	0.767	NA	-0.097	NA	-0.071	NA
NCU04803	0.974	0.756	NA	0.939	0.661	NA	-0.218	NA	-0.278	NA
NCU04804	0.974	0.831	NA	0.878	0.777	NA	-0.144	NA	-0.101	NA
NCU04805	0.948	0.714	0.744	0.849	0.703	0.669	-0.234	-0.205	-0.146	-0.18
NCU04806	0.93	0.939	0.849	0.873	0.941	0.763	0.009	-0.081	0.068	-0.11
NCU04807	0.975	0.858	0.807	0.875	0.861	0.673	-0.117	-0.167	-0.014	-0.202
NCU04808	0.801	0.859	NA	0.782	0.775	NA	0.058	NA	-0.006	NA
NCU04809	0.931	0.816	NA	0.872	0.732	NA	-0.115	NA	-0.14	NA
NCU04810	0.903	0.845	0.751	0.861	0.81	0.726	-0.058	-0.153	-0.051	-0.135
NCU04811	0.901	0.844	0.975	0.836	0.785	0.86	-0.057	0.074	-0.051	0.024
NCU04812	0.956	0.939	NA	0.886	0.924	NA	-0.017	NA	0.038	NA
NCU04813	0.829	0.875	NA	0.796	0.81	NA	0.046	NA	0.014	NA
NCU04814	0.904	0.827	NA	0.82	0.823	NA	-0.078	NA	0.003	NA
NCU04815	0.811	0.948	0.801	0.78	0.869	0.79	0.137	-0.01	0.088	0.009
NCU04816	1	0.898	0.778	0.916	0.765	0.722	-0.102	-0.222	-0.151	-0.194
NCU04817	0.868	0.804	NA	0.822	0.716	NA	-0.065	NA	-0.106	NA
NCU04818	0.904	0.903	NA	0.85	0.83	NA	-0.001	NA	-0.02	NA
NCU04819	0.827	0.869	NA	0.774	0.801	NA	0.042	NA	0.027	NA
NCU04821	1	0.838	NA	0.93	0.766	NA	-0.162	NA	-0.165	NA
NCU04822	0.855	0.728	NA	0.815	0.665	NA	-0.127	NA	-0.149	NA
NCU04823	0.765	0.957	0.849	0.734	0.843	0.837	0.193	0.085	0.108	0.103
NCU04824	0.871	0.825	0.872	0.809	0.777	0.849	-0.046	0.002	-0.031	0.041
NCU04825	0.956	0.829	NA	0.795	0.747	NA	-0.127	NA	-0.048	NA
NCU04826	0.925	0.767	NA	0.846	0.665	NA	-0.157	NA	-0.181	NA
NCU04827	0.903	0.729	0.795	0.818	0.684	0.716	-0.174	-0.108	-0.134	-0.102
NCU04830	0.892	0.911	0.875	0.854	0.789	0.77	0.019	-0.018	-0.065	-0.084
NCU04832	0.94	0.784	NA	0.951	0.778	NA	-0.156	NA	-0.172	NA
NCU04834	0.886	0.892	0.691	0.835	0.791	0.672	0.006	-0.195	-0.044	-0.163
NCU04835	0.918	0.882	0.728	0.918	0.783	0.596	-0.036	-0.19	-0.136	-0.322
NCU04837	1	0.719	NA	0.913	0.72	NA	-0.281	NA	-0.193	NA
NCU04838	0.819	0.875	0.811	0.715	0.723	0.73	0.056	-0.008	0.008	0.016
NCU04840	0.948	0.882	0.913	0.876	0.79	0.843	-0.067	-0.035	-0.086	-0.033
NCU04841	0.983	0.886	NA	0.901	0.767	NA	-0.097	NA	-0.134	NA
NCU04843	1	0.755	NA	0.997	0.679	NA	-0.245	NA	-0.318	NA
NCU04844	0.956	0.731	NA	0.87	0.708	NA	-0.224	NA	-0.162	NA
NCU04845	0.956	0.875	NA	0.86	0.803	NA	-0.081	NA	-0.057	NA
NCU04847	0.983	0.817	NA	0.929	0.821	NA	-0.166	NA	-0.108	NA
NCU04848	0.94	0.824	0.795	0.849	0.724	0.766	-0.116	-0.145	-0.125	-0.083
NCU04850	0.975	0.793	NA	0.937	0.718	NA	-0.182	NA	-0.219	NA
NCU04851	0.956	0.872	0.725	0.876	0.866	0.698	-0.084	-0.231	-0.01	-0.178
NCU04852	0.81	0.783	NA	0.76	0.644	NA	-0.027	NA	-0.116	NA
NCU04853	0.975	0.807	NA	0.889	0.77	NA	-0.167	NA	-0.119	NA
NCU04854	0.892	0.992	0.92	0.845	0.947	0.885	0.099	0.028	0.102	0.04
NCU04855	0.854	0.838	0.801	0.779	0.8	0.803	-0.016	-0.053	0.02	0.023
NCU04856	0.983	0.827	0.849	0.922	0.724	0.746	-0.156	-0.134	-0.198	-0.177
NCU04857	0.795	0.983	0.81	0.726	0.926	0.775	0.188	0.015	0.2	0.049
NCU04859	0.892	0.918	0.793	0.783	0.812	0.755	0.025	-0.1	0.029	-0.028
NCU04860	0.739	0.872	NA	0.745	0.746	NA	0.133	NA	0.001	NA
NCU04861	0.892	0.886	NA	0.811	0.787	NA	-0.006	NA	-0.024	NA
NCU04862	0.729	0.774	0.974	0.625	0.639	0.868	0.044	0.245	0.014	0.243
NCU04865	0.948	0.992	NA	0.875	0.855	NA	0.043	NA	-0.02	NA
NCU04866	0.974	0.752	NA	0.954	0.767	NA	-0.222	NA	-0.187	NA
NCU04867	0.732	NA	0.983	0.738	NA	0.895	NA	0.251	NA	0.158
NCU04869	0.974	0.822	NA	0.85	0.737	NA	-0.152	NA	-0.113	NA
NCU04870	1	1	NA	0.921	0.956	NA	0	NA	0.035	NA
NCU04871	0.94	0.93	NA	0.89	0.875	NA	-0.01	NA	-0.015	NA
NCU04872	0.903	0.923	NA	0.863	0.937	NA	0.02	NA	0.074	NA
NCU04873	0.903	0.756	NA	0.812	0.695	NA	-0.147	NA	-0.117	NA
NCU04874	0.931	0.811	0.896	0.938	0.721	0.79	-0.12	-0.035	-0.217	-0.148
NCU04875	0.719	NA	NA	0.702	NA	NA	NA	NA	NA	NA
NCU04876	0.957	0.898	NA	0.833	0.784	NA	-0.06	NA	-0.049	NA
NCU04877	0.974	0.829	NA	0.872	0.791	NA	-0.145	NA	-0.081	NA
NCU04879	0.975	0.845	NA	0.87	0.786	NA	-0.129	NA	-0.084	NA
NCU04880	0.931	0.892	NA	0.873	0.835	NA	-0.038	NA	-0.038	NA
NCU04881	0.911	0.75	0.903	0.85	0.685	NA	-0.162	-0.008	-0.165	NA
NCU04882	0.975	0.827	NA	0.858	0.747	NA	-0.147	NA	-0.111	NA
NCU04883	0.903	0.801	0.771	0.846	0.785	0.719	-0.102	-0.132	-0.061	-0.127
NCU04884	0.903	0.822	0.691	0.854	0.674	0.603	-0.081	-0.212	-0.18	-0.251
NCU04885	0.903	0.974	NA	0.844	0.811	NA	0.071	NA	-0.032	NA
NCU04886	0.903	0.804	NA	0.759	0.697	NA	-0.099	NA	-0.062	NA
NCU04887	0.975	0.898	NA	0.837	0.806	NA	-0.077	NA	-0.031	NA
NCU04888	0.925	0.838	NA	0.878	0.783	NA	-0.087	NA	-0.095	NA
NCU04889	0.992	0.892	NA	0.936	0.776	NA	-0.099	NA	-0.16	NA
NCU04890	0.992	0.907	NA	0.913	0.799	NA	-0.084	NA	-0.113	NA
NCU04891	0.974	0.825	NA	0.897	0.768	NA	-0.149	NA	-0.129	NA
