# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YJL009W	0.84	0.786	NA	0.797	0.75	NA	-0.054	NA	-0.047	NA
YJL010C	0.861	0.923	NA	0.814	0.864	NA	0.062	NA	0.049	NA
YJL011C	0.821	0.859	NA	0.819	0.777	NA	0.038	NA	-0.042	NA
YJL012C	0.839	0.839	NA	0.792	0.838	NA	0	NA	0.046	NA
YJL013C	0.88	0.79	NA	0.823	0.758	NA	-0.09	NA	-0.064	NA
YJL014W	0.946	0.786	NA	0.919	0.719	NA	-0.16	NA	-0.2	NA
YJL015C	0.893	0.839	NA	0.79	0.799	NA	-0.054	NA	0.009	NA
YJL016W	0.959	0.726	NA	0.962	0.665	NA	-0.233	NA	-0.297	NA
YJL019W	0.86	0.852	NA	0.775	0.857	NA	-0.008	NA	0.082	NA
YJL020C	0.88	0.796	NA	0.856	0.755	NA	-0.084	NA	-0.101	NA
YJL020W-A	0.797	0.777	NA	0.79	0.709	NA	-0.02	NA	-0.081	NA
YJL022W	0.723	0.861	NA	0.712	0.778	NA	0.138	NA	0.066	NA
YJL023C	0.911	0.843	NA	0.871	0.733	NA	-0.068	NA	-0.138	NA
YJL024C	0.946	0.795	NA	0.875	0.783	NA	-0.15	NA	-0.092	NA
YJL025W	0.88	0.806	NA	0.827	0.756	NA	-0.073	NA	-0.07	NA
YJL026C-A	0.964	0.852	NA	0.897	0.765	NA	-0.112	NA	-0.132	NA
YJL026W	0.87	0.738	NA	0.834	0.649	NA	-0.132	NA	-0.185	NA
YJL027C	0.881	NA	NA	0.782	NA	NA	NA	NA	NA	NA
YJL028W	0.795	0.83	NA	0.655	0.772	NA	0.035	NA	0.117	NA
YJL029C	0.886	0.824	NA	0.822	0.773	NA	-0.062	NA	-0.049	NA
YJL030W	0.807	0.84	NA	0.763	0.806	NA	0.034	NA	0.044	NA
YJL031C	0.901	0.753	NA	0.839	NA	NA	-0.148	NA	NA	NA
YJL032W	0.822	0.822	NA	0.817	0.782	NA	0	NA	-0.035	NA
YJL033W	0.896	0.881	NA	0.876	0.851	NA	-0.015	NA	-0.025	NA
YJL034W	0.87	0.815	NA	0.854	0.753	NA	-0.054	NA	-0.101	NA
YJL035C	0.884	0.831	NA	0.791	0.814	NA	-0.053	NA	0.023	NA
YJL036W	0.798	0.745	NA	0.731	0.698	NA	-0.053	NA	-0.032	NA
YJL037W	0.917	0.893	NA	0.894	0.845	NA	-0.024	NA	-0.049	NA
YJL038C	0.852	0.86	NA	0.837	0.798	NA	0.008	NA	-0.039	NA
YJL039C	1	0.896	NA	0.97	NA	NA	-0.104	NA	NA	NA
YJL041W	1	0.964	NA	0.865	0.895	NA	-0.036	NA	0.03	NA
YJL042W	0.777	0.723	NA	0.728	0.665	NA	-0.054	NA	-0.063	NA
YJL043W	0.849	0.884	NA	0.782	0.816	NA	0.036	NA	0.034	NA
YJL044C	0.911	0.88	0.717	0.857	0.825	0.702	-0.031	-0.194	-0.033	-0.155
YJL045W	0.902	0.834	NA	0.885	0.829	NA	-0.068	NA	-0.056	NA
YJL046W	0.884	0.709	NA	0.814	NA	NA	-0.175	NA	NA	NA
YJL047C-A	0.919	0.897	NA	0.871	0.835	NA	-0.022	NA	-0.036	NA
YJL047C	0.964	0.884	NA	0.873	NA	NA	-0.079	NA	NA	NA
YJL048C	0.937	0.878	NA	0.925	NA	NA	-0.06	NA	NA	NA
YJL049W	0.787	0.797	NA	0.732	0.812	NA	0.01	NA	0.08	NA
YJL050W	0.88	0.765	NA	0.827	0.678	NA	-0.115	NA	-0.149	NA
YJL051W	0.754	0.798	NA	0.744	0.73	NA	0.045	NA	-0.014	NA
YJL052C-A	0.72	0.774	NA	0.677	0.781	NA	0.054	NA	0.104	NA
YJL052W	0.982	0.824	NA	0.963	0.804	NA	-0.158	NA	-0.16	NA
YJL053W	0.884	0.886	NA	0.824	0.822	NA	0.002	NA	-0.003	NA
YJL054W	0.834	0.746	NA	0.835	0.734	NA	-0.088	NA	-0.101	NA
YJL055W	0.782	0.886	NA	0.78	0.761	NA	0.104	NA	-0.019	NA
YJL056C	0.857	0.764	NA	0.826	NA	NA	-0.093	NA	NA	NA
YJL057C	0.937	0.813	NA	0.857	0.798	NA	-0.125	NA	-0.059	NA
YJL058C	0.884	0.83	NA	0.829	0.809	NA	-0.054	NA	-0.019	NA
YJL059W	0.884	0.964	NA	0.843	0.907	NA	0.079	NA	0.063	NA
YJL060W	0.83	0.838	NA	0.755	0.806	NA	0.009	NA	0.051	NA
YJL061W	0.859	0.903	NA	0.79	0.816	NA	0.044	NA	0.026	NA
YJL062W-A	0.818	0.881	NA	0.803	0.793	NA	0.063	NA	-0.01	NA
YJL062W	0.94	0.87	NA	0.839	0.757	NA	-0.07	NA	-0.082	NA
YJL063C	0.964	0.817	NA	0.826	0.708	NA	-0.146	NA	-0.118	NA
YJL064W	0.729	0.774	NA	0.706	0.796	NA	0.045	NA	0.09	NA
YJL065C	0.946	0.921	NA	0.82	0.867	NA	-0.024	NA	0.047	NA
YJL066C	0.858	0.745	NA	0.822	0.696	NA	-0.113	NA	-0.126	NA
YJL067W	0.876	0.938	NA	0.802	0.894	NA	0.063	NA	0.093	NA
YJL068C	0.92	0.851	NA	0.886	0.819	NA	-0.07	NA	-0.067	NA
YJL069C	0.886	0.886	NA	0.817	0.832	NA	0	NA	0.015	NA
YJL070C	0.902	0.838	NA	0.755	0.801	NA	-0.063	NA	0.046	NA
YJL071W	0.87	0.684	NA	0.83	0.704	NA	-0.186	NA	-0.126	NA
YJL072C	0.762	0.782	NA	0.723	0.735	NA	0.021	NA	0.012	NA
YJL073W	0.859	0.839	NA	0.791	0.778	NA	-0.02	NA	-0.013	NA
YJL074C	0.86	0.903	NA	0.8	0.799	NA	0.043	NA	-0.001	NA
YJL075C	0.781	0.848	NA	0.768	0.798	NA	0.067	NA	0.029	NA
YJL076W	0.745	0.845	NA	0.651	0.789	NA	0.1	NA	0.138	NA
YJL077C	0.946	0.821	NA	0.812	0.777	NA	-0.124	NA	-0.035	NA
YJL077W-A	0.832	0.885	NA	0.769	0.758	NA	0.053	NA	-0.011	NA
YJL077W-B	0.745	0.861	NA	0.751	0.831	NA	0.116	NA	0.079	NA
YJL078C	0.717	0.839	NA	0.722	0.775	NA	0.121	NA	0.053	NA
YJL079C	0.911	0.726	NA	0.873	0.69	NA	-0.185	NA	-0.183	NA
YJL080C	0.86	0.852	NA	0.854	0.773	NA	-0.008	NA	-0.081	NA
YJL081C	0.902	0.815	NA	0.844	NA	NA	-0.086	NA	NA	NA
YJL082W	0.881	0.779	NA	0.861	0.722	NA	-0.102	NA	-0.139	NA
YJL083W	0.884	0.876	NA	0.783	0.823	NA	-0.009	NA	0.04	NA
YJL084C	0.94	0.726	NA	0.89	NA	NA	-0.214	NA	NA	NA
YJL085W	0.937	0.806	0.728	0.89	0.778	0.706	-0.131	-0.209	-0.112	-0.183
YJL086C	0.848	0.884	NA	0.78	0.828	NA	0.036	NA	0.047	NA
YJL087C	0.86	0.813	NA	0.808	0.763	NA	-0.047	NA	-0.045	NA
YJL088W	0.87	0.774	NA	0.795	0.71	NA	-0.096	NA	-0.085	NA
YJL089W	0.845	0.938	NA	0.826	0.869	NA	0.093	NA	0.043	NA
YJL090C	0.861	0.964	NA	0.85	0.9	NA	0.103	NA	0.051	NA
YJL091C	0.861	0.83	NA	0.827	0.763	NA	-0.031	NA	-0.064	NA
YJL092W	0.815	0.964	NA	0.733	0.83	NA	0.148	NA	0.098	NA
YJL093C	0.822	0.718	NA	0.782	0.673	NA	-0.105	NA	-0.108	NA
YJL094C	0.852	0.869	NA	0.812	0.812	NA	0.017	NA	0	NA
YJL095W	0.875	0.786	NA	0.791	0.806	NA	-0.089	NA	0.015	NA
YJL096W	0.754	0.79	NA	0.75	0.779	NA	0.036	NA	0.029	NA
YJL097W	0.92	1	NA	0.856	0.951	NA	0.08	NA	0.095	NA
YJL098W	0.938	0.806	NA	0.878	0.785	NA	-0.132	NA	-0.093	NA
YJL099W	0.777	0.982	NA	0.746	0.954	NA	0.205	NA	0.209	NA
YJL100W	0.869	0.851	NA	0.814	0.762	NA	-0.018	NA	-0.052	NA
YJL101C	0.959	0.923	NA	0.889	0.815	NA	-0.036	NA	-0.074	NA
YJL102W	0.762	0.86	NA	0.683	NA	NA	0.098	NA	NA	NA
YJL103C	0.831	0.771	0.712	0.824	0.728	0.707	-0.06	-0.119	-0.096	-0.117
YJL104W	0.938	0.893	NA	0.885	0.754	NA	-0.045	NA	-0.13	NA
YJL105W	0.982	0.807	NA	0.898	0.782	NA	-0.175	NA	-0.116	NA
YJL106W	0.786	0.797	NA	0.748	0.703	NA	0.011	NA	-0.044	NA
YJL107C	0.923	0.937	NA	0.825	0.824	NA	0.015	NA	-0.001	NA
YJL108C	0.702	0.782	NA	0.659	0.764	NA	0.08	NA	0.105	NA
YJL109C	0.923	0.964	NA	0.881	0.832	NA	0.041	NA	-0.05	NA
YJL110C	0.861	0.886	NA	0.782	0.853	NA	0.026	NA	0.071	NA
YJL111W	1	0.848	NA	0.872	0.824	NA	-0.152	NA	-0.047	NA
YJL112W	0.964	0.94	0.964	0.906	0.902	0.861	-0.023	0	-0.004	-0.045
YJL115W	0.958	0.813	NA	0.922	0.775	NA	-0.146	NA	-0.147	NA
YJL116C	0.946	0.893	NA	0.901	0.82	NA	-0.053	NA	-0.082	NA
YJL117W	0.946	1	NA	0.803	0.906	NA	0.054	NA	0.103	NA
YJL118W	0.86	0.777	NA	0.881	NA	NA	-0.082	NA	NA	NA
YJL119C	0.964	0.982	NA	0.847	0.881	NA	0.018	NA	0.034	NA
YJL120W	0.777	0.815	NA	0.732	0.781	NA	0.039	NA	0.049	NA
YJL121C	1	0.737	NA	0.96	0.671	NA	-0.263	NA	-0.289	NA
YJL122W	0.946	0.982	NA	0.884	0.937	NA	0.036	NA	0.053	NA
YJL123C	0.982	0.921	NA	0.86	0.84	NA	-0.061	NA	-0.02	NA
YJL124C	1	0.862	0.726	0.925	0.828	0.671	-0.138	-0.274	-0.097	-0.254
YJL125C	0.937	0.897	0.822	0.879	0.861	0.817	-0.04	-0.115	-0.018	-0.062
YJL126W	0.815	0.902	NA	0.801	0.81	NA	0.086	NA	0.009	NA
YJL127C-B	0.869	NA	NA	0.869	NA	NA	NA	NA	NA	NA
YJL127C	0.807	0.755	NA	0.792	0.742	NA	-0.052	NA	-0.05	NA
YJL127W-A	0.702	0.729	NA	0.669	NA	NA	0.026	NA	NA	NA
YJL128C	0.958	0.777	NA	0.879	0.739	NA	-0.181	NA	-0.139	NA
YJL129C	0.964	0.922	NA	0.934	0.864	NA	-0.042	NA	-0.069	NA
YJL130C	0.897	0.815	NA	0.85	0.739	NA	-0.082	NA	-0.112	NA
YJL131C	0.798	0.86	NA	0.693	0.767	NA	0.061	NA	0.074	NA
YJL132W	0.958	0.755	NA	0.939	0.727	NA	-0.204	NA	-0.213	NA
YJL133C-A	0.843	0.83	NA	0.818	0.721	NA	-0.013	NA	-0.097	NA
YJL133W	0.861	0.795	NA	0.833	0.767	NA	-0.066	NA	-0.066	NA
YJL134W	1	0.765	NA	0.956	NA	NA	-0.235	NA	NA	NA
YJL135W	0.744	0.938	NA	0.708	0.837	NA	0.195	NA	0.129	NA
YJL136C	0.982	0.781	NA	0.948	0.719	NA	-0.201	NA	-0.229	NA
YJL136W-A	1	0.904	NA	0.93	NA	NA	-0.096	NA	NA	NA
YJL137C	0.839	0.881	NA	0.763	0.783	NA	0.042	NA	0.02	NA
YJL138C	0.92	0.902	NA	0.87	0.871	NA	-0.018	NA	0.002	NA
YJL139C	0.959	0.92	0.815	0.901	0.854	0.797	-0.039	-0.143	-0.047	-0.105
YJL140W	1	0.805	0.764	0.931	0.807	0.735	-0.195	-0.236	-0.125	-0.196
YJL141C	0.911	0.929	NA	0.849	0.864	NA	0.018	NA	0.015	NA
YJL142C	0.947	0.845	NA	0.895	NA	NA	-0.103	NA	NA	NA
YJL143W	0.821	0.795	NA	0.7	0.712	NA	-0.026	NA	0.013	NA
YJL144W	0.881	0.763	NA	0.851	0.685	NA	-0.118	NA	-0.166	NA
YJL145W	0.959	0.886	NA	0.861	0.876	NA	-0.073	NA	0.015	NA
YJL146W	1	0.849	NA	0.929	0.8	NA	-0.151	NA	-0.129	NA
YJL147C	0.824	0.958	NA	0.816	0.858	NA	0.134	NA	0.042	NA
YJL148W	0.834	0.774	NA	0.864	0.751	NA	-0.061	NA	-0.113	NA
YJL149W	0.87	0.774	NA	0.825	0.756	NA	-0.096	NA	-0.069	NA
YJL150W	0.848	0.982	NA	0.764	0.864	NA	0.134	NA	0.1	NA
YJL151C	0.937	0.848	NA	0.909	0.762	NA	-0.09	NA	-0.146	NA
YJL152W	0.799	0.768	NA	0.774	0.772	NA	-0.031	NA	-0.002	NA
YJL153C	0.964	0.923	NA	0.908	0.841	NA	-0.041	NA	-0.067	NA
YJL154C	0.946	0.675	NA	0.91	NA	NA	-0.271	NA	NA	NA
YJL155C	0.947	0.886	NA	0.855	0.845	NA	-0.061	NA	-0.01	NA
YJL156C	0.815	0.886	NA	0.76	0.796	NA	0.071	NA	0.036	NA
YJL156W-A	0.735	0.876	NA	0.717	0.902	NA	0.141	NA	0.185	NA
YJL157C	0.848	0.851	NA	0.806	0.785	NA	0.003	NA	-0.021	NA
YJL158C	0.959	0.911	NA	0.923	0.809	NA	-0.048	NA	-0.114	NA
YJL159W	0.923	0.717	NA	0.904	0.663	NA	-0.205	NA	-0.241	NA
YJL160C	0.92	0.959	NA	0.791	0.886	NA	0.039	NA	0.095	NA
YJL161W	0.79	0.726	NA	0.749	0.741	NA	-0.064	NA	-0.008	NA
YJL162C	0.754	0.852	NA	0.74	0.808	NA	0.098	NA	0.068	NA
YJL163C	0.964	0.802	NA	0.798	0.804	NA	-0.161	NA	0.006	NA
YJL164C	0.719	0.982	0.675	0.706	0.908	0.683	0.263	-0.044	0.201	-0.023
YJL165C	0.964	0.818	NA	0.953	NA	NA	-0.145	NA	NA	NA
YJL166W	0.886	0.79	NA	0.83	0.817	NA	-0.096	NA	-0.013	NA
YJL167W	0.937	0.779	NA	0.866	0.687	NA	-0.159	NA	-0.18	NA
YJL168C	0.834	0.881	NA	0.784	0.727	NA	0.047	NA	-0.057	NA
YJL169W	1	0.938	NA	0.898	0.819	NA	-0.062	NA	-0.078	NA
YJL170C	0.947	0.922	NA	0.855	0.829	NA	-0.025	NA	-0.026	NA
YJL171C	0.893	0.675	NA	0.866	0.634	NA	-0.218	NA	-0.232	NA
YJL172W	0.884	0.777	NA	0.858	0.753	NA	-0.107	NA	-0.105	NA
YJL173C	1	0.77	NA	0.954	0.754	NA	-0.23	NA	-0.201	NA
YJL174W	0.886	0.79	NA	0.878	0.745	NA	-0.096	NA	-0.133	NA
YJL175W	0.777	0.807	NA	0.711	0.736	NA	0.03	NA	0.024	NA
YJL176C	0.869	0.929	NA	0.768	0.812	NA	0.061	NA	0.044	NA
YJL177W	0.959	0.848	NA	0.937	0.798	NA	-0.111	NA	-0.139	NA
YJL178C	0.904	0.798	0.806	0.827	0.754	0.753	-0.106	-0.098	-0.073	-0.074
YJL179W	0.947	0.937	0.774	0.885	0.866	0.739	-0.01	-0.173	-0.02	-0.146
YJL180C	0.841	0.817	NA	0.833	0.797	NA	-0.023	NA	-0.035	NA
YJL181W	0.861	0.822	NA	0.813	0.753	NA	-0.038	NA	-0.059	NA
YJL182C	0.807	0.923	NA	0.777	0.852	NA	0.116	NA	0.075	NA
YJL183W	0.959	0.763	NA	0.865	0.704	NA	-0.196	NA	-0.161	NA
YJL184W	0.83	0.833	0.901	0.825	0.76	0.834	0.003	0.071	-0.065	0.009
YJL185C	0.848	0.904	NA	0.774	0.805	NA	0.056	NA	0.03	NA
YJL186W	0.923	0.946	NA	0.853	0.843	NA	0.023	NA	-0.009	NA
YJL187C	0.851	0.802	NA	0.809	0.75	NA	-0.049	NA	-0.06	NA
YJL188C	0.893	0.938	NA	0.801	0.873	NA	0.045	NA	0.072	NA
YJL189W	0.929	1	NA	0.895	0.926	NA	0.071	NA	0.031	NA
YJL190C	0.94	0.738	0.807	0.902	0.689	0.742	-0.203	-0.134	-0.213	-0.16
YJL191W	0.921	0.754	0.726	0.908	0.726	0.689	-0.167	-0.196	-0.182	-0.219
YJL192C	0.845	0.786	NA	0.772	0.73	NA	-0.059	NA	-0.043	NA
YJL193W	0.922	0.946	NA	0.787	0.878	NA	0.023	NA	0.09	NA
YJL194W	0.718	0.845	NA	0.732	0.809	NA	0.127	NA	0.077	NA
YJL195C	0.735	0.86	NA	0.715	0.842	NA	0.125	NA	0.127	NA
YJL196C	0.859	0.807	NA	0.794	0.777	NA	-0.052	NA	-0.017	NA
YJL197C-A	0.788	0.964	NA	0.77	0.896	NA	0.175	NA	0.126	NA
YJL197W	0.923	0.81	NA	0.873	0.695	NA	-0.112	NA	-0.178	NA
YJL198W	0.834	0.923	NA	0.738	0.852	NA	0.089	NA	0.114	NA
YJL199C	0.764	0.851	NA	0.732	0.761	NA	0.086	NA	0.029	NA
YJL200C	0.765	0.84	NA	0.764	0.768	NA	0.075	NA	0.004	NA
YJL201W	0.862	0.786	NA	0.787	0.731	NA	-0.076	NA	-0.056	NA
YJL202C	0.929	0.832	NA	0.89	0.791	NA	-0.098	NA	-0.099	NA
YJL203W	0.884	0.851	NA	0.803	0.838	NA	-0.034	NA	0.036	NA
YJL204C	0.959	0.764	NA	0.861	NA	NA	-0.195	NA	NA	NA
YJL205C	0.906	0.902	0.893	0.828	0.836	0.75	-0.004	-0.013	0.008	-0.077
YJL206C	0.843	0.86	NA	0.804	0.778	NA	0.017	NA	-0.026	NA
YJL207C	0.923	0.964	NA	0.779	0.895	NA	0.041	NA	0.115	NA
YJL208C	0.87	0.859	NA	0.864	0.807	NA	-0.011	NA	-0.057	NA
YJL209W	0.86	1	0.845	0.791	0.892	0.73	0.14	-0.015	0.101	-0.061
YJL210W	0.851	0.702	NA	0.762	0.734	NA	-0.148	NA	-0.028	NA
YJL211C	0.897	0.764	NA	0.909	0.72	NA	-0.133	NA	-0.189	NA
YJL212C	0.84	0.92	NA	0.807	0.854	NA	0.08	NA	0.047	NA
YJL213W	0.77	0.738	NA	0.707	NA	NA	-0.033	NA	NA	NA
YJL214W	0.911	0.881	NA	0.865	0.775	NA	-0.03	NA	-0.09	NA
YJL215C	0.923	0.86	NA	0.836	0.805	NA	-0.063	NA	-0.031	NA
YJL216C	0.947	0.866	NA	0.927	0.873	NA	-0.081	NA	-0.055	NA
YJL217W	0.946	0.87	0.735	0.909	0.777	0.631	-0.076	-0.211	-0.132	-0.278
YJL218W	1	0.768	NA	0.901	0.649	NA	-0.232	NA	-0.252	NA
YJL219W	0.87	0.815	NA	0.81	0.78	NA	-0.054	NA	-0.031	NA
YJL220W	0.717	0.959	NA	0.702	0.811	NA	0.242	NA	0.109	NA
YJL221C	0.923	0.922	NA	0.818	0.873	NA	-0	NA	0.055	NA
YJL222W-A	0.844	0.754	NA	0.781	0.724	NA	-0.09	NA	-0.057	NA
YJL222W-B	0.884	0.881	NA	0.836	NA	NA	-0.003	NA	NA	NA
YJL222W	0.946	0.815	NA	0.895	0.736	NA	-0.13	NA	-0.158	NA
YJL223C	0.923	0.813	NA	0.913	0.805	NA	-0.109	NA	-0.108	NA
YJL225C	0.959	0.86	NA	0.944	0.79	NA	-0.099	NA	-0.154	NA
YJL225W-A	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YJR001W	0.815	0.838	NA	0.752	0.794	NA	0.023	NA	0.042	NA
YJR002W	0.923	0.815	NA	0.83	0.799	NA	-0.107	NA	-0.031	NA
YJR003C	0.964	0.903	NA	0.891	0.812	NA	-0.061	NA	-0.08	NA
YJR004C	0.982	0.774	NA	0.896	0.757	NA	-0.208	NA	-0.139	NA
YJR005C-A	0.87	0.824	NA	0.832	0.758	NA	-0.046	NA	-0.074	NA
YJR005W	0.717	0.815	NA	0.715	0.827	NA	0.098	NA	0.112	NA
YJR006W	0.824	0.94	NA	0.737	0.847	NA	0.117	NA	0.11	NA
YJR007W	0.964	0.745	NA	0.89	0.706	NA	-0.219	NA	-0.184	NA
YJR008W	0.947	0.84	0.804	0.884	0.777	0.714	-0.107	-0.143	-0.107	-0.171
YJR009C	0.982	0.762	0.911	0.963	0.762	0.854	-0.22	-0.071	-0.202	-0.11
YJR010C-A	0.807	0.94	NA	0.755	0.914	NA	0.134	NA	0.16	NA
YJR010W	0.906	0.896	NA	0.893	0.831	NA	-0.01	NA	-0.062	NA
YJR011C	0.675	0.815	NA	0.699	0.76	NA	0.141	NA	0.06	NA
YJR012C	0.921	0.745	NA	0.856	0.703	NA	-0.176	NA	-0.154	NA
YJR013W	0.958	0.921	NA	0.876	0.786	NA	-0.037	NA	-0.09	NA
YJR014W	0.959	0.768	NA	0.886	0.708	NA	-0.191	NA	-0.178	NA
YJR015W	0.839	0.825	NA	0.809	0.779	NA	-0.015	NA	-0.03	NA
YJR016C	0.896	0.878	NA	0.895	0.828	NA	-0.018	NA	-0.066	NA
YJR017C	0.857	0.883	NA	0.759	0.817	NA	0.026	NA	0.059	NA
YJR018W	0.883	0.786	NA	0.79	0.693	NA	-0.097	NA	-0.097	NA
YJR019C	1	0.982	NA	0.9	0.877	NA	-0.018	NA	-0.023	NA
YJR020W	0.764	0.763	NA	0.698	0.697	NA	-0.001	NA	-0	NA
YJR021C	0.959	0.851	NA	0.881	0.82	NA	-0.107	NA	-0.061	NA
YJR022W	0.893	0.737	NA	0.814	0.686	NA	-0.156	NA	-0.128	NA
YJR023C	0.702	0.832	NA	0.721	0.777	NA	0.129	NA	0.056	NA
YJR024C	0.824	0.94	NA	0.761	0.859	NA	0.116	NA	0.098	NA
YJR025C	1	0.893	0.875	0.931	0.827	0.767	-0.107	-0.125	-0.104	-0.164
YJR030C	0.799	0.87	NA	0.704	0.783	NA	0.071	NA	0.08	NA
YJR031C	0.982	0.779	NA	0.943	0.7	NA	-0.203	NA	-0.243	NA
YJR032W	0.842	0.839	NA	0.798	0.832	NA	-0.002	NA	0.034	NA
YJR033C	0.763	0.838	NA	0.685	0.721	NA	0.076	NA	0.036	NA
YJR034W	0.921	0.804	NA	0.881	0.7	NA	-0.117	NA	-0.181	NA
YJR035W	0.86	0.886	NA	0.845	0.814	NA	0.027	NA	-0.031	NA
YJR036C	0.86	0.83	NA	0.888	0.769	NA	-0.03	NA	-0.119	NA
YJR037W	0.821	0.773	NA	0.827	0.718	NA	-0.049	NA	-0.109	NA
YJR038C	0.754	0.923	NA	0.702	0.866	NA	0.169	NA	0.164	NA
YJR039W	0.763	0.86	NA	0.76	0.793	NA	0.097	NA	0.034	NA
YJR040W	0.857	0.795	0.728	0.808	0.772	0.63	-0.062	-0.129	-0.036	-0.178
YJR041C	0.897	0.886	NA	0.836	0.813	NA	-0.011	NA	-0.023	NA
YJR042W	0.876	0.806	NA	0.862	0.782	NA	-0.069	NA	-0.08	NA
YJR043C	0.848	0.848	NA	0.782	0.82	NA	0	NA	0.038	NA
YJR044C	0.762	0.881	NA	0.727	0.779	NA	0.119	NA	0.052	NA
YJR045C	0.94	0.884	NA	0.85	0.753	NA	-0.057	NA	-0.097	NA
YJR046W	0.786	0.81	NA	0.682	0.772	NA	0.024	NA	0.09	NA
YJR047C	0.947	0.923	NA	0.895	0.859	NA	-0.025	NA	-0.036	NA
YJR048W	0.964	0.825	NA	0.955	0.812	NA	-0.139	NA	-0.143	NA
YJR049C	0.855	0.844	NA	0.77	0.8	NA	-0.011	NA	0.03	NA
YJR050W	0.982	0.937	NA	0.904	0.882	NA	-0.044	NA	-0.022	NA
YJR051W	0.923	0.77	NA	0.833	0.779	NA	-0.152	NA	-0.054	NA
YJR052W	0.937	0.923	NA	0.829	0.785	NA	-0.015	NA	-0.044	NA
YJR053W	0.798	0.802	NA	0.768	0.764	NA	0.003	NA	-0.004	NA
YJR054W	1	0.911	NA	0.991	0.852	NA	-0.089	NA	-0.139	NA
YJR055W	1	0.843	NA	0.961	0.713	NA	-0.157	NA	-0.248	NA
YJR056C	0.902	0.815	NA	0.876	0.778	NA	-0.086	NA	-0.098	NA
YJR057W	0.764	0.922	NA	0.759	0.85	NA	0.158	NA	0.091	NA
YJR058C	1	0.855	NA	0.935	0.707	NA	-0.145	NA	-0.228	NA
YJR059W	0.886	0.824	NA	0.838	0.779	NA	-0.063	NA	-0.059	NA
YJR060W	0.922	0.802	NA	0.891	0.769	NA	-0.12	NA	-0.123	NA
YJR061W	0.815	NA	NA	0.814	NA	NA	NA	NA	NA	NA
YJR062C	0.728	0.795	NA	0.699	0.715	NA	0.067	NA	0.016	NA
YJR063W	0.921	0.838	NA	0.867	0.82	NA	-0.083	NA	-0.047	NA
YJR064W	0.923	0.754	NA	0.894	0.756	NA	-0.169	NA	-0.139	NA
YJR065C	0.807	0.807	NA	0.777	0.711	NA	0.001	NA	-0.066	NA
YJR066W	0.834	0.743	NA	0.769	0.721	NA	-0.091	NA	-0.048	NA
YJR067C	0.896	0.845	NA	0.828	0.763	NA	-0.051	NA	-0.064	NA
YJR068W	0.855	0.825	NA	0.822	0.854	NA	-0.03	NA	0.031	NA
YJR069C	0.903	0.824	NA	0.804	0.75	NA	-0.079	NA	-0.053	NA
YJR070C	0.947	0.729	NA	0.958	0.731	NA	-0.218	NA	-0.227	NA
YJR071W	0.824	0.765	NA	0.74	NA	NA	-0.058	NA	NA	NA
YJR072C	0.921	0.79	0.923	0.863	0.725	0.874	-0.131	0.001	-0.138	0.011
YJR073C	0.86	0.904	NA	0.811	0.793	NA	0.044	NA	-0.018	NA
YJR074W	0.754	0.822	NA	0.653	0.802	NA	0.069	NA	0.149	NA
YJR075W	0.922	0.729	NA	0.798	0.667	NA	-0.193	NA	-0.131	NA
YJR076C	0.849	0.818	NA	0.805	0.756	NA	-0.03	NA	-0.05	NA
YJR077C	0.893	0.813	NA	0.833	0.749	NA	-0.079	NA	-0.085	NA
YJR078W	0.858	1	NA	0.799	0.949	NA	0.142	NA	0.15	NA
YJR079W	1	0.729	NA	0.92	0.714	NA	-0.271	NA	-0.207	NA
YJR080C	0.893	0.901	NA	0.831	0.804	NA	0.008	NA	-0.027	NA
YJR082C	0.923	0.815	0.824	0.872	0.821	0.749	-0.107	-0.098	-0.05	-0.123
YJR083C	0.901	0.929	NA	0.826	0.92	NA	0.028	NA	0.095	NA
YJR084W	0.911	0.764	NA	0.88	NA	NA	-0.147	NA	NA	NA
YJR085C	0.884	0.777	NA	0.824	0.653	NA	-0.107	NA	-0.171	NA
YJR086W	0.921	0.852	NA	0.87	0.786	NA	-0.069	NA	-0.083	NA
YJR087W	0.86	0.832	NA	0.774	0.861	NA	-0.028	NA	0.087	NA
YJR088C	0.964	0.902	NA	0.907	0.844	NA	-0.062	NA	-0.063	NA
YJR089W	0.824	0.764	NA	0.756	NA	NA	-0.06	NA	NA	NA
YJR090C	0.923	0.946	NA	0.865	0.924	NA	0.023	NA	0.059	NA
YJR091C	0.917	0.774	NA	0.821	0.763	NA	-0.143	NA	-0.057	NA
YJR092W	0.869	0.886	NA	0.766	0.828	NA	0.018	NA	0.062	NA
YJR093C	0.866	0.702	NA	0.814	0.698	NA	-0.164	NA	-0.116	NA
