# scores_kozak_Ca.txt
# Scores of ATG context against Kozak sequence, Candida albicans
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Ca systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Oct 2018
Gene	aATG.scorekn	d1.scorekn	aATG.scorekw	d1.scorekw	d1vsan	d1vsaw
C4_02000C_A	0.918	0.847	0.892	0.781	-0.071	-0.111
C4_02010C_A	0.834	0.894	0.817	0.899	0.06	0.082
C4_02020W_A	0.871	0.959	0.869	0.927	0.088	0.058
C4_02030W_A	0.866	0.905	0.808	0.889	0.039	0.08
C4_02040W_A	0.977	0.83	0.977	0.743	-0.146	-0.234
C4_02050W_A	0.921	0.932	0.813	0.91	0.012	0.098
C4_02060C_A	0.942	0.793	0.939	0.729	-0.149	-0.209
C4_02070W_A	0.856	0.847	0.784	0.756	-0.009	-0.028
C4_02080W_A	0.942	0.847	0.895	0.744	-0.094	-0.151
C4_02090C_A	0.95	0.863	0.94	0.771	-0.086	-0.169
C4_02100C_A	0.959	0.926	0.817	0.873	-0.033	0.056
C4_02110W_A	0.968	0.863	0.941	0.83	-0.105	-0.111
C4_02120W_A	0.998	0.936	0.924	0.838	-0.062	-0.085
C4_02130W_A	0.903	0.856	0.839	0.862	-0.047	0.023
C4_02140C_A	0.991	0.853	0.941	0.827	-0.138	-0.114
C4_02150C_A	0.825	0.879	0.673	0.875	0.054	0.202
C4_02160C_A	0.905	0.912	0.898	0.916	0.007	0.017
C4_02170C_A	0.894	0.846	0.922	0.777	-0.048	-0.145
C4_02180C_A	0.894	0.746	0.811	NA	-0.148	NA
C4_02190C_A	0.921	0.831	0.854	0.828	-0.09	-0.026
C4_02200C_A	0.967	0.991	0.886	0.932	0.024	0.046
C4_02210W_A	0.991	0.801	0.961	0.796	-0.19	-0.165
C4_02220C_A	0.932	0.889	0.837	0.857	-0.044	0.02
C4_02230C_A	0.909	0.864	0.912	0.809	-0.045	-0.103
C4_02240C_A	0.945	0.793	0.798	NA	-0.151	NA
C4_02250C_A	0.998	0.855	0.97	0.773	-0.143	-0.197
C4_02260C_A	0.943	0.918	0.861	0.885	-0.025	0.023
C4_02270C_A	0.936	0.815	0.841	0.79	-0.121	-0.051
C4_02280W_A	0.83	0.866	0.864	0.862	0.036	-0.002
C4_02290W_A	1	0.839	0.944	0.795	-0.161	-0.15
C4_02300W_A	0.945	0.959	0.89	0.872	0.015	-0.018
C4_02310W_A	0.825	NA	0.747	NA	NA	NA
C4_02320C_A	1	0.816	0.999	0.797	-0.184	-0.202
C4_02330C_A	0.87	0.904	0.86	0.836	0.034	-0.024
C4_02340W_A	0.774	0.998	0.759	0.99	0.225	0.232
C4_02360W_A	0.913	0.788	0.91	0.741	-0.125	-0.168
C4_02370C_A	1	0.889	0.983	0.855	-0.111	-0.128
C4_02380W_A	0.764	0.761	0.687	0.808	-0.003	0.121
C4_02390W_A	0.952	0.815	0.92	0.787	-0.137	-0.133
C4_02400C_A	0.922	0.783	0.885	0.639	-0.14	-0.246
C4_02410C_A	0.895	0.873	0.876	0.856	-0.022	-0.02
C4_02420C_A	0.91	0.829	0.829	0.8	-0.081	-0.029
C4_02430W_A	0.855	0.746	0.863	NA	-0.109	NA
C4_02440C_A	0.991	0.812	0.915	0.803	-0.178	-0.112
C4_02450W_A	0.844	0.718	0.773	0.725	-0.126	-0.048
C4_02460W_A	0.959	0.775	0.931	0.814	-0.185	-0.117
C4_02470C_A	0.912	0.905	0.922	0.879	-0.007	-0.042
C4_02480C_A	0.945	0.793	0.961	0.696	-0.151	-0.265
C4_02490W_A	0.843	0.746	0.876	NA	-0.097	NA
C4_02500C_A	0.773	0.824	0.787	0.768	0.051	-0.019
C4_02510W_A	0.895	0.866	0.854	0.875	-0.03	0.021
C4_02520C_A	0.734	0.821	0.756	0.737	0.087	-0.019
C4_02530W_A	0.821	0.867	0.818	0.818	0.046	0
C4_02540W_A	0.775	0.921	0.769	0.905	0.145	0.135
C4_02550C_A	0.903	0.807	0.848	0.747	-0.095	-0.1
C4_02560C_A	0.815	0.821	0.726	0.779	0.005	0.053
C4_02570C_A	0.975	0.912	0.936	0.885	-0.063	-0.051
C4_02580W_A	0.834	0.846	0.88	0.823	0.012	-0.056
C4_02590C_A	0.866	0.862	0.778	0.782	-0.004	0.004
C4_02600C_A	0.895	0.88	0.863	0.797	-0.016	-0.066
C4_02610C_A	0.968	0.775	0.918	0.742	-0.193	-0.176
C4_02620C_A	0.998	0.806	0.985	0.689	-0.192	-0.297
C4_02630C_A	0.917	0.967	0.928	0.964	0.05	0.037
C4_02640C_A	0.824	0.945	0.822	0.82	0.121	-0.002
C4_02660W_A	0.894	0.917	0.88	0.898	0.023	0.018
C4_02670W_A	0.847	0.75	0.873	0.763	-0.098	-0.111
C4_02680C_A	0.834	0.846	0.88	0.823	0.012	-0.056
C4_02690W_A	0.975	0.912	0.936	0.885	-0.063	-0.051
C4_02700W_A	0.825	0.859	0.795	0.833	0.034	0.039
C4_02710C_A	0.991	0.943	0.991	0.903	-0.048	-0.088
C4_02720C_A	0.942	0.812	0.912	0.795	-0.129	-0.118
C4_02730C_A	0.847	0.954	0.773	0.888	0.106	0.115
C4_02740W_A	0.895	0.784	0.843	0.808	-0.111	-0.035
C4_02750W_A	0.895	0.798	0.865	0.62	-0.097	-0.245
C4_02760C_A	0.959	0.902	0.958	0.851	-0.058	-0.108
C4_02770C_A	0.866	0.952	0.782	0.864	0.087	0.082
C4_02780W_A	0.903	0.841	0.832	0.756	-0.061	-0.075
C4_02790C_A	0.94	0.71	0.912	0.768	-0.23	-0.144
C4_02800W_A	0.95	0.932	0.943	0.848	-0.017	-0.095
C4_02820W_A	0.918	0.796	0.867	NA	-0.122	NA
C4_02830C_A	0.991	0.932	0.915	0.932	-0.058	0.016
C4_02840C_A	0.846	0.843	0.847	0.86	-0.003	0.013
C4_02850W_A	0.902	0.968	0.91	0.932	0.066	0.023
C4_02860W_A	1	0.758	0.904	0.723	-0.242	-0.181
C4_02870C_A	0.882	0.917	0.888	0.796	0.035	-0.091
C4_02880C_A	0.853	0.889	0.824	0.824	0.036	-0.001
C4_02890C_A	0.95	0.781	0.935	0.712	-0.169	-0.223
C4_02900C_A	0.932	0.793	0.933	0.767	-0.139	-0.166
C4_02910W_A	0.796	0.847	0.776	0.762	0.051	-0.014
C4_02920W_A	0.942	0.811	0.948	0.794	-0.13	-0.155
C4_02930W_A	1	0.801	0.948	0.846	-0.199	-0.102
C4_02940W_A	0.998	0.866	0.957	0.735	-0.133	-0.222
C4_02950C_A	0.855	0.945	0.761	0.942	0.09	0.182
C4_02960W_A	0.932	0.837	0.885	0.774	-0.096	-0.11
C4_02970C_A	0.837	0.774	0.812	0.698	-0.063	-0.114
C4_02980W_A	0.835	0.854	0.799	0.82	0.019	0.02
C4_02990C_A	0.998	0.856	0.872	0.834	-0.142	-0.038
C4_03000C_A	0.873	1	0.814	0.961	0.127	0.147
C4_03020W_A	0.913	0.912	0.905	0.856	-0.002	-0.049
C4_03030C_A	0.959	0.894	0.905	0.882	-0.066	-0.023
C4_03040W_A	0.991	0.802	0.949	0.753	-0.189	-0.195
C4_03050C_A	1	0.909	0.967	0.886	-0.091	-0.081
C4_03070W_A	0.952	0.853	0.93	0.831	-0.099	-0.1
C4_03080W_A	0.833	0.83	0.843	0.777	-0.003	-0.066
C4_03090W_A	0.959	0.775	0.948	0.751	-0.185	-0.196
C4_03100W_A	0.895	0.8	0.863	0.834	-0.096	-0.029
C4_03110W_A	0.855	0.719	0.823	0.749	-0.136	-0.074
C4_03120C_A	0.86	0.791	0.876	0.788	-0.069	-0.088
C4_03130W_A	0.831	0.752	0.757	0.653	-0.078	-0.104
C4_03140C_A	0.895	0.977	0.807	0.899	0.081	0.092
C4_03150W_A	0.691	0.846	0.726	0.77	0.155	0.044
C4_03160C_A	0.913	1	0.916	0.926	0.087	0.01
C4_03170W_A	0.932	0.796	0.9	0.782	-0.136	-0.118
C4_03180W_A	0.847	0.841	0.794	0.836	-0.005	0.043
C4_03190W_A	0.886	0.767	0.867	0.775	-0.12	-0.092
C4_03200C_A	0.91	0.879	0.89	0.831	-0.031	-0.059
C4_03230C_A	0.914	0.94	0.841	0.848	0.026	0.007
C4_03250C_A	0.879	0.86	0.856	0.837	-0.019	-0.019
C4_03270W_A	0.959	0.968	0.93	0.919	0.009	-0.01
C4_03280W_A	0.843	0.912	0.86	NA	0.069	NA
C4_03290W_A	0.942	0.793	0.916	0.84	-0.148	-0.076
C4_03300C_A	0.825	0.846	0.866	0.776	0.021	-0.089
C4_03310C_A	0.879	0.796	0.752	NA	-0.083	NA
C4_03320W_A	0.905	0.856	0.886	0.792	-0.049	-0.094
C4_03330W_A	0.889	0.834	0.78	0.839	-0.055	0.059
C4_03340C_A	0.932	0.918	0.904	0.818	-0.014	-0.085
C4_03350C_A	0.886	0.767	0.867	0.775	-0.12	-0.092
C4_03360C_A	0.91	0.902	0.902	0.851	-0.008	-0.051
C4_03370C_A	0.918	0.87	0.874	0.908	-0.048	0.034
C4_03380C_A	0.886	0.724	0.877	0.768	-0.162	-0.109
C4_03390W_A	0.855	NA	0.8	NA	NA	NA
C4_03400W_A	0.991	0.793	0.913	0.782	-0.198	-0.131
C4_03410W_A	0.912	0.914	0.903	0.843	0.002	-0.06
C4_03420C_A	0.807	0.945	0.807	0.859	0.138	0.052
C4_03430W_A	0.936	0.866	0.894	0.731	-0.07	-0.163
C4_03440C_A	0.821	0.859	0.79	0.842	0.038	0.052
C4_03450C_A	0.959	0.783	0.923	0.762	-0.177	-0.161
C4_03460C_A	0.854	0.742	0.806	0.643	-0.112	-0.164
C4_03470C_A	0.954	0.943	0.881	0.937	-0.011	0.056
C4_03480C_A	0.859	0.918	0.842	0.811	0.06	-0.031
C4_03490C_A	0.977	0.825	0.955	0.822	-0.151	-0.133
C4_03500C_A	1	0.95	0.938	0.866	-0.05	-0.072
C4_03510C_A	0.917	0.831	0.888	0.703	-0.086	-0.185
C4_03520C_A	0.94	0.95	0.942	0.858	0.01	-0.083
C4_03530W_A	0.738	0.843	0.753	0.868	0.105	0.115
C4_03540C_A	0.991	0.811	0.971	0.784	-0.179	-0.186
C4_03550W_A	0.913	0.909	0.905	0.88	-0.004	-0.025
C4_03560W_A	0.94	0.732	0.852	0.788	-0.207	-0.065
C4_03570W_A	0.918	0.801	0.849	0.738	-0.117	-0.112
C4_03580W_A	0.879	0.843	0.873	0.833	-0.036	-0.039
C4_03590C_A	0.942	0.833	0.878	0.815	-0.109	-0.063
C4_03600C_A	0.904	0.848	0.897	0.816	-0.055	-0.081
C4_03620C_A	0.659	0.977	0.61	0.849	0.317	0.239
C4_03670W_A	0.967	0.918	0.937	0.819	-0.049	-0.118
C4_03680C_A	0.772	0.846	0.797	0.867	0.074	0.069
C4_03690C_A	0.747	0.88	0.772	0.913	0.133	0.141
C4_03700W_A	0.855	0.864	0.875	0.857	0.009	-0.018
C4_03710C_A	0.811	0.864	0.843	0.814	0.052	-0.029
C4_03720C_A	0.977	0.796	0.914	0.701	-0.18	-0.213
C4_03730C_A	0.991	0.895	0.959	0.8	-0.095	-0.16
C4_03740W_A	0.975	0.998	0.959	0.987	0.023	0.028
C4_03750C_A	0.834	0.819	0.822	0.829	-0.015	0.007
C4_03760W_A	0.822	0.811	0.787	0.814	-0.011	0.027
C4_03770W_A	0.831	0.991	0.792	0.907	0.16	0.115
C4_03780C_A	0.998	0.806	0.952	0.673	-0.192	-0.279
C4_03790W_A	0.968	0.918	0.892	0.913	-0.05	0.021
C4_03800C_A	0.912	1	0.897	0.918	0.088	0.021
C4_03810W_A	0.831	0.862	0.843	0.839	0.03	-0.004
C4_03820C_A	0.824	0.889	0.861	0.887	0.065	0.026
C4_03830W_A	0.807	0.914	0.747	0.903	0.106	0.156
C4_03840C_A	0.894	0.775	0.839	0.791	-0.119	-0.048
C4_03850W_A	0.914	0.991	0.878	0.897	0.077	0.019
C4_03860C_A	0.959	0.87	0.913	0.869	-0.089	-0.044
C4_03870C_A	1	0.801	0.888	0.832	-0.199	-0.056
C4_03880W_A	0.932	0.877	0.887	0.852	-0.055	-0.035
C4_03890W_A	0.943	0.967	0.871	0.874	0.023	0.004
C4_03900C_A	0.991	0.834	0.972	0.802	-0.157	-0.17
C4_03910W_A	0.765	0.882	0.713	0.894	0.117	0.181
C4_03920W_A	0.942	0.784	0.878	0.813	-0.158	-0.065
C4_03930C_A	0.936	0.991	0.938	0.931	0.055	-0.007
C4_03940C_A	0.975	0.926	0.924	0.874	-0.049	-0.05
C4_03950C_A	0.977	0.864	0.904	0.833	-0.113	-0.071
C4_03960W_A	0.952	0.879	0.913	0.821	-0.073	-0.092
C4_03970W_A	0.887	0.839	0.798	0.779	-0.049	-0.019
C4_03990C_A	0.815	0.854	0.793	0.792	0.039	-0.001
C4_04000W_A	0.945	0.877	0.883	0.879	-0.068	-0.004
C4_04010W_A	0.932	0.829	0.905	0.866	-0.104	-0.039
C4_04020C_A	0.835	0.903	0.785	0.839	0.067	0.054
C4_04030W_A	0.886	0.743	0.847	0.744	-0.143	-0.103
C4_04040W_A	0.862	0.747	0.809	0.623	-0.114	-0.186
C4_04050C_A	0.968	0.733	0.955	0.766	-0.235	-0.188
C4_04060W_A	0.811	0.998	0.747	0.969	0.187	0.223
C4_04070C_A	0.918	0.861	0.883	0.82	-0.057	-0.063
C4_04080C_A	0.87	0.784	0.819	0.794	-0.086	-0.025
C4_04090C_A	0.959	0.942	0.9	NA	-0.018	NA
C4_04100C_A	0.991	0.903	0.902	0.832	-0.088	-0.07
C4_04110W_A	0.83	0.798	0.84	NA	-0.032	NA
C4_04120C_A	0.914	0.889	0.872	0.858	-0.025	-0.014
C4_04130W_A	0.917	1	0.867	0.907	0.083	0.04
C4_04140W_A	0.912	0.936	0.897	0.932	0.024	0.035
C4_04150C_A	0.889	0.861	0.882	0.824	-0.028	-0.059
C4_04160W_A	0.864	0.834	0.871	0.779	-0.03	-0.092
C4_04170C_A	0.821	0.831	0.789	0.806	0.011	0.018
C4_04180C_A	1	0.811	0.972	0.825	-0.189	-0.147
C4_04190C_A	0.877	0.722	0.84	0.751	-0.155	-0.089
C4_04200C_A	0.87	0.829	0.885	0.847	-0.041	-0.038
C4_04210C_A	0.856	0.926	0.806	0.865	0.071	0.059
C4_04220W_A	0.857	0.877	0.836	0.871	0.02	0.035
C4_04230W_A	0.797	0.905	0.812	0.87	0.107	0.058
C4_04240C_A	0.871	0.651	0.847	0.655	-0.22	-0.192
C4_04250W_A	0.959	0.991	0.892	0.978	0.032	0.086
C4_04260C_A	0.912	0.71	0.895	0.727	-0.202	-0.167
C4_04270W_A	0.998	0.733	0.954	0.766	-0.265	-0.189
C4_04280C_A	0.912	0.78	0.905	0.816	-0.132	-0.089
C4_04290W_A	0.877	0.75	0.827	0.767	-0.127	-0.06
C4_04300C_A	0.943	0.802	0.876	0.826	-0.141	-0.05
C4_04310W_A	0.94	0.807	0.945	0.787	-0.133	-0.158
C4_04320W_A	0.918	0.885	0.881	0.778	-0.033	-0.103
C4_04330C_A	0.784	0.732	0.837	0.608	-0.052	-0.229
C4_04340C_A	0.912	0.856	0.87	0.798	-0.056	-0.073
C4_04350W_A	0.843	0.82	0.793	0.794	-0.023	0.002
C4_04360W_A	0.812	0.732	0.793	0.724	-0.08	-0.069
C4_04370C_A	0.781	0.83	0.806	0.765	0.049	-0.04
C4_04380C_A	0.841	0.878	0.785	0.812	0.037	0.026
C4_04390W_A	1	0.948	1	0.84	-0.052	-0.16
C4_04400C_A	0.943	0.827	0.926	0.824	-0.116	-0.102
C4_04410C_A	0.894	NA	0.811	NA	NA	NA
C4_04420W_A	1	0.752	0.933	0.791	-0.248	-0.142
C4_04430W_A	0.913	0.833	0.902	0.814	-0.08	-0.088
C4_04440W_A	0.95	0.811	0.836	0.769	-0.138	-0.067
C4_04450C_A	0.945	0.766	0.923	0.702	-0.179	-0.221
C4_04460C_A	0.932	0.959	0.918	0.774	0.027	-0.144
C4_04470W_A	0.773	0.991	0.815	0.899	0.218	0.084
C4_04480C_A	0.968	0.82	0.929	0.823	-0.148	-0.106
C4_04500C_A	0.975	0.783	0.95	0.745	-0.191	-0.205
C4_04510W_A	0.895	0.807	0.851	0.715	-0.088	-0.136
C4_04520W_A	0.968	0.825	0.878	0.803	-0.142	-0.075
C4_04530C_A	1	0.991	0.941	0.944	-0.009	0.003
C4_04540C_A	0.8	0.821	0.675	0.777	0.021	0.102
C4_04550C_A	0.912	0.83	0.883	0.796	-0.081	-0.088
C4_04560C_A	0.94	0.968	0.891	0.885	0.029	-0.007
C4_04570W_A	0.853	0.783	0.854	0.713	-0.071	-0.142
C4_04580W_A	0.913	0.914	0.928	0.813	0	-0.115
C4_04590W_A	0.853	0.959	0.8	0.923	0.106	0.123
C4_04600C_A	0.917	0.743	0.873	0.698	-0.174	-0.174
C4_04620C_A	0.765	1	0.723	0.932	0.235	0.209
C4_04630C_A	0.829	0.998	0.765	0.944	0.17	0.179
C4_04640C_A	0.827	0.921	0.756	0.86	0.094	0.103
C4_04650W_A	0.913	0.841	0.855	0.747	-0.072	-0.109
C4_04660C_A	0.834	0.803	0.771	0.779	-0.031	0.008
C4_04670C_A	0.678	0.921	0.652	0.838	0.243	0.186
C4_04700W_A	0.88	0.752	0.908	0.708	-0.128	-0.2
C4_04710W_A	0.909	0.775	0.862	0.759	-0.134	-0.104
C4_04720W_A	0.991	0.977	0.882	0.857	-0.014	-0.025
C4_04730W_A	0.926	0.773	0.834	0.705	-0.154	-0.129
C4_04750W_A	0.952	0.912	0.883	0.835	-0.041	-0.049
C4_04760C_A	0.828	0.918	0.838	0.848	0.09	0.01
C4_04770C_A	0.967	0.95	0.882	0.953	-0.017	0.072
C4_04780W_A	0.998	0.7	0.922	0.714	-0.299	-0.209
C4_04790W_A	0.864	0.796	0.855	NA	-0.068	NA
C4_04800W_A	0.959	0.831	0.943	0.831	-0.128	-0.112
C4_04810C_A	0.959	0.829	0.905	0.834	-0.13	-0.07
C4_04820C_A	0.843	0.854	0.851	0.709	0.011	-0.142
C4_04830W_A	0.87	0.725	0.759	0.696	-0.145	-0.063
C4_04840C_A	0.843	0.701	0.841	0.755	-0.141	-0.086
C4_04850C_A	0.741	0.792	0.727	0.801	0.052	0.074
C4_04860W_A	0.841	0.75	0.866	0.793	-0.091	-0.073
C4_04870C_A	0.871	0.95	0.847	0.935	0.079	0.088
C4_04880W_A	0.8	0.968	0.764	0.817	0.169	0.053
C4_04890C_A	1	NA	0.909	NA	NA	NA
C4_04900W_A	0.861	0.828	0.881	0.862	-0.033	-0.019
C4_04910C_A	0.844	0.862	0.796	0.879	0.017	0.083
C4_04920W_A	0.909	0.829	0.894	0.818	-0.08	-0.076
C4_04930C_A	0.975	0.879	0.918	0.844	-0.096	-0.075
C4_04940W_A	0.843	0.843	0.83	0.875	0	0.045
C4_04950W_A	0.834	0.764	0.809	NA	-0.07	NA
C4_04970C_A	0.871	0.889	0.875	0.784	0.018	-0.091
C4_04980W_A	0.807	0.848	0.777	0.845	0.041	0.068
C4_04990C_A	0.807	0.918	0.811	0.885	0.111	0.074
C4_05000W_A	0.945	0.811	0.84	0.786	-0.134	-0.054
C4_05010W_A	0.88	0.866	0.819	0.787	-0.015	-0.031
C4_05020W_A	0.913	0.991	0.865	0.928	0.078	0.064
C4_05030C_A	0.945	0.887	0.92	0.804	-0.058	-0.116
C4_05040W_A	0.95	0.793	0.935	0.802	-0.156	-0.132
C4_05050C_A	0.833	0.932	0.714	0.913	0.1	0.199
C4_05060W_A	0.95	0.714	0.89	0.752	-0.236	-0.138
C4_05070C_A	0.998	0.806	0.946	0.788	-0.192	-0.158
C4_05080C_A	0.831	0.75	0.865	0.658	-0.081	-0.207
C4_05090C_A	0.913	0.95	0.833	0.891	0.036	0.058
C4_05100C_A	0.959	0.83	0.932	0.876	-0.13	-0.056
C4_05110C_A	0.909	0.831	0.902	0.811	-0.078	-0.091
C4_05120C_A	0.905	0.952	0.83	0.798	0.048	-0.032
C4_05130C_A	0.882	0.793	0.858	0.802	-0.089	-0.056
C4_05140C_A	0.967	0.991	0.882	0.858	0.024	-0.024
C4_05150W_A	0.977	0.766	0.899	0.648	-0.211	-0.251
C4_05160C_A	0.871	0.767	0.851	0.73	-0.104	-0.121
C4_05170C_A	0.87	0.793	0.834	0.704	-0.077	-0.13
C4_05180C_A	1	0.742	0.96	NA	-0.258	NA
C4_05190C_A	0.991	0.867	0.961	0.867	-0.124	-0.093
C4_05200C_A	0.952	0.801	0.898	0.76	-0.151	-0.138
C4_05210W_A	0.967	0.765	0.905	0.769	-0.201	-0.136
C4_05220C_A	0.909	0.867	0.895	0.829	-0.042	-0.066
C4_05230C_A	0.91	0.968	0.832	0.951	0.058	0.119
C4_05240C_A	0.77	0.767	0.818	0.765	-0.003	-0.053
C4_05250W_A	0.784	0.807	0.758	0.857	0.023	0.099
C4_05260W_A	0.959	0.914	0.916	0.821	-0.046	-0.095
C4_05270C_A	0.773	0.831	0.743	0.788	0.058	0.045
C4_05280W_A	0.877	0.909	0.847	0.866	0.032	0.02
C4_05290W_A	0.991	0.781	0.875	0.747	-0.21	-0.128
C4_05300W_A	0.855	0.83	0.796	0.879	-0.025	0.083
C4_05310W_A	0.912	0.926	0.892	0.884	0.015	-0.008
C4_05320W_A	0.932	0.804	0.91	0.822	-0.129	-0.088
C4_05330C_A	0.912	0.775	0.864	0.687	-0.137	-0.176
C4_05340W_A	0.811	0.913	0.838	0.871	0.102	0.033
C4_05350W_A	0.88	0.864	0.851	0.866	-0.016	0.015
C4_05360C_A	0.959	0.905	0.882	0.876	-0.055	-0.006
C4_05370W_A	0.942	0.815	0.825	0.751	-0.126	-0.073
C4_05380C_A	0.94	0.87	0.901	0.874	-0.07	-0.027
C4_05390W_A	0.821	0.942	0.783	0.881	0.12	0.098
C4_05400C_A	0.913	0.942	0.863	0.911	0.028	0.047
C4_05420C_A	0.879	0.942	0.854	0.809	0.063	-0.045
C4_05430C_A	0.912	0.926	0.856	0.8	0.014	-0.055
C4_05440C_A	0.967	0.863	0.856	NA	-0.103	NA
C4_05450C_A	0.932	0.815	0.933	0.846	-0.117	-0.086
C4_05460C_A	0.832	0.926	0.822	0.934	0.094	0.112
C4_05530W_A	0.854	0.76	0.829	0.776	-0.094	-0.053
C4_05540W_A	0.877	0.691	0.896	0.649	-0.186	-0.247
C4_05550C_A	0.841	1	0.81	0.925	0.159	0.114
C4_05560C_A	0.767	0.889	0.738	0.878	0.122	0.14
C4_05570C_A	0.918	0.791	0.858	0.706	-0.127	-0.152
C4_05580C_A	0.828	0.952	0.833	0.898	0.124	0.065
C4_05590W_A	0.952	0.864	0.894	0.845	-0.088	-0.049
C4_05600W_A	0.936	0.843	0.863	0.803	-0.093	-0.06
C4_05610C_A	0.838	0.752	0.831	0.72	-0.086	-0.111
C4_05620C_A	0.975	0.859	0.907	0.882	-0.116	-0.025
C4_05630W_A	0.916	0.871	0.867	0.851	-0.045	-0.016
C4_05640C_A	0.95	0.926	0.866	0.917	-0.023	0.051
C4_05650W_A	0.945	0.863	0.806	0.814	-0.082	0.008
C4_05660C_A	0.968	NA	0.934	NA	NA	NA
C4_05670W_A	0.88	0.998	0.824	0.923	0.118	0.099
C4_05680W_A	0.833	0.952	0.853	0.907	0.119	0.054
C4_05690W_A	0.991	0.877	0.983	0.803	-0.114	-0.181
C4_05700W_A	0.967	0.773	0.916	0.763	-0.194	-0.153
C4_05720W_A	0.879	0.895	0.751	0.847	0.016	0.096
C4_05730W_A	0.975	0.864	0.935	0.786	-0.111	-0.148
C4_05740C_A	0.967	0.991	0.879	0.82	0.024	-0.059
C4_05750C_A	0.796	0.879	0.826	0.753	0.083	-0.073
C4_05760W_A	0.788	0.805	0.802	0.833	0.017	0.031
C4_05770C_A	0.998	0.827	0.88	0.811	-0.171	-0.068
C4_05780C_A	0.877	0.832	0.835	0.747	-0.045	-0.088
C4_05790W_A	0.815	0.894	0.794	0.821	0.078	0.027
C4_05800C_A	0.861	0.82	0.883	0.773	-0.042	-0.111
C4_05810W_A	1	0.886	0.963	0.868	-0.114	-0.095
C4_05820W_A	0.968	0.914	0.947	0.859	-0.054	-0.088
C4_05830W_A	0.792	0.88	0.616	0.868	0.087	0.252
C4_05840W_A	0.94	0.838	0.86	0.798	-0.101	-0.062
C4_05850C_A	0.878	0.977	0.88	0.886	0.098	0.005
C4_05860W_A	0.959	0.83	0.894	0.733	-0.129	-0.161
C4_05870C_A	0.895	0.775	0.765	0.766	-0.121	0.001
C4_05880W_A	0.914	0.917	0.816	0.896	0.003	0.081
C4_05890W_A	0.977	0.877	0.953	0.833	-0.099	-0.12
C4_05900C_A	0.968	0.838	0.945	0.821	-0.129	-0.124
C4_05910C_A	1	0.936	0.914	0.9	-0.064	-0.014
C4_05920C_A	0.916	0.846	0.865	0.831	-0.071	-0.034
C4_05940W_A	0.967	0.916	0.942	0.874	-0.05	-0.068
C4_05960W_A	0.945	0.791	0.928	0.743	-0.154	-0.186
C4_05970W_A	0.866	0.866	0.838	NA	0	NA
C4_05980C_A	0.866	0.945	0.878	0.927	0.079	0.05
C4_06000W_A	0.724	0.873	0.714	0.786	0.149	0.072
C4_06010C_A	0.87	0.914	0.833	0.899	0.044	0.066
C4_06020C_A	0.796	0.905	0.782	NA	0.108	NA
C4_06030W_A	0.926	0.86	0.924	0.84	-0.067	-0.083
C4_06040W_A	0.871	0.905	0.794	0.908	0.034	0.115
C4_06050W_A	0.889	1	0.895	0.933	0.111	0.038
C4_06060W_A	0.855	0.855	0.738	0.82	0	0.083
C4_06070C_A	0.857	0.811	0.804	0.835	-0.045	0.031
C4_06080W_A	0.921	0.8	0.887	0.776	-0.121	-0.11
C4_06090C_A	0.807	0.851	0.822	0.771	0.044	-0.051
C4_06100W_A	0.895	0.691	0.851	0.708	-0.204	-0.143
C4_06110C_A	0.882	0.815	0.863	0.758	-0.067	-0.106
C4_06120W_A	0.975	0.902	0.944	0.837	-0.073	-0.107
C4_06130W_A	0.914	0.802	0.897	0.712	-0.111	-0.184
C4_06140C_A	0.945	0.825	0.906	0.838	-0.12	-0.067
C4_06150C_A	0.878	0.914	0.856	0.837	0.035	-0.019
C4_06160W_A	0.854	0.854	0.869	0.844	0	-0.025
C4_06170C_A	0.861	0.833	0.851	0.711	-0.028	-0.14
C4_06190C_A	0.8	0.765	0.838	0.818	-0.034	-0.02
C4_06200W_A	0.918	1	0.907	0.925	0.082	0.018
C4_06210C_A	0.968	0.701	0.898	0.712	-0.267	-0.186
C4_06220C_A	0.998	0.853	0.961	0.8	-0.145	-0.161
C4_06230C_A	0.968	0.843	0.909	0.815	-0.125	-0.094
C4_06240W_A	0.877	0.977	0.895	0.926	0.099	0.031
C4_06250C_A	0.853	0.936	0.883	0.863	0.083	-0.02
C4_06260W_A	0.887	0.975	0.833	0.91	0.088	0.077
C4_06270C_A	1	0.856	0.952	0.813	-0.144	-0.139
C4_06280C_A	0.913	0.95	0.896	0.911	0.036	0.015
C4_06290W_A	0.932	0.793	0.908	0.763	-0.14	-0.146
C4_06300C_A	0.889	0.894	0.866	0.814	0.005	-0.052
C4_06310C_A	0.998	0.735	0.957	0.771	-0.263	-0.187
C4_06320C_A	0.894	0.977	0.828	0.94	0.083	0.113
C4_06340W_A	0.886	0.877	0.875	0.852	-0.009	-0.023
C4_06350C_A	0.912	1	0.887	0.973	0.088	0.086
C4_06360C_A	0.959	0.801	0.961	0.786	-0.158	-0.175
C4_06370C_A	0.871	0.684	0.883	0.747	-0.187	-0.136
