# scores_kozak_Sp.txt
# Scores of ATG context against Kozak sequence, S. pombe 972h-
# Kozak sequence derived from 256 highest-translated genes by RPF
#
# Gene: Sp systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d1vsan
SPBC14F5.01	0.932	0.765	-0.167
SPBC14F5.02	0.862	0.865	0.002
SPBC14F5.03c	0.891	0.84	-0.051
SPBC14F5.04c	0.924	0.956	0.032
SPAC821.09	0.905	0.966	0.061
SPBC14F5.05c	0.845	0.699	-0.146
SPBC14F5.06	0.934	0.918	-0.016
SPBC14F5.07	0.916	0.772	-0.144
SPBC14F5.08	0.849	0.939	0.09
SPBC14F5.09c	0.881	0.823	-0.059
SPBC14F5.10c	0.99	0.861	-0.129
SPBC14F5.11c	0.739	0.771	0.032
SPBC14F5.12c	0.849	0.735	-0.114
SPBC14F5.13c	0.788	0.69	-0.098
SPAC821.10c	1	0.827	-0.173
SPBC3F6.01c	0.95	0.99	0.04
SPBC3F6.02c	0.763	0.738	-0.026
SPBC3F6.03	0.949	0.87	-0.079
SPBC3F6.04c	0.769	0.99	0.221
SPBC3F6.05	0.866	0.951	0.085
SPBC342.01c	0.958	0.849	-0.109
SPBC342.02	0.95	0.823	-0.127
SPBC342.03	0.968	0.753	-0.216
SPBC342.04	0.874	0.828	-0.046
SPBC342.05	0.84	0.721	-0.119
SPBC342.06c	0.881	0.918	0.037
SPBC16G5.01	0.949	0.763	-0.186
SPBC16G5.02c	0.95	0.798	-0.152
SPAC821.11	0.835	0.849	0.014
SPBC16G5.03	0.907	0.771	-0.136
SPBC16G5.04	0.855	0.739	-0.116
SPBC16G5.05c	0.966	0.847	-0.119
SPBC16G5.06	0.828	0.682	-0.146
SPBC16G5.07c	0.823	0.82	-0.002
SPBC16G5.08	0.931	0.905	-0.026
SPBC16G5.09	0.817	0.772	-0.045
SPBC16G5.10	0.818	0.845	0.027
SPBC16G5.11c	0.771	0.915	0.144
SPAC821.12	0.949	0.907	-0.042
SPBC16G5.12c	0.918	0.744	-0.175
SPBC16G5.13	0.763	0.74	-0.024
SPBC16G5.14c	0.884	0.713	-0.171
SPBC16G5.15c	0.99	0.789	-0.201
SPBC16G5.16	0.789	0.787	-0.002
SPBC16G5.17	0.88	0.839	-0.042
SPAC821.13c	0.759	0.795	0.035
SPBC16G5.18	0.932	0.881	-0.051
SPBC16G5.19	0.803	0.812	0.009
SPBC1652.01	0.966	0.918	-0.048
SPBC1652.02	0.949	0.749	-0.2
SPBC16A3.19	0.753	0.81	0.057
SPBC16A3.18	0.867	0.82	-0.046
SPAC11D3.03c	0.783	0.688	-0.095
SPBC16A3.17c	0.894	0.869	-0.025
SPBC16A3.16	0.99	0.688	-0.302
SPBC16A3.15c	0.88	0.714	-0.166
SPBC16A3.14	0.702	0.916	0.215
SPBC16A3.13	0.928	0.835	-0.093
SPBC16A3.12c	0.816	0.847	0.032
SPBC16A3.11	0.789	0.877	0.088
SPBC16A3.10	0.956	0.806	-0.15
SPBC16A3.09c	0.939	0.859	-0.08
SPAC139.01c	0.99	0.805	-0.185
SPBC16A3.08c	0.879	0.682	-0.197
SPBC16A3.07c	0.96	0.771	-0.19
SPBC16A3.06	0.932	0.86	-0.073
SPBC16A3.05c	0.867	0.77	-0.096
SPBC16A3.04	0.795	0.763	-0.031
SPBC16A3.03c	0.879	0.707	-0.172
SPBC16A3.02c	0.95	0.867	-0.083
SPBC16A3.01	0.878	0.829	-0.049
SPBC543.02c	1	0.837	-0.163
SPBC543.03c	0.695	0.835	0.14
SPBC543.04	1	0.931	-0.069
SPBC543.05c	0.778	0.746	-0.032
SPBC543.06c	0.958	0.863	-0.096
SPBC543.07	0.787	0.86	0.073
SPBC543.08	0.99	0.795	-0.195
SPBC543.09	0.769	1	0.231
SPBC543.10	0.713	0.852	0.139
SPBC16C6.01c	0.875	0.739	-0.136
SPBC16C6.14	0.823	0.916	0.094
SPAC139.02c	0.828	0.887	0.059
SPBC16C6.02c	0.949	0.821	-0.128
SPBC16C6.03c	0.755	0.811	0.056
SPBC16C6.04	0.928	0.868	-0.061
SPBC16C6.05	0.931	0.805	-0.127
SPBC16C6.06	0.88	0.795	-0.086
SPBC16C6.07c	0.916	0.932	0.017
SPBC16C6.08c	0.87	0.689	-0.181
SPBC16C6.09	0.88	0.874	-0.007
SPBC16C6.10	0.931	0.82	-0.111
SPAC139.03	0.761	0.822	0.062
SPBC16C6.11	0.958	0.9	-0.059
SPBC16C6.12c	0.99	0.829	-0.161
SPBC16C6.13c	0.917	0.892	-0.025
SPBC244.02c	0.866	0.771	-0.095
SPBC244.01c	0.867	0.74	-0.127
SPBC1539.01c	0.745	0.91	0.165
SPBC1539.02	0.966	0.96	-0.005
SPBC1539.03c	0.789	0.774	-0.015
SPAC139.04c	0.853	0.699	-0.153
SPBC1539.04	0.891	0.688	-0.203
SPBC1539.05	0.916	0.905	-0.011
SPBC1539.06	0.924	0.82	-0.104
SPBC1539.07c	0.958	0.721	-0.237
SPBC1539.08	0.884	0.861	-0.023
SPBC1539.09c	0.932	0.932	0
SPBC1539.10	0.91	0.87	-0.041
SPBC1289.01c	0.822	0.737	-0.085
SPBC1289.02c	0.823	0.755	-0.067
SPBC1289.03c	0.816	0.787	-0.029
SPBC1289.04c	0.905	0.82	-0.085
SPBC1289.05c	0.941	0.867	-0.074
SPBC1289.06c	0.884	0.86	-0.024
SPBC1289.07c	0.99	0.83	-0.16
SPBC1289.08	0.928	0.688	-0.24
SPBC1289.09	0.833	0.811	-0.021
SPBC1289.10c	0.695	0.958	0.263
SPAC139.05	0.99	0.739	-0.252
SPBC1289.11	0.861	0.81	-0.05
SPBC1289.12	0.819	0.763	-0.056
SPBC1289.13c	0.916	0.719	-0.196
SPBC1289.14	0.88	0.99	0.11
SPBC1289.17	0.916	0.771	-0.145
SPBC1289.15	0.782	0.856	0.074
SPBC1289.16c	1	0.763	-0.237
SPBC8E4.05c	0.95	0.821	-0.129
SPBC8E4.04	0.814	0.82	0.007
SPBC8E4.03	0.822	0.677	-0.145
SPBC8E4.12c	0.99	0.759	-0.231
SPBC8E4.02c	0.827	0.763	-0.064
SPBC8E4.01c	0.96	0.731	-0.23
SPAC139.06	0.82	0.706	-0.114
SPBP4G3.02	0.788	0.724	-0.064
SPBP4G3.03	0.853	0.739	-0.114
SPBPB2B2.01	0.839	0.779	-0.06
SPBPB2B2.02	0.755	0.926	0.171
SPBPB2B2.05	0.951	0.795	-0.155
SPBPB2B2.06c	0.968	0.916	-0.053
SPAC11D3.04c	0.796	0.731	-0.065
SPBPB2B2.07c	0.795	0.916	0.121
SPBPB2B2.08	0.874	0.842	-0.032
SPBPB2B2.09c	0.829	0.761	-0.068
SPBPB2B2.10c	0.835	0.866	0.031
SPBPB2B2.11	0.874	0.81	-0.064
SPBPB2B2.12c	0.95	0.924	-0.026
SPBPB2B2.13	0.88	0.784	-0.096
SPBPB2B2.14c	0.753	0.87	0.117
SPBPB2B2.15	0.876	0.786	-0.09
SPAC23C4.02	0.99	0.931	-0.059
SPBPB2B2.16c	0.771	0.99	0.219
SPBPB2B2.17c	0.82	0.88	0.061
SPBPB2B2.18	0.753	0.798	0.045
SPBPB2B2.19c	0.821	0.879	0.058
SPBCPT2R1.01c	0.795	0.916	0.121
SPBCPT2R1.02	0.96	0.804	-0.157
SPBCPT2R1.03	0.865	0.748	-0.116
SPBCPT2R1.04c	0.795	0.916	0.121
SPBCPT2R1.08c	0.812	0.756	-0.056
SPAC23C4.03	0.868	0.759	-0.108
SPCP20C8.01c	0.867	NA	NA
SPAC23C4.04c	0.773	0.744	-0.029
SPCP20C8.02c	0.771	0.847	0.076
SPCP20C8.04	0.905	0.779	-0.126
SPCC1884.01	0.99	0.713	-0.278
SPCC1884.02	0.688	0.866	0.178
SPCC757.02c	0.966	0.822	-0.144
SPAC23C4.05c	0.916	0.831	-0.085
SPCC757.03c	0.934	0.865	-0.069
SPCC757.04	0.805	0.788	-0.017
SPCC757.05c	0.688	0.898	0.21
SPCC757.06	0.81	0.776	-0.035
SPCC757.07c	0.928	0.794	-0.134
SPAC23C4.07	0.932	0.795	-0.138
SPCC757.15	0.769	0.81	0.041
SPCC757.08	0.99	0.783	-0.207
SPCC757.09c	0.777	0.739	-0.038
SPCC757.10	0.99	0.731	-0.259
SPCC757.11c	0.84	0.774	-0.066
SPCC757.12	0.856	0.835	-0.021
SPAC23C4.06c	0.739	0.96	0.222
SPCC757.13	0.88	0.739	-0.142
SPCC613.01	0.99	0.847	-0.143
SPCC613.02	0.99	0.918	-0.072
SPCC613.03	0.939	0.877	-0.062
SPCC613.04c	0.878	0.822	-0.056
SPCC613.05c	0.889	0.794	-0.095
SPCC613.06	0.968	0.763	-0.205
SPAC23C4.08	0.856	0.763	-0.093
SPCC613.07	0.924	0.897	-0.027
SPCC613.08	0.951	0.849	-0.101
SPCC613.09	0.737	0.74	0.002
SPCC613.10	0.899	0.707	-0.192
SPCC613.11c	0.88	0.77	-0.11
SPCC613.12c	0.763	0.753	-0.011
SPCC330.01c	0.865	1	0.135
SPCC330.02	0.95	0.828	-0.122
SPAC23C4.09c	0.941	0.74	-0.202
SPCC330.19c	0.849	0.721	-0.128
SPCC330.03c	0.838	0.81	-0.029
SPCC330.04c	0.905	0.822	-0.083
SPCC330.20	0.968	0.819	-0.149
SPAC23C4.10	0.713	0.781	0.068
SPCC330.05c	0.809	0.74	-0.069
SPCC330.21	0.748	0.753	0.004
SPCC330.06c	0.99	0.811	-0.179
SPCC330.07c	0.869	0.881	0.012
SPCC330.08	0.879	0.939	0.06
SPCC330.09	0.845	0.931	0.086
SPCC330.10	0.868	0.69	-0.178
SPAC11D3.05	0.78	0.789	0.01
SPCC330.11	0.822	0.96	0.138
SPCC330.12c	0.866	0.928	0.062
SPCC330.13	0.907	0.884	-0.022
SPCC330.14c	0.99	0.788	-0.202
SPCC320.14	0.898	0.784	-0.114
SPCC320.13c	0.931	0.931	0
SPAC23C4.11	0.918	0.784	-0.134
SPCC320.12	0.868	0.763	-0.104
SPCC320.11c	0.956	0.779	-0.177
SPCC320.10	0.889	0.877	-0.011
SPCC320.09	0.867	0.731	-0.136
SPCC320.08	0.835	0.739	-0.096
SPCC320.06	0.926	0.689	-0.238
SPCC320.07c	0.931	0.763	-0.169
SPCC320.05	0.884	0.847	-0.037
SPAC23C4.12	1	0.805	-0.195
SPCC320.04c	0.916	0.898	-0.018
SPCC320.03	0.732	0.771	0.039
SPCC1235.01	0.956	0.744	-0.212
SPCC1235.02	0.916	0.956	0.04
SPCC1235.03	0.805	0.805	0
SPCC1235.04c	0.828	0.74	-0.089
SPCC1235.05c	0.783	0.695	-0.088
SPAC23C4.13	0.917	0.894	-0.022
SPCC1235.16	0.95	0.81	-0.139
SPCC1235.06	0.901	0.789	-0.111
SPCC1235.07	0.844	0.861	0.017
SPCC1235.08c	0.828	0.713	-0.116
SPCC1235.09	0.861	0.907	0.046
SPCC1235.10c	0.932	0.706	-0.226
SPCC1235.11	0.99	0.779	-0.211
SPCC1235.12c	0.915	1	0.085
SPAC23C4.14	1	0.827	-0.173
SPCC1235.13	0.956	0.788	-0.168
SPCC1235.17	0.82	0.956	0.136
SPCC1235.18	0.853	0.88	0.028
SPCC1235.14	0.99	0.788	-0.202
SPCC1235.15	0.778	0.713	-0.065
SPCC548.03c	0.918	0.72	-0.199
SPCC548.04	0.956	0.771	-0.185
SPCC548.05c	0.894	0.699	-0.195
SPAC23C4.15	0.941	0.739	-0.203
SPCC548.06c	0.95	0.788	-0.162
SPCC548.07c	1	0.876	-0.124
SPCC1529.01	0.713	0.777	0.065
SPCC794.01c	0.99	1	0.01
SPCC794.02	0.84	0.833	-0.007
SPCC794.03	0.918	0.845	-0.073
SPCC794.04c	0.901	0.916	0.015
SPCC794.16	0.887	0.844	-0.043
SPAC23C4.16c	0.844	0.932	0.088
SPCC794.06	0.941	0.859	-0.082
SPCC794.07	0.91	0.939	0.03
SPCC794.08	0.744	0.748	0.005
SPCC794.09c	0.99	0.916	-0.074
SPCC794.10	1	0.876	-0.124
SPCC794.11c	0.91	0.859	-0.052
SPCC794.12c	0.932	0.769	-0.164
SPCC794.15	0.916	NA	NA
SPCC553.12c	0.876	0.724	-0.152
SPCC553.11c	0.773	0.746	-0.027
SPCC553.10	0.916	0.843	-0.072
SPCC553.09c	0.99	0.789	-0.201
SPCC553.08c	0.811	0.721	-0.09
SPCC553.07c	0.746	0.932	0.186
SPAC23C4.17	0.82	0.916	0.096
SPCC553.06	0.891	0.795	-0.096
SPCC553.05c	0.842	0.881	0.04
SPCC553.04	0.713	0.834	0.121
SPCC553.03	0.754	0.842	0.088
SPCC553.02	0.89	0.877	-0.013
SPCC553.01c	0.737	0.795	0.058
SPCC736.02	0.951	0.99	0.04
SPCC736.03c	0.828	0.795	-0.033
SPAC23C4.18c	0.907	0.827	-0.079
SPCC736.04c	0.898	0.833	-0.065
SPCC736.05	0.879	0.99	0.111
SPCC736.06	0.915	0.779	-0.136
SPCC736.07c	0.746	0.893	0.147
SPCC736.08	0.804	0.931	0.128
SPCC736.09c	0.939	0.786	-0.153
SPCC736.10c	0.928	0.89	-0.038
SPAC11D3.07c	0.91	0.875	-0.035
SPCC736.11	0.827	0.751	-0.076
SPCC736.12c	0.739	0.677	-0.062
SPCC736.13	0.876	0.721	-0.155
SPCC736.14	0.805	0.761	-0.044
SPCC736.15	0.96	0.834	-0.126
SPAC23C4.19	0.966	0.951	-0.015
SPCC594.01	0.861	0.805	-0.056
SPCC594.02c	0.796	0.724	-0.072
SPCC594.03	0.806	0.889	0.083
SPCC594.04c	0.915	0.934	0.019
SPCC594.05c	0.931	0.932	0.001
SPCC594.06c	0.856	0.731	-0.125
SPCC594.07c	1	0.759	-0.241
SPCC1682.01	0.731	0.788	0.057
SPAC1A6.01c	0.887	0.99	0.103
SPCC1682.02c	0.99	0.772	-0.218
SPCC1682.03c	0.949	0.956	0.007
SPCC1682.05c	0.804	0.764	-0.04
SPCC1682.04	0.79	0.81	0.019
SPCC1682.06	1	0.916	-0.084
SPCC1682.07	0.838	0.779	-0.059
SPCC1682.08c	0.84	0.822	-0.018
SPCC1682.09c	0.951	0.724	-0.227
SPAC1A6.02	0.82	0.862	0.042
SPCC1682.10	0.891	0.931	0.04
SPCC1682.11c	0.777	0.823	0.045
SPCC1682.12c	0.847	0.833	-0.014
SPCC1682.13	0.951	0.805	-0.145
SPCC1682.14	0.956	0.95	-0.006
SPCC1682.15	0.779	0.932	0.154
SPCC1682.16	0.924	0.849	-0.075
SPAC1A6.03c	0.898	0.811	-0.087
SPCC306.02c	0.941	0.699	-0.242
SPCC306.03c	0.828	0.746	-0.082
SPCC306.04c	0.853	0.763	-0.089
SPCC306.05c	0.95	0.84	-0.11
SPCC306.06c	1	0.755	-0.245
SPCC306.07c	0.918	0.874	-0.045
SPCC306.08c	0.951	0.771	-0.18
SPCC306.09c	0.924	0.81	-0.114
SPCC306.10	0.878	0.833	-0.046
SPCC306.11	0.99	0.744	-0.246
SPAC1A6.11	0.939	0.966	0.027
SPCC4G3.19	0.795	0.74	-0.056
SPCC4G3.18	0.783	0.728	-0.054
SPCC4G3.17	1	0.779	-0.221
SPCC4G3.16	0.885	0.874	-0.011
SPCC4G3.15c	0.905	0.827	-0.078
SPCC4G3.14	1	0.928	-0.072
SPCC4G3.13c	0.809	0.91	0.102
SPCC4G3.12c	0.772	0.795	0.024
SPCC4G3.11	0.788	0.777	-0.011
SPAC1A6.04c	1	0.682	-0.318
SPCC4G3.10c	0.838	0.783	-0.056
SPCC4G3.09c	1	0.823	-0.177
SPCC4G3.08	0.951	0.763	-0.188
SPCC4G3.07c	0.916	0.833	-0.082
SPCC4G3.06c	0.951	0.817	-0.133
SPCC4G3.05c	0.796	0.916	0.119
SPCC4G3.04c	0.859	0.713	-0.146
SPCC4G3.03	0.806	0.835	0.03
SPCC4G3.02	0.917	0.77	-0.146
SPAC1A6.05c	0.805	0.99	0.185
SPCC364.07	0.856	0.802	-0.054
SPCC364.06	0.899	0.99	0.091
SPCC364.05	0.869	0.757	-0.112
SPCC364.04c	0.941	0.828	-0.113
SPCC364.03	0.951	0.879	-0.071
SPCC364.02c	0.831	0.789	-0.042
SPCC364.01	0.932	0.9	-0.033
SPCC970.11c	0.878	0.833	-0.046
SPCC970.10c	0.849	0.917	0.068
SPCC970.09	0.756	0.88	0.124
SPCC970.08	0.753	0.732	-0.021
SPCC970.07c	0.845	0.881	0.037
SPCC970.06	0.951	0.737	-0.213
SPCC970.05	0.966	0.794	-0.172
SPCC970.04c	0.812	0.789	-0.023
SPCC970.03	0.878	0.707	-0.171
SPCC970.02	0.788	0.739	-0.049
SPAC1A6.06c	0.99	0.812	-0.178
SPCC970.12	0.856	0.795	-0.061
SPCC970.01	0.939	0.81	-0.13
SPCC10H11.01	0.724	0.939	0.215
SPCC10H11.02	0.99	0.865	-0.125
SPCP31B10.02	0.713	0.845	0.132
SPCP31B10.03c	0.788	1	0.212
SPCP31B10.04	0.916	0.81	-0.105
SPCP31B10.05	0.932	0.968	0.036
SPAC11D3.06	0.84	0.81	-0.03
SPAC1A6.07	0.874	0.853	-0.021
SPCP31B10.06	0.949	0.889	-0.06
SPCP31B10.07	0.856	0.724	-0.132
SPCP31B10.08c	0.99	0.796	-0.194
SPCC962.01	0.756	0.746	-0.01
SPCC962.02c	0.917	0.738	-0.179
SPCC962.03c	0.901	0.713	-0.187
SPCC962.04	0.934	0.81	-0.125
SPCC962.05	0.828	0.789	-0.039
SPCC962.06c	0.95	0.781	-0.169
SPAC1A6.08c	0.91	0.812	-0.098
SPCC1672.01	0.931	0.707	-0.224
SPCC1672.02c	0.737	0.96	0.223
SPCC1672.14	0.67	0.835	0.165
SPCC1672.03c	0.951	0.74	-0.211
SPCC1672.04c	0.99	0.803	-0.187
SPCC1672.05c	0.96	0.756	-0.204
SPCC1672.06c	0.867	1	0.133
SPAC1A6.09c	0.891	0.713	-0.178
SPCC1672.07	0.95	0.759	-0.19
SPCC1672.08c	0.776	0.753	-0.023
SPCC1672.09	0.928	0.95	0.021
SPCC1672.10	0.958	0.877	-0.081
SPCC1672.11c	0.89	0.893	0.003
SPCC1672.12c	0.949	0.794	-0.155
SPCC1183.01	0.867	0.823	-0.044
SPAC1A6.10	0.932	0.89	-0.042
SPCC1183.02	0.91	0.713	-0.196
SPCC1183.03c	0.939	0.769	-0.17
SPCC1183.04c	0.769	0.99	0.221
SPCC1183.05c	0.868	0.737	-0.13
SPCC1183.06	0.95	0.713	-0.237
SPCC1183.12	0.956	0.892	-0.064
SPCC1183.07	0.805	0.884	0.08
SPCC1183.08c	0.934	0.905	-0.029
SPCC1183.09c	1	0.746	-0.254
SPCC1183.10	0.878	0.823	-0.056
SPAC30D11.14c	0.732	0.827	0.095
SPCC1183.11	0.9	0.794	-0.105
SPCC31H12.02c	0.91	0.779	-0.13
SPCC31H12.03c	0.941	0.916	-0.025
SPCC31H12.04c	0.91	0.845	-0.065
SPCC31H12.05c	0.88	0.823	-0.058
SPCC31H12.06	0.95	0.99	0.04
SPCC31H12.07	0.9	0.822	-0.077
SPCC31H12.08c	0.72	0.968	0.249
SPAC30D11.13	0.835	0.956	0.121
SPCC5E4.03c	0.924	0.81	-0.114
SPCC5E4.04	0.89	0.83	-0.06
SPCC5E4.05c	0.829	0.771	-0.058
SPCC5E4.10c	0.99	0.891	-0.099
SPCC5E4.06	0.714	0.81	0.096
SPCC5E4.07	1	0.794	-0.206
SPCC16C4.19	0.951	0.81	-0.141
SPCC16C4.01	0.81	0.724	-0.086
SPCC16C4.20c	0.778	0.835	0.058
SPCC16C4.02c	0.814	0.695	-0.119
SPCC16C4.03	0.99	0.924	-0.066
SPCC16C4.04	0.796	0.845	0.049
SPCC16C4.06c	0.905	0.786	-0.119
SPCC16C4.05	0.833	0.706	-0.127
SPCC16C4.21	0.737	0.811	0.074
SPCC16C4.07	1	0.893	-0.107
SPCC16C4.08c	0.795	0.706	-0.089
SPCC16C4.09	0.788	0.74	-0.048
SPCC16C4.22	0.772	0.818	0.046
SPCC16C4.10	0.99	0.803	-0.187
SPCC16C4.11	0.968	0.818	-0.15
SPCC16C4.12	0.99	0.869	-0.121
SPCC16C4.13c	0.96	0.845	-0.115
SPCC16C4.14c	0.867	1	0.133
SPAC30D11.12	0.99	0.787	-0.203
SPCC16C4.15	0.813	0.772	-0.041
SPCC16C4.16c	0.822	0.702	-0.12
SPCC16C4.17	0.714	0.853	0.139
SPCC16C4.18c	0.828	0.866	0.038
SPCPJ732.01	0.91	0.811	-0.098
SPCPJ732.02c	0.881	0.764	-0.117
SPCPJ732.03	0.966	0.809	-0.157
SPCC18B5.01c	0.928	0.746	-0.183
SPAC30D11.11	0.838	0.879	0.041
SPCC18B5.03	0.958	0.719	-0.239
SPCC18B5.04	0.99	0.713	-0.278
SPCC18B5.05c	0.949	0.941	-0.008
SPCC18B5.06	0.949	0.99	0.041
SPCC18B5.07c	1	0.96	-0.04
SPCC18B5.08c	0.818	0.915	0.097
SPCC18B5.09c	0.907	0.816	-0.091
SPCC18B5.10c	0.812	0.81	-0.003
SPAC212.03	0.865	0.748	-0.116
SPAC11D3.08c	0.916	0.884	-0.031
SPAC30D11.10	0.796	0.885	0.089
SPCC18B5.11c	0.865	0.841	-0.024
SPCC14G10.01	0.891	0.789	-0.103
SPCC14G10.02	1	0.823	-0.177
SPCC14G10.03c	0.891	0.835	-0.056
SPCC14G10.04	0.91	0.789	-0.121
SPCC1020.13c	0.811	0.915	0.104
SPCC1020.12c	0.916	0.771	-0.145
SPCC1020.11c	0.899	0.932	0.033
SPCC1020.10	0.901	0.845	-0.056
SPCC1020.09	0.835	0.867	0.032
SPCC1020.08	0.812	0.951	0.138
SPCC1020.07	0.951	0.877	-0.073
SPCC1020.06c	1	0.96	-0.04
SPCC1020.05	1	0.892	-0.108
SPCC1020.14	0.916	0.771	-0.145
SPCC1020.04c	1	0.847	-0.153
SPCC1020.03	0.915	0.721	-0.194
SPCC1020.02	0.859	0.874	0.015
SPCC1020.01c	0.899	0.727	-0.172
SPCC1393.02c	0.95	0.804	-0.146
SPCC1393.03	0.885	0.901	0.016
SPCC1393.04	0.872	0.772	-0.1
SPCC1393.05	0.82	0.822	0.002
SPCC1393.06c	0.939	0.99	0.051
SPAC30D11.09	0.89	0.788	-0.102
SPCC1393.07c	0.915	0.956	0.041
SPCC1393.08	0.859	0.776	-0.084
SPCC1393.09c	0.811	0.822	0.011
SPCC1393.10	0.828	0.777	-0.051
SPCC1393.14	0.713	0.827	0.114
SPCC1393.11	0.958	0.744	-0.214
SPCC1393.12	0.91	0.771	-0.138
SPAC30D11.08c	0.82	0.865	0.044
SPCC1393.13	0.91	0.769	-0.141
SPCC2H8.02	0.932	0.951	0.018
SPCC2H8.04	0.777	0.786	0.009
SPCC2H8.05c	0.81	0.924	0.115
SPCC63.02c	0.835	0.772	-0.063
SPCC63.03	0.828	0.74	-0.088
SPCC63.04	0.877	0.706	-0.171
SPCC63.05	0.829	0.809	-0.02
SPAC30D11.07	0.884	0.876	-0.008
SPCC63.06	0.899	0.884	-0.015
SPCC63.07	0.867	0.881	0.014
SPCC63.08c	0.738	0.794	0.056
SPCC63.10c	0.763	0.891	0.128
SPCC63.11	0.714	0.917	0.203
SPCC63.12c	1	0.84	-0.16
SPCC63.13	0.884	0.865	-0.019
SPCC63.14	0.878	0.806	-0.072
SPAC30D11.06c	0.732	0.89	0.159
SPCC16A11.01	0.91	0.763	-0.147
SPCC16A11.02	0.772	0.77	-0.002
SPCC16A11.03c	1	0.939	-0.061
SPCC16A11.04	0.879	0.719	-0.16
SPCC16A11.05c	0.891	0.749	-0.142
SPCC16A11.06c	0.853	0.755	-0.097
SPCC16A11.07	0.739	0.748	0.01
SPCC16A11.08	0.856	0.695	-0.161
SPCC16A11.09c	0.868	0.893	0.025
SPAC30D11.05	0.788	0.764	-0.024
SPCC16A11.10c	0.842	0.83	-0.012
SPCC16A11.11	0.939	0.731	-0.208
SPCC16A11.12c	0.849	0.99	0.141
SPCC16A11.13	0.84	0.706	-0.134
SPCC16A11.14	0.79	0.831	0.04
SPCC16A11.15c	0.89	0.893	0.003
SPCC16A11.16c	0.869	0.856	-0.013
SPAC30D11.04c	0.764	0.794	0.03
SPCC16A11.17	0.828	0.777	-0.051
SPCC24B10.02c	0.917	0.898	-0.018
SPCC24B10.03	0.878	0.74	-0.139
SPCC24B10.04	0.874	0.893	0.019
SPCC24B10.05	0.814	0.918	0.105
SPCC24B10.06	1	0.796	-0.204
SPCC24B10.07	0.928	0.82	-0.108
SPCC24B10.08c	0.877	0.867	-0.011
SPCC24B10.09	0.918	0.731	-0.188
SPAC30D11.03	0.845	0.738	-0.107
SPCC24B10.10c	0.823	0.72	-0.103
SPCC24B10.11c	0.89	1	0.11
SPCC24B10.12	1	0.714	-0.286
SPCC24B10.13	0.782	0.842	0.06
SPCC24B10.14c	0.774	0.86	0.086
SPCC24B10.15	0.884	0.746	-0.139
SPAC11D3.09	0.829	0.811	-0.018
SPAC30D11.02c	0.795	0.713	-0.083
SPCC24B10.16c	0.884	0.778	-0.106
SPCC24B10.17	1	0.769	-0.231
SPCC24B10.18	0.838	0.804	-0.035
SPCC24B10.19c	0.86	0.764	-0.096
SPCC24B10.20	0.958	0.795	-0.163
SPCC24B10.21	1	0.91	-0.09
SPCC24B10.22	0.782	0.928	0.147
SPCPB16A4.02c	0.878	0.774	-0.104
SPCPB16A4.03c	0.99	0.728	-0.262
SPAC30D11.01c	0.891	0.72	-0.172
SPCPB16A4.04c	0.932	0.746	-0.187
SPCPB16A4.05c	0.958	0.731	-0.228
SPCPB16A4.07	0.949	0.739	-0.21
SPCPB16A4.06c	0.926	0.772	-0.154
SPCC1742.01	0.956	0.861	-0.095
SPAC56F8.02	0.827	0.721	-0.106
SPCC1795.12c	0.763	0.787	0.025
SPCC1795.11	0.84	0.898	0.058
SPCC1795.10c	1	0.814	-0.186
SPCC1795.09	0.823	0.861	0.038
SPCC1795.08c	0.823	0.731	-0.092
SPCC1795.07	0.91	0.713	-0.197
SPCC1795.06	0.89	0.778	-0.112
SPCC1795.05c	0.898	0.966	0.068
SPCC1795.04c	0.811	0.756	-0.055
SPCC1795.03	0.932	0.859	-0.074
SPCC1795.02c	0.918	0.833	-0.085
SPCC1795.01c	0.869	0.783	-0.087
SPCC895.03c	0.898	0.86	-0.038
SPCC895.04c	0.789	0.786	-0.003
SPCC895.05	0.941	0.95	0.009
SPCC895.06	0.805	0.866	0.061
SPCC895.07	0.901	0.856	-0.045
SPCC895.08c	0.79	0.893	0.102
SPCC895.09c	0.746	0.872	0.127
SPCC825.01	0.874	0.83	-0.043
SPCC825.02	0.893	0.771	-0.122
SPCC825.03c	1	0.821	-0.179
SPCC825.04c	0.89	0.735	-0.155
SPAC56F8.03	0.907	0.893	-0.014
SPCC825.05c	1	0.706	-0.294
SPCC1259.01c	0.968	0.706	-0.262
SPCC1259.02c	0.968	0.872	-0.096
SPCC1259.03	0.845	0.917	0.072
SPCC1259.04	0.818	0.932	0.114
SPCC1259.05c	1	0.795	-0.205
SPCC1259.06	0.885	0.835	-0.05
SPCC1259.16	0.894	0.862	-0.032
SPCC1259.07	0.772	0.932	0.161
SPAC56F8.04c	0.827	0.861	0.033
SPCC1259.08	0.789	0.803	0.015
SPCC1259.09c	0.916	0.835	-0.081
SPCC1259.10	0.862	0.78	-0.082
SPCC1259.11c	0.788	0.893	0.105
SPCC1259.12c	0.771	0.728	-0.043
