Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNF03130 Protein	0.279	No mitochondrial presequence	11(MPP)	0.273	35-39	4-15-high	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-	
CNF03140 Protein	0.000	No mitochondrial presequence	86(MPP)	-0.070		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03150 Protein	0.000	No mitochondrial presequence	14(MPP)	-0.071	65-69	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03160 Protein	0.012	No mitochondrial presequence	20(MPP)	0.200	13-17	8-17-high	-	-	-	-	-	-	17-22	-	-	16-21	-	-	-	-	
CNF03170 Protein	0.262	No mitochondrial presequence	25(MPP)	0.160	22-26	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03180 Protein	0.005	No mitochondrial presequence	13(MPP)	0.077		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03185 Protein	0.019	No mitochondrial presequence	12(MPP)	0.250		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03190 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	-0.113		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03200 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.091		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03205 Protein	0.009	No mitochondrial presequence	43(MPP)	0.047	7-11,11-15,57-61,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03210 Protein	0.000	No mitochondrial presequence	55(MPP)	0.000	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03215 Protein	0.000	No mitochondrial presequence	90(MPP)	0.022	50-54,72-76	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03220 Protein	0.000	No mitochondrial presequence	32(MPP), 40(Oct1)	-0.156		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03230 Protein	0.000	No mitochondrial presequence	50(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03240 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.055		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03250 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.118		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03260 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022	62-66	1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03270 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.122		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03280 Protein	0.000	No mitochondrial presequence	58(MPP)	0.000	37-41,87-91	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03300 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03310 Protein	0.000	No mitochondrial presequence	91(MPP)	-0.033	7-11	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03320 Protein	0.000	No mitochondrial presequence	6(MPP)	-0.167	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03330 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.133		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03360 Protein	0.989	Possessing mitochondrial presequence	25(MPP), 26(Icp55)	0.240	9-13,50-54,71-75	17-26-high	-	-	-	-	9-14	12-17	-	-	-	-	-	-	-	-	
CNF03370 Protein	0.000	No mitochondrial presequence	45(MPP)	0.067		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03390 Protein	0.018	No mitochondrial presequence	40(MPP)	0.125	1-5	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
CNF03400 Protein	0.000	No mitochondrial presequence	38(MPP)	0.026	47-51	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03410 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030	73-77	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03420 Protein	0.000	No mitochondrial presequence	11(MPP)	0.182		6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03425 Protein	0.003	No mitochondrial presequence	29(MPP), 37(Oct1)	0.034		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03430 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.037	39-43	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03440 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.241		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03450 Protein	0.024	No mitochondrial presequence	16(MPP)	0.188		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03460 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.075		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03470 Protein	0.019	No mitochondrial presequence	21(MPP)	0.000	1-5	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03480 Protein	0.317	No mitochondrial presequence	82(MPP)	0.085	64-68	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03490 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.151		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03500 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.039	30-34,57-61,64-68,67-71	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03510 Protein	0.000	No mitochondrial presequence	46(MPP)	0.065		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03520 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.094		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03530 Protein	0.000	No mitochondrial presequence	36(MPP)	0.028		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03540 Protein	0.017	No mitochondrial presequence	42(MPP)	0.024		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03550 Protein	0.024	No mitochondrial presequence	7(MPP)	0.143		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03560 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.314	81-85	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03580 Protein	0.015	No mitochondrial presequence	39(MPP)	0.103	73-77	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03590 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.121		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03610 Protein	0.022	No mitochondrial presequence	13(MPP)	0.308		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03620 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03630 Protein	0.000	No mitochondrial presequence	57(MPP), 65(Oct1)	-0.123		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03640 Protein	0.049	No mitochondrial presequence	18(MPP)	0.056	67-71	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03650 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.038		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03660 Protein	0.051	No mitochondrial presequence	62(MPP)	0.000	3-7,60-64	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
CNF03670 Protein	0.011	No mitochondrial presequence	8(MPP)	0.250	9-13,70-74	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03680 Protein	0.000	No mitochondrial presequence	19(MPP)	-0.263		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03690 Protein	0.015	No mitochondrial presequence	65(MPP)	0.092		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03700 Protein	0.007	No mitochondrial presequence	44(MPP)	0.000	51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03710 Protein	0.301	No mitochondrial presequence	29(MPP)	0.069	9-13	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-	
CNF03720 Protein	0.005	No mitochondrial presequence	9(MPP)	0.000	74-78	18-28-low	-	-	-	-	-	-	-	-	-	16-21	-	-	-	-	
CNF03730 Protein	0.997	Possessing mitochondrial presequence	41(MPP)	0.146	1-5,55-59	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03740 Protein	0.014	No mitochondrial presequence	64(MPP)	-0.047	31-35,96-100	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03750 Protein	0.009	No mitochondrial presequence	52(MPP), 53(Icp55)	0.115	12-16	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03760 Protein	0.021	No mitochondrial presequence	22(MPP)	0.091	34-38	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03770 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.122	15-19,68-72	20-29-low	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-	
CNF03780 Protein	0.983	Possessing mitochondrial presequence	30(MPP)	0.200	10-14,15-19,92-96	10-19-low	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
CNF03800 Protein	0.000	No mitochondrial presequence	75(MPP)	0.080		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03810 Protein	0.042	No mitochondrial presequence	94(MPP), 95(Icp55)	0.085	65-69	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03820 Protein	0.007	No mitochondrial presequence	13(MPP)	0.077		10-21-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
CNF03830 Protein	0.025	No mitochondrial presequence	7(MPP)	0.143	9-13,25-29,69-73	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03840 Protein	0.019	No mitochondrial presequence	52(MPP)	0.038		13-22-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
CNF03860 Protein	0.981	Possessing mitochondrial presequence	36(MPP), 44(Oct1)	0.167	33-37,56-60	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03870 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105	17-21	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03880 Protein	0.999	Possessing mitochondrial presequence	31(MPP), 39(Oct1)	0.226	7-11,20-24,94-98	2-11-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
CNF03890 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.026	31-35,36-40	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03900 Protein	0.006	No mitochondrial presequence	88(MPP)	-0.023	63-67,91-95	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03910 Protein	0.021	No mitochondrial presequence	19(MPP)	0.000	21-25,41-45	6-15-high	-	-	-	-	-	-	-	-	-	-	-	20-25	21-26	-	
CNF03920 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111	66-70,87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03930 Protein	0.000	No mitochondrial presequence	74(MPP), 75(Icp55)	-0.135	22-26	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03940 Protein	0.010	No mitochondrial presequence	10(MPP)	0.100		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03950 Protein	0.000	No mitochondrial presequence	64(MPP)	-0.062		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03960 Protein	0.124	No mitochondrial presequence	30(MPP)	0.200	19-23,91-95	16-25-low	-	-	-	-	-	-	-	-	-	-	-	18-23	19-24	-	
CNF03970 Protein	0.652	Possessing mitochondrial presequence	21(MPP)	0.190	59-63,71-75	3-12-high	-	-	-	-	-	3-8	-	-	-	-	-	-	-	2-7	
CNF03985 Protein	0.441	Possessing mitochondrial presequence	8(MPP), 9(Icp55)	0.375	5-9	1-11-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
CNF03990 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.015	6-10,35-39,92-96	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04000 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.091		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04005 Protein	0.015	No mitochondrial presequence	16(MPP)	0.062	31-35	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04020 Protein	0.012	No mitochondrial presequence	22(MPP)	0.045		16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04030 Protein	0.237	No mitochondrial presequence	62(MPP)	0.081	88-92	4-13-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	4-9	
CNF04035 Protein	0.000	No mitochondrial presequence	54(MPP)	0.148		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04050 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04060 Protein	0.012	No mitochondrial presequence	11(MPP), 12(Icp55)	-0.091	8-12,27-31	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04070 Protein	0.005	No mitochondrial presequence	44(MPP)	0.023	74-78	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04080 Protein	0.000	No mitochondrial presequence	35(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04090 Protein	0.000	No mitochondrial presequence	71(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04100 Protein	0.000	No mitochondrial presequence	13(MPP)	0.231	7-11,11-15,51-55	7-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04110 Protein	0.000	No mitochondrial presequence	62(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04120 Protein	0.016	No mitochondrial presequence	30(MPP)	0.200	39-43	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04130 Protein	0.039	No mitochondrial presequence	40(MPP)	0.025		3-12-low	-	-	-	-	-	-	5-10	-	-	-	-	-	-	-	
CNF04140 Protein	0.020	No mitochondrial presequence	13(MPP)	0.308		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04150 Protein	0.000	No mitochondrial presequence	21(MPP)	0.238	40-44,79-83	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04160 Protein	0.000	No mitochondrial presequence	50(MPP)	0.040	47-51,67-71	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04170 Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	62-66	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04190 Protein	0.078	No mitochondrial presequence	16(MPP)	0.188	14-18	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04200 Protein	0.000	No mitochondrial presequence	65(MPP)	-0.015	62-66	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04210 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.583		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04220 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.067	67-71	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04230 Protein	0.057	No mitochondrial presequence	17(MPP)	-0.059	14-18	7-16-low	-	-	-	-	-	-	18-23	-	-	17-22	-	-	-	-	
CNF04240 Protein	0.000	No mitochondrial presequence	9(MPP)	0.333	92-96,95-99	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04250 Protein	0.000	No mitochondrial presequence	38(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04270 Protein	0.000	No mitochondrial presequence	8(MPP)	0.125		17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04280 Protein	0.000	No mitochondrial presequence	13(MPP)	0.000	58-62	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04290 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030	14-18,22-26,96-100	9-18-low	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
CNF04310 Protein	0.000	No mitochondrial presequence	35(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04330 Protein	0.008	No mitochondrial presequence	54(MPP)	0.037		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04340 Protein	0.010	No mitochondrial presequence	36(MPP)	0.056	39-43	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04350 Protein	0.057	No mitochondrial presequence	19(MPP), 27(Oct1)	0.105		1-11-high	18-23	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04360 Protein	0.009	No mitochondrial presequence	26(MPP)	0.077		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04390 Protein	0.000	No mitochondrial presequence	76(MPP)	0.026		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04400 Protein	0.000	No mitochondrial presequence	39(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04410 Protein	0.157	No mitochondrial presequence	65(MPP)	0.154	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-	
CNF04420 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.094		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04430 Protein	0.000	No mitochondrial presequence	31(MPP)	0.000		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04440 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.321		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04450 Protein	0.999	Possessing mitochondrial presequence	31(MPP)	0.226		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04460 Protein	0.011	No mitochondrial presequence	51(MPP)	0.078		21-30-low	19-24	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04470 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04480 Protein	0.012	No mitochondrial presequence	21(MPP)	0.143		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04490 Protein	0.000	No mitochondrial presequence	78(MPP)	0.051	49-53,52-56,75-79,88-92	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04500 Protein	0.000	No mitochondrial presequence	66(MPP)	0.121		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04510 Protein	0.000	No mitochondrial presequence	31(MPP)	0.097		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04520 Protein	0.000	No mitochondrial presequence	82(MPP)	-0.073		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04530 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.039	25-29,74-78,78-82	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
CNF04540 Protein	0.000	No mitochondrial presequence	44(MPP)	0.023		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04560 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.049	49-53,70-74	5-14-low	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-	
CNF04570 Protein	0.047	No mitochondrial presequence	69(MPP)	0.072	14-18,66-70,82-86	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04580 Protein	0.006	No mitochondrial presequence	44(MPP)	0.136	30-34,34-38	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04590 Protein	0.019	No mitochondrial presequence	24(MPP)	-0.042	18-22,21-25	16-25-low	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
CNF04600 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.130	41-45	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04610 Protein	0.000	No mitochondrial presequence	26(MPP)	0.000	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04620 Protein	0.010	No mitochondrial presequence	25(MPP)	0.080	13-17	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	13-18	-	
CNF04630 Protein	0.000	No mitochondrial presequence	23(MPP)	-0.087		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04640 Protein	0.000	No mitochondrial presequence	36(MPP)	0.111		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04650 Protein	0.048	No mitochondrial presequence	43(MPP)	0.140	55-59,65-69,89-93	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04660 Protein	0.000	No mitochondrial presequence	46(MPP)	0.043	43-47,46-50	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04670 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.048	35-39,84-88,90-94	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04680 Protein	0.000	No mitochondrial presequence	32(MPP)	0.094		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04690 Protein	0.007	No mitochondrial presequence	9(MPP), 17(Oct1)	0.222		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04700 Protein	0.004	No mitochondrial presequence	69(MPP)	0.029	59-63,66-70,70-74	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04710 Protein	0.005	No mitochondrial presequence	55(MPP)	0.000	82-86	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04720 Protein	0.130	No mitochondrial presequence	43(MPP)	0.233		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04730 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.290	58-62	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04740 Protein	0.000	No mitochondrial presequence	57(MPP), 58(Icp55)	0.070	24-28	16-27-high	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
CNF04750 Protein	0.000	No mitochondrial presequence	89(MPP)	-0.079		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04760 Protein	0.000	No mitochondrial presequence	43(MPP), 44(Icp55)	-0.116	46-50	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04770 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.097	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04780 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.364	75-79	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04790 Protein	0.000	No mitochondrial presequence	15(MPP)	-0.067	19-23,71-75	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04800 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.122	73-77	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04810 Protein	0.000	No mitochondrial presequence	10(MPP)	-0.100	35-39,72-76	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04820 Protein	0.000	No mitochondrial presequence	80(MPP)	0.100	36-40,39-43	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04830 Protein	0.038	No mitochondrial presequence	62(MPP)	0.032	35-39,59-63	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04850 Protein	0.000	No mitochondrial presequence	20(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04860 Protein	0.000	No mitochondrial presequence	36(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04870 Protein	0.004	No mitochondrial presequence	19(MPP)	0.105	19-23,89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04880 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04890 Protein	0.132	No mitochondrial presequence	28(MPP)	0.179	32-36,51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04900 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04910 Protein	0.000	No mitochondrial presequence	15(MPP)	-0.067		10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04930 Protein	0.000	No mitochondrial presequence	92(MPP)	-0.043	56-60	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF04940 Protein	0.034	No mitochondrial presequence	15(MPP)	0.133		5-14-low	-	14-19	-	-	-	12-17	-	-	-	-	-	-	-	11-16	
CNG00010 Protein	0.000	No mitochondrial presequence	71(MPP)	0.000		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00015 Protein	0.000	No mitochondrial presequence	20(MPP)	0.200		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00020 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.167		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00030 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.038	57-61	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00040 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.054	68-72	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00050 Protein	0.769	Possessing mitochondrial presequence	54(MPP), 55(Icp55)	0.111	2-6,16-20,24-28,78-82	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00060 Protein	0.000	No mitochondrial presequence	56(MPP)	-0.143	95-99	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00070 Protein	0.032	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.017	5-9	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00080 Protein	0.004	No mitochondrial presequence	32(MPP)	0.062	11-15,46-50	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00100 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.039		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNG00110 Protein	0.003	No mitochondrial presequence	13(MPP)	0.000	44-48,65-69	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
