# Intron retention-dependent gene regulation in Cryptococcus neoformans
# Sara Gonzalez-Hilarion, et al., Scientific Reports volume 6, Article number: 32252 (2016)
# Table S4. List of orthologues between the two varieties of C. neoformans.	
# 
# var. grubii	var. neoformans
H99	JEC21
CNAG_06361	CNN00870
CNAG_00595	CNA05780
CNAG_04504	CNI00530
CNAG_02284	CNE02620
CNAG_02406	CNE01490
CNAG_02117	CNE04200
CNAG_07799	CNL06490
CNAG_07942	CNN01840
CNAG_01841	CNC03265
CNAG_06005	CNM00140
CNAG_01952	CNK02910
CNAG_05364	CNH00320
CNAG_04472	CNI00850
CNAG_04817	CNJ02420
CNAG_01536	CNC06470
CNAG_06455	CNN01790
CNAG_03040	CND00040
CNAG_00668	CNA06460
CNAG_01298	CND04180
CNAG_04999	CNL06155
CNAG_02191	CNE03465
CNAG_05082	CNL05370
CNAG_04053	CNB05370
CNAG_00771	CNA07490
CNAG_04026	CNB05090
CNAG_03235	CNG03370
CNAG_01749	CNC02515
CNAG_01772	CNC02720
CNAG_03368	CNG02140
CNAG_02152	CNE03840
CNAG_05683	CNF02910
CNAG_06298	CNN00340
CNAG_03984	CNB04715
CNAG_00172	CNA01600
CNAG_07921	CNN00130
CNAG_04614	CNJ00530
CNAG_02920	CNC05290
CNAG_01616	CNC01300
CNAG_02490	CNE00700
CNAG_01061	CND01920
CNAG_01529	CNC06530
CNAG_03820	CNB03110
CNAG_00362	CNA03410
CNAG_04677	CNJ01090
CNAG_04260	CNI03980
CNAG_07887	CNH02340
CNAG_02217	CNE03240
CNAG_02715	CNC03430
CNAG_06447	CNN01720
CNAG_06273	CNN00090
CNAG_03765	CNB02610
CNAG_01308	CND04280
CNAG_08012	CNK03340
CNAG_05458	CNH01200
CNAG_00435	CNA04180
CNAG_06925	CNK00040
CNAG_05216	CNL04130
CNAG_02183	CNE03530
CNAG_05797	CNF01810
CNAG_00884	CND00210
CNAG_01759	CNC02600
CNAG_00573	CNA05580
CNAG_07994	CNG04490
CNAG_06421	CNN01460
CNAG_06947	CND03790
CNAG_06877	CNG04710
CNAG_03919	CNB04080
CNAG_06544	CNF04730
CNAG_02723	CNC03510
CNAG_05512	CNH01650
CNAG_02265	CNE02810
CNAG_05037	CNL05800
CNAG_08003	CNC06755
CNAG_04070	CNB05530
CNAG_07108	CNK01130
CNAG_00642	CNA06220
CNAG_04607	CNJ00475
CNAG_00976	CND01050
CNAG_05552	CNH02010
CNAG_06820	CND06020
CNAG_02200	CNE03395
CNAG_05145	CNL04770
CNAG_00855	CNA08310
CNAG_02044	CNE04910
CNAG_02750	CNC03720
CNAG_06722	CNB00810
CNAG_04120	CNI04270
CNAG_01137	CND02620
CNAG_05568	CNH02160
CNAG_05072	CNL05490
CNAG_02431	CNE01260
CNAG_02553	CNE00130
CNAG_03245	CNG03280
CNAG_05384	CNH00510
CNAG_05778	CNF02000
CNAG_06451	CNN01755
CNAG_05884	CNF00890
CNAG_06334	CNN00640
CNAG_03903	CNB03920
CNAG_01701	CNC02080
CNAG_06118	CNM01240
CNAG_02917	CNC05270
CNAG_00194	CNA01830
CNAG_01047	CND01770
CNAG_05466	CNH01275
CNAG_01114	CND02390
CNAG_05193	CNL04350
CNAG_02345	CNE02030
CNAG_02733	CNC03580
CNAG_05063	CNL05560
CNAG_00786	CNA07630
CNAG_03636	CNB01370
CNAG_04248	CNI03880
CNAG_04352	CNI01980
CNAG_04092	CNB05710
CNAG_04154	CNI02910
CNAG_04883	CNJ03110
CNAG_04454	CNI01030
CNAG_00636	CNA06160
CNAG_06404	CNN01300
CNAG_01382	CND04950
CNAG_05806	CNF01730
CNAG_04277	CNI04160
CNAG_01957	CNK02950
CNAG_01243	CND03610
CNAG_02162	CNE03760
CNAG_00116	CNA01060
CNAG_00778	CNA07560
CNAG_05917	CNF00580
CNAG_06643	CNF03730
CNAG_06915	CNK00150
CNAG_06559	CNF04580
CNAG_03866	CNB03550
CNAG_06311	CNN00410
CNAG_04946	CNL06690
CNAG_01650	CNC01630
CNAG_05189	CNL04380
CNAG_00777	CNA07550
CNAG_00770	CNA07480
CNAG_00160	CNA01480
CNAG_01502	CNC06780
CNAG_06867	CNE00050
CNAG_05734	CNF02400
CNAG_02387	CNE01640
CNAG_03433	CNG01530
CNAG_02589	CNK00770
CNAG_03374	CNG02090
CNAG_07512	CNC05550
CNAG_05403	CNH00715
CNAG_01452	CND05650
CNAG_04652	CNJ00900
CNAG_03780	CNB02750
CNAG_07765	CNI01580
CNAG_07558	CNK01080
CNAG_06830	CND06120
CNAG_04599	CNJ00390
CNAG_04321	CNI02280
CNAG_00514	CNA04960
CNAG_03133	CNG04310
CNAG_04354	CNI01960
CNAG_01575	CNC00900
CNAG_04115	CNI04320
CNAG_05130	CNL04910
CNAG_01100	CND02260
CNAG_05746	CNF02315
CNAG_05304	CNF00165
CNAG_00053	CNA00420
CNAG_02481	CNE00800
CNAG_05920	CNF00550
CNAG_01029	CND01590
CNAG_02486	CNE00740
CNAG_05198	CNL04270
CNAG_07387	CNA08320
CNAG_06437	CNN01630
CNAG_02225	CNE03150
CNAG_06689	CNF03250
CNAG_06150	CNM01520
CNAG_01399	CND05100
CNAG_06596	CNF04220
CNAG_07591	CNC06650
CNAG_00794	CNA07715
CNAG_07438	CND03015
CNAG_05215	CNL04140
CNAG_06491	CNN02150
CNAG_06117	CNM01230
CNAG_04583	CNJ00250
CNAG_00836	CNA08130
CNAG_07938	CNN01540
CNAG_03069	CNC00190
CNAG_04991	CNL06230
CNAG_01853	CNC03370
CNAG_05749	CNF02290
CNAG_06223	CNM02250
CNAG_02350	CNE02000
CNAG_04531	CNI00240
CNAG_04799	CNJ02260
CNAG_04459	CNI00990
CNAG_01336	CND04515
CNAG_04369	CNI01800
CNAG_06418	CNN01430
CNAG_06512	CNN02370
CNAG_07324	CNA01930
CNAG_04623	CNJ00605
CNAG_06127	CNM01320
CNAG_00356	CNA03480
CNAG_03533	CNG00620
CNAG_02939	CNC05490
CNAG_00152	CNA01400
CNAG_02501	CNE00600
CNAG_00529	CNA05110
CNAG_06755	CNB00480
CNAG_00597	CNA05800
CNAG_05791	CNF01870
CNAG_04588	CNJ00300
CNAG_03260	CNG03160
CNAG_06673	CNF03460
CNAG_06490	CNN02140
CNAG_01991	CNK03240
CNAG_07332	CNA02020
CNAG_06205	CNM02040
CNAG_04190	CNI03280
CNAG_06919	CNK00110
CNAG_04434	CNI01230
CNAG_00018	CNA00110
CNAG_00125	CNA01150
CNAG_01900	CNK02400
CNAG_03596	CNB00990
CNAG_03539	CNG00580
CNAG_02469	CNE00900
CNAG_00745	CNA07240
CNAG_02910	CNC05200
CNAG_07318	CNA01870
CNAG_04371	CNI01780
CNAG_01827	CNC03140
CNAG_03337	CNG02420
CNAG_00456	CNA04360
CNAG_00278	CNA02650
CNAG_06817	CND05980
CNAG_04200	CNI03390
CNAG_05222	CNL04070
CNAG_05155	CNL04680
CNAG_07959	CNA06260
CNAG_04291	CNI02570
CNAG_06637	CNF03800
CNAG_01763	CNC02640
CNAG_07663	CNF04005
CNAG_03938	CNB04250
CNAG_03322	CNG02560
CNAG_04659	CNJ00950
CNAG_01729	CNC02340
CNAG_00921	CND00620
CNAG_05998	CNM00070
CNAG_01898	CNK02385
CNAG_04774	CNJ02030
CNAG_04683	CNJ01140
CNAG_00987	CND01150
CNAG_03682	CNB01800
CNAG_04227	CNI03680
CNAG_06769	CNB00310
CNAG_04258	CNI03960
CNAG_06693	CNF03215
CNAG_04286	CNI02630
CNAG_01361	CND04770
CNAG_00998	CND01260
CNAG_03117	CNG04440
CNAG_06357	CNN00840
CNAG_03314	CNG02640
CNAG_04696	CNJ01260
CNAG_04802	CNJ02290
CNAG_05682	CNF02920
CNAG_04084	CNJ03440
CNAG_06309	CNN00395
CNAG_06804	CND05670
CNAG_03775	CNB02700
CNAG_05545	CNH01930
CNAG_03591	CNG00140
CNAG_06406	CNN01320
CNAG_03848	CNB03380
CNAG_06266	CNN00040
CNAG_06624	CNF03940
CNAG_04903	CNJ03260
CNAG_03968	CNB04570
CNAG_07626	CNE00860
CNAG_01994	CNK03280
CNAG_06128	CNM01330
CNAG_04476	CNI00810
CNAG_02163	CNE03750
CNAG_03524	CNG00700
CNAG_06625	CNF03930
CNAG_06760	CNB00410
CNAG_04669	CNJ01030
CNAG_00463	CNA04425
CNAG_04759	CNJ01890
CNAG_00239	CNA02300
CNAG_00828	CNA08070
CNAG_03329	CNG02500
CNAG_01287	CND04070
CNAG_07746	CNG00590
CNAG_05240	CNL03900
CNAG_05410	CNH00780
CNAG_03182	CNG03870
CNAG_05164	CNL04610
CNAG_03620	CNB01220
CNAG_00614	CNA05960
CNAG_01920	CNK02620
CNAG_02888	CNC05010
CNAG_05714	CNF02610
CNAG_01022	CND01520
CNAG_01271	CND03910
CNAG_04231	CNI03720
CNAG_02102	CNE04340
CNAG_04166	CNI03030
CNAG_06444	CNN01690
CNAG_04395	CNI01530
CNAG_06577	CNF04410
CNAG_00414	CNA04025
CNAG_01817	CNC03050
CNAG_06578	CNF04400
CNAG_06106	CNM01120
CNAG_01304	CND04240
CNAG_07439	CND02860
CNAG_01733	CNC02380
CNAG_00765	CNA07430
CNAG_01120	CND02450
CNAG_04668	CNJ01020
CNAG_05534	CNH01850
CNAG_05626	CNH02680
CNAG_03629	CNB01310
CNAG_07427	CND04310
CNAG_03491	CNG01010
CNAG_01976	CNK03100
CNAG_06379	CNN01050
CNAG_02218	CNE03230
CNAG_03844	CNB03340
CNAG_00334	CNA03160
CNAG_04743	CNJ01740
CNAG_01812	CNC03010
CNAG_06799	CNB00030
CNAG_03287	CNG02880
CNAG_01919	CNK02610
CNAG_04365	CNI01830
CNAG_04752	CNJ01830
CNAG_01834	CNC03210
CNAG_05314	CNH03190
CNAG_07506	CNC05810
CNAG_02769	CNC03900
CNAG_07822	CNH03810
CNAG_00750	CNA07290
CNAG_05498	CNH01540
CNAG_03873	CNB03630
CNAG_07818	CNL04510
CNAG_02538	CNE00275
CNAG_01574	CNC00890
CNAG_01929	CNK02690
CNAG_02781	CNC03990
CNAG_03223	CNG03500
CNAG_00289	CNA02770
CNAG_00343	CNA03250
CNAG_00581	CNA05650
CNAG_04243	CNI03840
CNAG_02927	CNC05350
CNAG_05973	CNF00120
CNAG_03330	CNG02490
CNAG_03467	CNG01220
CNAG_01404	CND05160
CNAG_07509	CNC05670
CNAG_07552	CNK01170
CNAG_05006	CNL06090
CNAG_02460	CNE00980
CNAG_04721	CNJ01520
CNAG_02514	CNE00490
CNAG_04529	CNI00260
CNAG_01978	CNK03110
CNAG_00604	CNA05870
CNAG_05093	CNL05275
CNAG_06160	CNM01620
CNAG_02777	CNC03960
CNAG_02376	CNE01730
CNAG_04511	CNI00450
CNAG_00706	CNA06850
CNAG_03442	CNG01440
CNAG_00011	CNA00020
CNAG_00122	CNA01120
CNAG_00119	CNA01090
CNAG_02447	CNE01110
CNAG_02685	CNK01730
CNAG_07422	CND04870
CNAG_02995	CNC06030
CNAG_07830	CNH03110
